source_file,source_sheet,source_row_index,project_ean,project_name_raw,bid_schedule_type,line_no,bidder_name_raw,item_description_raw,columns_with_ref
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),112,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),112,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),112,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),113,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),113,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),113,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),113,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),113,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),113,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),113,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),114,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),114,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),114,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),114,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),114,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),114,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),114,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),115,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),115,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),115,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),115,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),115,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),115,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),115,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),116,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),116,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),116,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),116,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),116,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),116,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),116,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),117,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),117,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),117,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),117,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),117,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),117,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),117,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),118,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),118,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),118,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),118,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),118,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),118,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),118,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),119,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),119,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),119,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),119,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),119,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),119,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),119,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),120,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),120,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),120,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),120,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),120,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),120,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),120,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),121,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),121,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),121,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),121,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),121,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),121,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),121,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),122,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),122,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),122,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),122,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),122,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),122,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),122,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),123,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),123,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),123,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),123,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),123,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),123,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),123,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),124,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),124,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),124,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),124,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),124,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),124,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),124,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),125,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),125,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),125,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),125,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),125,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),125,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),125,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),126,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),126,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),126,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),126,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),126,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),126,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),126,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),127,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),127,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),127,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),127,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),127,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),127,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),127,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),128,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),128,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
