source_file,source_sheet,project_ean,solicitation_no,letting_date,bid_schedule_name,bid_schedule_type,bid_schedule_code,bidder_name_raw,bidder_name_canonical,bidder_type,sum_line_total_price,sum_line_total_price_calc,line_item_count,missing_total_price_count,missing_unit_price_count,schedule_total,delta_total_price,delta_total_price_calc,delta_abs,delta_pct,tolerance_amount_used,tolerance_pct_used,within_tolerance,suspected_root_cause
PDX_2016D015 Basin 7.xlsx,Bid Tabulation,2016D015,2017-7254,2017-05-25,Bid Tabulation,BASE,,"K&E Excavating, Inc.",K&E EXCAVATING INC.,CONTRACTOR,2105760.0,2105760.0,38,0,0,2105760.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2016D015 Basin 7.xlsx,Bid Tabulation,2016D015,2017-7254,2017-05-25,Bid Tabulation,BASE,,Kodiak Pacific Construction,KODIAK PACIFIC CONSTRUCTION,CONTRACTOR,2460460.0,2460460.0,38,0,0,2460460.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2016D015 Basin 7.xlsx,Bid Tabulation,2016D015,2017-7254,2017-05-25,Bid Tabulation,BASE,,"McClure and Sons, Inc.",MCCLURE AND SONS INC.,CONTRACTOR,2147577.0,2145077.0,38,0,1,2147577.0,0.0,-2500.0,0.0,0.0,5.0,0.02,True,PLACEHOLDERS
PDX_2016D015 Basin 7.xlsx,Bid Tabulation,2016D015,2017-7254,2017-05-25,Bid Tabulation,BASE,,"Moore Excavation, Inc.",MOORE EXCAVATION INC.,CONTRACTOR,2286150.0,2286150.0,38,0,0,2286150.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2016D015 Basin 7.xlsx,Bid Tabulation,2016D015,2017-7254,2017-05-25,Bid Tabulation,BASE,,"TEK Construction, Inc.",TEK CONSTRUCTION INC.,CONTRACTOR,1800000.0,1800000.0,38,0,0,1800000.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2016D018 Airport Way.xlsx,Bid Tabulation,2016D18,2017-7319,2017-05-30,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,3875250.0,3875250.0,19,0,0,3875250.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2016D018 Airport Way.xlsx,Bid Tabulation,2016D18,2017-7319,2017-05-30,Bid Tabulation,BASE,,Granite Construction Company,GRANITE CONSTRUCTION COMPANY,CONTRACTOR,2955955.0,2955955.0,19,0,0,2955955.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2016D018 Airport Way.xlsx,Bid Tabulation,2016D18,2017-7319,2017-05-30,Bid Tabulation,BASE,,"K&E Excavating, Inc.",K&E EXCAVATING INC.,CONTRACTOR,2797065.0,2797065.0,19,0,0,2797065.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2016D018 Airport Way.xlsx,Bid Tabulation,2016D18,2017-7319,2017-05-30,Bid Tabulation,BASE,,"Kerr Contractors Oregon, Inc.",KERR CONTRACTORS OREGON INC.,CONTRACTOR,3386598.0,3386598.0,19,0,0,3386598.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2016D018 Airport Way.xlsx,Bid Tabulation,2016D18,2017-7319,2017-05-30,Bid Tabulation,BASE,,Kodiak Pacific Construction,KODIAK PACIFIC CONSTRUCTION,CONTRACTOR,3605605.0,3605605.0,19,0,0,3605605.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2017D013.xlsx,Bid Tab Alternate A,2017D013,2018-7876,2026-02-09,Bid Tab Alternate A,ALTERNATE,ALT_A,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,0.0,0.0,17,0,17,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Alternate A,2017D013,2018-7876,2026-02-09,Bid Tab Alternate A,ALTERNATE,ALT_A,Name of Contractor 1,NAME OF CONTRACTOR 1,CONTRACTOR,0.0,0.0,17,0,17,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Alternate A,2017D013,2018-7876,2026-02-09,Bid Tab Alternate A,ALTERNATE,ALT_A,Name of Contractor 2,NAME OF CONTRACTOR 2,CONTRACTOR,0.0,0.0,17,0,17,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Alternate A,2017D013,2018-7876,2026-02-09,Bid Tab Alternate A,ALTERNATE,ALT_A,Name of Contractor 3,NAME OF CONTRACTOR 3,CONTRACTOR,0.0,0.0,17,0,17,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Alternate A,2017D013,2018-7876,2026-02-09,Bid Tab Alternate A,ALTERNATE,ALT_A,Name of Contractor 4,NAME OF CONTRACTOR 4,CONTRACTOR,0.0,0.0,17,0,17,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Alternate A,2017D013,2018-7876,2026-02-09,Bid Tab Alternate A,ALTERNATE,ALT_A,Name of Contractor 5,NAME OF CONTRACTOR 5,CONTRACTOR,0.0,0.0,17,0,17,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Alternate A,2017D013,2018-7876,2026-02-09,Bid Tab Alternate A,ALTERNATE,ALT_A,Name of Contractor 6,NAME OF CONTRACTOR 6,CONTRACTOR,0.0,0.0,17,0,17,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Alternate A,2017D013,2018-7876,2026-02-09,Bid Tab Alternate A,ALTERNATE,ALT_A,Name of Contractor 7,NAME OF CONTRACTOR 7,CONTRACTOR,0.0,0.0,17,0,17,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Alternate A,2017D013,2018-7876,2026-02-09,Bid Tab Alternate A,ALTERNATE,ALT_A,Name of Contractor 8,NAME OF CONTRACTOR 8,CONTRACTOR,0.0,0.0,17,0,17,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Base Bid,2017D013,2018-7876,2026-02-09,Bid Tab Base Bid,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,0.0,0.0,84,1,84,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Base Bid,2017D013,2018-7876,2026-02-09,Bid Tab Base Bid,BASE,,Name of Contractor 1,NAME OF CONTRACTOR 1,CONTRACTOR,0.0,0.0,84,1,84,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Base Bid,2017D013,2018-7876,2026-02-09,Bid Tab Base Bid,BASE,,Name of Contractor 2,NAME OF CONTRACTOR 2,CONTRACTOR,0.0,0.0,84,1,84,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Base Bid,2017D013,2018-7876,2026-02-09,Bid Tab Base Bid,BASE,,Name of Contractor 3,NAME OF CONTRACTOR 3,CONTRACTOR,0.0,0.0,84,1,84,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Base Bid,2017D013,2018-7876,2026-02-09,Bid Tab Base Bid,BASE,,Name of Contractor 4,NAME OF CONTRACTOR 4,CONTRACTOR,0.0,0.0,84,1,84,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Base Bid,2017D013,2018-7876,2026-02-09,Bid Tab Base Bid,BASE,,Name of Contractor 5,NAME OF CONTRACTOR 5,CONTRACTOR,0.0,0.0,84,1,84,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Base Bid,2017D013,2018-7876,2026-02-09,Bid Tab Base Bid,BASE,,Name of Contractor 6,NAME OF CONTRACTOR 6,CONTRACTOR,0.0,0.0,84,1,84,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Base Bid,2017D013,2018-7876,2026-02-09,Bid Tab Base Bid,BASE,,Name of Contractor 7,NAME OF CONTRACTOR 7,CONTRACTOR,0.0,0.0,84,1,84,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D013.xlsx,Bid Tab Base Bid,2017D013,2018-7876,2026-02-09,Bid Tab Base Bid,BASE,,Name of Contractor 8,NAME OF CONTRACTOR 8,CONTRACTOR,0.0,0.0,84,1,84,0.0,0.0,0.0,0.0,,5.0,0.02,True,PLACEHOLDERS
PDX_2017D029.xlsx,Bid Tabulation,2017D029,2018-7600,2018-04-17,Bid Tabulation,BASE,,"Colvico, Inc.",COLVICO INC.,CONTRACTOR,1106888.0,1106888.0,33,0,0,1106888.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2017D029.xlsx,Bid Tabulation,2017D029,2018-7600,2018-04-17,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,1168910.0,1168910.0,33,0,0,1168910.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2017D029.xlsx,Bid Tabulation,2017D029,2018-7600,2018-04-17,Bid Tabulation,BASE,,Vellutini Corporation dba Royal Electric Company,VELLUTINI CORPORATION DBA ROYAL ELECTRIC COMPANY,CONTRACTOR,1115115.0,1115115.0,33,0,0,1115115.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2018D015.xlsx,Bid Tabulation,2018D015,2019-8315,2020-02-13,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,1154834.0,1154834.0,19,0,0,1154834.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2018D015.xlsx,Bid Tabulation,2018D015,2019-8315,2020-02-13,Bid Tabulation,BASE,,"Interlaken, Inc.",INTERLAKEN INC.,CONTRACTOR,896865.0,896865.0,19,0,0,896865.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2018D015.xlsx,Bid Tabulation,2018D015,2019-8315,2020-02-13,Bid Tabulation,BASE,,Kodiak Pacific Construction,KODIAK PACIFIC CONSTRUCTION,CONTRACTOR,739739.0,739739.0,19,0,0,739739.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2018D015.xlsx,Bid Tabulation,2018D015,2019-8315,2020-02-13,Bid Tabulation,BASE,,"McDonald Excavating, Inc.",MCDONALD EXCAVATING INC.,CONTRACTOR,859054.0,859054.0,19,0,0,859054.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2018D015.xlsx,Bid Tabulation,2018D015,2019-8315,2020-02-13,Bid Tabulation,BASE,,"NTA Contracting, Inc.",NTA CONTRACTING INC.,CONTRACTOR,793777.0,793777.0,19,0,0,793777.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2018D015.xlsx,Bid Tabulation,2018D015,2019-8315,2020-02-13,Bid Tabulation,BASE,,Nutter Corporation,NUTTER CORPORATION,CONTRACTOR,793788.22,793788.22,19,0,0,793788.22,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2018D015.xlsx,Bid Tabulation,2018D015,2019-8315,2020-02-13,Bid Tabulation,BASE,,"Tapani, Inc.",TAPANI INC.,CONTRACTOR,596016.0,596016.0,19,0,0,596016.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D008.xlsx,Bid Tabulation,2020D008,2021-8920,2021-06-04,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,3567690.0,3567690.0,13,0,0,3567690.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D008.xlsx,Bid Tabulation,2020D008,2021-8920,2021-06-04,Bid Tabulation,BASE,,Kiewit Infrastructure West Co.,KIEWIT INFRASTRUCTURE WEST CO.,CONTRACTOR,5162112.0,5162112.0,13,0,0,5162112.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D008.xlsx,Bid Tabulation,2020D008,2021-8920,2021-06-04,Bid Tabulation,BASE,,"Magnum Power, LLC",MAGNUM POWER LLC,CONTRACTOR,3636850.0,3636850.0,13,0,0,3636850.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D008.xlsx,Bid Tabulation,2020D008,2021-8920,2021-06-04,Bid Tabulation,BASE,,"Northeast Electric, LLC",NORTHEAST ELECTRIC LLC,CONTRACTOR,2749983.5,2749983.5,13,0,0,2749983.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D008.xlsx,Bid Tabulation,2020D008,2021-8920,2021-06-04,Bid Tabulation,BASE,,"Northstar Electrical Contractors, Inc.",NORTHSTAR ELECTRICAL CONTRACTORS INC.,CONTRACTOR,4545318.0,4545318.0,13,0,0,4545318.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D008.xlsx,Bid Tabulation,2020D008,2021-8920,2021-06-04,Bid Tabulation,BASE,,"OEG, Inc.",OEG INC.,CONTRACTOR,2781118.64,2781118.64,13,0,0,2781118.64,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D008.xlsx,Bid Tabulation,2020D008,2021-8920,2021-06-04,Bid Tabulation,BASE,,"PHK Construction, LLC",PHK CONSTRUCTION LLC,CONTRACTOR,3194069.0,3194069.0,13,0,0,3194069.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D009.xlsx,Bid Tabulation,2020D009,2023-10179,2023-05-05,Bid Tabulation,BASE,,"Dirt and Aggregate Interchange, Inc.",DIRT AND AGGREGATE INTERCHANGE INC.,CONTRACTOR,784844.0,784844.0,32,0,0,784844.0000000001,-1.1641532182693481e-10,-1.1641532182693481e-10,1.1641532182693481e-10,1.483292499234686e-16,5.0,0.02,True,OTHER
PDX_2020D009.xlsx,Bid Tabulation,2020D009,2023-10179,2023-05-05,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,868026.0,868026.0,32,0,0,868026.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D009.xlsx,Bid Tabulation,2020D009,2023-10179,2023-05-05,Bid Tabulation,BASE,,Kodiak Pacific Construction,KODIAK PACIFIC CONSTRUCTION,CONTRACTOR,787786.5,787786.5,32,0,0,787786.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D022.xlsx,Bid Tabulation,2020D022,2021-9127,2021-12-16,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,927553.0,927553.0,27,0,0,927553.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D022.xlsx,Bid Tabulation,2020D022,2021-9127,2021-12-16,Bid Tabulation,BASE,,Granite Construction Company,GRANITE CONSTRUCTION COMPANY,CONTRACTOR,1166116.0,1166116.0,27,0,0,1166116.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D022.xlsx,Bid Tabulation,2020D022,2021-9127,2021-12-16,Bid Tabulation,BASE,,Kerr Contractors Oregon LLC,KERR CONTRACTORS OREGON LLC,CONTRACTOR,1107892.6,1107892.6,27,0,0,1107892.6,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D022.xlsx,Bid Tabulation,2020D022,2021-9127,2021-12-16,Bid Tabulation,BASE,,Knife River Corporation - Northwest,KNIFE RIVER CORPORATION - NORTHWEST,CONTRACTOR,1327206.5,1327206.5,27,0,0,1327206.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D022.xlsx,Bid Tabulation,2020D022,2021-9127,2021-12-16,Bid Tabulation,BASE,,"Lakeside Industries, Inc.",LAKESIDE INDUSTRIES INC.,CONTRACTOR,1098785.0,1098785.0,27,0,0,1098785.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D022.xlsx,Bid Tabulation,2020D022,2021-9127,2021-12-16,Bid Tabulation,BASE,,Weitman Excavation,WEITMAN EXCAVATION,CONTRACTOR,1485471.0,1485471.0,27,0,0,1485471.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2020D022.xlsx,Bid Tabulation,2020D022,2021-9127,2021-12-16,Bid Tabulation,BASE,,Wildish Standard Paving Co.,WILDISH STANDARD PAVING CO.,CONTRACTOR,1100732.0,1100732.0,27,0,0,1100732.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2021D007 Bid Tab.xlsx,Bid Tab Schedule 1,2021D007,2022-9477,2023-01-30,Bid Tab Schedule 1,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,456448.14999999997,456448.14999999997,18,0,0,456448.15,-5.820766091346741e-11,-5.820766091346741e-11,5.820766091346741e-11,1.275230514429019e-16,5.0,0.02,True,OTHER
PDX_2021D007 Bid Tab.xlsx,Bid Tab Schedule 1,2021D007,2022-9477,2023-01-30,Bid Tab Schedule 1,BASE,,Fortis Construction Inc.,FORTIS CONSTRUCTION INC.,CONTRACTOR,453834.2,453834.2,18,0,0,453834.2,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2021D007 Bid Tab.xlsx,Bid Tab Schedule 1,2021D007,2022-9477,2023-01-30,Bid Tab Schedule 1,BASE,,Inline Commercial Construction Inc.,INLINE COMMERCIAL CONSTRUCTION INC.,CONTRACTOR,883714.1936,883714.1936,18,0,0,883714.1936,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2021D007 Bid Tab.xlsx,Bid Tab Schedule 2,2021D007,2022-9477,2023-01-30,Bid Tab Schedule 2,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,18200.0,18200.0,1,0,0,474648.15,-456448.15,-456448.15,456448.15,0.9616558075703023,5.0,0.02,False,OTHER
PDX_2021D007 Bid Tab.xlsx,Bid Tab Schedule 2,2021D007,2022-9477,2023-01-30,Bid Tab Schedule 2,BASE,,Fortis Construction Inc.,FORTIS CONSTRUCTION INC.,CONTRACTOR,10972.0,10972.0,1,0,0,464806.2,-453834.2,-453834.2,453834.2,0.9763944628965793,5.0,0.02,False,OTHER
PDX_2021D007 Bid Tab.xlsx,Bid Tab Schedule 2,2021D007,2022-9477,2023-01-30,Bid Tab Schedule 2,BASE,,Inline Commercial Construction Inc.,INLINE COMMERCIAL CONSTRUCTION INC.,CONTRACTOR,23676.0,23676.0,1,0,0,907390.1936,-883714.1936,-883714.1936,883714.1936,0.9739075866512649,5.0,0.02,False,OTHER
PDX_2023D003.xlsx,Alternate 1 Tab,2023D003,2024-10481,2024-03-26,Alternate 1 Tab,ALTERNATE,ALT_1,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,4682259.45,4682259.45,25,0,0,4682259.45,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 1 Tab,2023D003,2024-10481,2024-03-26,Alternate 1 Tab,ALTERNATE,ALT_1,"Fortis Construction, Inc.",FORTIS CONSTRUCTION INC.,CONTRACTOR,2405600.23,2405600.23,25,0,0,2405600.23,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 1 Tab,2023D003,2024-10481,2024-03-26,Alternate 1 Tab,ALTERNATE,ALT_1,"Northeast Electric, LLC",NORTHEAST ELECTRIC LLC,CONTRACTOR,2275969.0,2275969.0,25,0,0,2275969.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 2 Tab,2023D003,2024-10481,2024-03-26,Alternate 2 Tab,ALTERNATE,ALT_2,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,5771816.6,5771816.6,19,0,0,5771816.6,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 2 Tab,2023D003,2024-10481,2024-03-26,Alternate 2 Tab,ALTERNATE,ALT_2,"Fortis Construction, Inc.",FORTIS CONSTRUCTION INC.,CONTRACTOR,2840799.44,2840799.44,19,0,0,2840799.4400000004,-4.656612873077393e-10,-4.656612873077393e-10,4.656612873077393e-10,1.6391909993749478e-16,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 2 Tab,2023D003,2024-10481,2024-03-26,Alternate 2 Tab,ALTERNATE,ALT_2,"Northeast Electric, LLC",NORTHEAST ELECTRIC LLC,CONTRACTOR,2580308.0,2580308.0,19,0,0,2580308.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 3 Tab,2023D003,2024-10481,2024-03-26,Alternate 3 Tab,ALTERNATE,ALT_3,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,966358.25,966358.25,20,0,0,966358.25,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 3 Tab,2023D003,2024-10481,2024-03-26,Alternate 3 Tab,ALTERNATE,ALT_3,"Fortis Construction, Inc.",FORTIS CONSTRUCTION INC.,CONTRACTOR,841079.71,841079.71,20,0,0,841079.71,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 3 Tab,2023D003,2024-10481,2024-03-26,Alternate 3 Tab,ALTERNATE,ALT_3,"Northeast Electric, LLC",NORTHEAST ELECTRIC LLC,CONTRACTOR,411573.0,411573.0,20,0,0,411573.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 4 Tab,2023D003,2024-10481,2024-03-26,Alternate 4 Tab,ALTERNATE,ALT_4,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,780307.55,780307.55,22,0,0,780307.55,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 4 Tab,2023D003,2024-10481,2024-03-26,Alternate 4 Tab,ALTERNATE,ALT_4,"Fortis Construction, Inc.",FORTIS CONSTRUCTION INC.,CONTRACTOR,518802.99,518802.99,22,0,0,518802.99000000005,-5.820766091346741e-11,-5.820766091346741e-11,5.820766091346741e-11,1.121960783484833e-16,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Alternate 4 Tab,2023D003,2024-10481,2024-03-26,Alternate 4 Tab,ALTERNATE,ALT_4,"Northeast Electric, LLC",NORTHEAST ELECTRIC LLC,CONTRACTOR,382289.0,382289.0,22,0,0,382289.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Base Bid Tab,2023D003,2024-10481,2024-03-26,Base Bid Tab,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,14797443.2,14797443.2,21,0,0,14797443.2,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Base Bid Tab,2023D003,2024-10481,2024-03-26,Base Bid Tab,BASE,,"Fortis Construction, Inc.",FORTIS CONSTRUCTION INC.,CONTRACTOR,6387362.33,6387362.33,21,0,0,6387362.329999999,9.313225746154785e-10,9.313225746154785e-10,9.313225746154785e-10,1.4580706816039957e-16,5.0,0.02,True,OTHER
PDX_2023D003.xlsx,Base Bid Tab,2023D003,2024-10481,2024-03-26,Base Bid Tab,BASE,,"Northeast Electric, LLC",NORTHEAST ELECTRIC LLC,CONTRACTOR,7573242.0,7573242.0,21,0,0,7573242.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D011.xlsx,Alternate Bid Tabulation,2023D011,2023-10218,2025-01-14,Alternate Bid Tabulation,ALTERNATE,ALT_BID,Coffman Excavation,COFFMAN EXCAVATION,CONTRACTOR,402928.0,402928.0,11,0,0,10027274.25,-9624346.25,-9624346.25,9624346.25,0.9598167966733332,5.0,0.02,False,OTHER
PDX_2023D011.xlsx,Alternate Bid Tabulation,2023D011,2023-10218,2025-01-14,Alternate Bid Tabulation,ALTERNATE,ALT_BID,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,483561.5,483561.5,11,0,0,11693605.75,-11210044.25,-11210044.25,11210044.25,0.9586473573388602,5.0,0.02,False,OTHER
PDX_2023D011.xlsx,Alternate Bid Tabulation,2023D011,2023-10218,2025-01-14,Alternate Bid Tabulation,ALTERNATE,ALT_BID,Granite Construction Company,GRANITE CONSTRUCTION COMPANY,CONTRACTOR,417263.04000000004,417263.04000000004,11,0,0,10695258.719999997,-10277995.679999996,-10277995.679999996,10277995.679999996,0.9609861667750286,5.0,0.02,False,OTHER
PDX_2023D011.xlsx,Alternate Bid Tabulation,2023D011,2023-10218,2025-01-14,Alternate Bid Tabulation,ALTERNATE,ALT_BID,"K&E Excavating, Inc.",K&E EXCAVATING INC.,CONTRACTOR,445607.5,445607.5,11,0,0,10015432.05,-9569824.55,-9569824.55,9569824.55,0.9555079104151079,5.0,0.02,False,OTHER
PDX_2023D011.xlsx,Alternate Bid Tabulation,2023D011,2023-10218,2025-01-14,Alternate Bid Tabulation,ALTERNATE,ALT_BID,"Kerr Contractors Oregon, LLC",KERR CONTRACTORS OREGON LLC,CONTRACTOR,364091.75,364091.75,11,0,0,9649950.899999999,-9285859.149999999,-9285859.149999999,9285859.149999999,0.9622700930011986,5.0,0.02,False,OTHER
PDX_2023D011.xlsx,Alternate Bid Tabulation,2023D011,2023-10218,2025-01-14,Alternate Bid Tabulation,ALTERNATE,ALT_BID,"Tapani, Inc.",TAPANI INC.,CONTRACTOR,428765.0,428765.0,11,0,0,9419765.0,-8991000.0,-8991000.0,8991000.0,0.9544824101238194,5.0,0.02,False,OTHER
PDX_2023D011.xlsx,Base Bid Tabulation,2023D011,2023-10218,2025-01-14,Base Bid Tabulation,BASE,,Coffman Excavation,COFFMAN EXCAVATION,CONTRACTOR,9624346.25,9624346.25,69,0,0,9624346.25,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D011.xlsx,Base Bid Tabulation,2023D011,2023-10218,2025-01-14,Base Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,11210044.25,11210044.25,69,0,0,11210044.25,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D011.xlsx,Base Bid Tabulation,2023D011,2023-10218,2025-01-14,Base Bid Tabulation,BASE,,Granite Construction Company,GRANITE CONSTRUCTION COMPANY,CONTRACTOR,10277995.68,10277995.68,69,0,0,10277995.679999998,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,1.8122649660726044e-16,5.0,0.02,True,OTHER
PDX_2023D011.xlsx,Base Bid Tabulation,2023D011,2023-10218,2025-01-14,Base Bid Tabulation,BASE,,"K&E Excavating, Inc.",K&E EXCAVATING INC.,CONTRACTOR,9569824.55,9569824.55,69,0,0,9569824.55,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
