item_group,item_subgroup,item_label,pop_wbs_code,wbs_description,wbs_rule_id,count_of_item_description_raw
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Tree and Plant Protection,1.3.G20.329200,Landscape Maintenance,landscape_default,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,#REF!,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,0,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Adjustment of Existing Structures (H-20 Rated Vaults),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Aircraft - Rated Electrical Vaults,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Airfield Fire Water Disconnection,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Barge and Access Equipment,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Bollard,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Bollards,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Central Water Meter Vault and Manifold,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Chain - Link Slatted Fence Fabric,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Compacted Bedding Material,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Concrete Walks,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Connection to Existing Utility,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Containment,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Corrugated Metal Riser,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Crack Seal,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Deck Crack Repair,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Deck Delamination and Spall Repair,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Deck Delamination and Spall Repair with Anodes,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Deck Surface Repair,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Deck Surface Repair with Cathodic Protection,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Deck Topping Repair,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Deck Topping Replacement,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Electric Utility Meter Base - 200A Direct,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Electrical,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Electrical Bedding Material,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Electrical Demo (Existing ORANG),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Electrical Feeder Conductor Assembly,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Electrical Feeder Conductor Termination and Testing,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Electrical Feeder Installation in Vaults,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Electrical Modifications,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Embankment,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Encasement Over Existing Waterlin,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,"Fill Material, Top Soil",,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,H-20 Traffic - Rated Electrical Vaults,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,H-Frame Support,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,"HDPE Interduct (Comm) - 1 1/4""",,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Hand Rail,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Inlet (Type PB),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Kennedy Feeder Pad - Mount Switch,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Kennedy Feeder Point-of-Service Access Pad,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Landside Utility Disconnections,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Metalizing Repairs,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Metalizing System at Edge Beams,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Metered Switchgear Installation,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Mini - Power Zone,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Miscellaneous Removals and Backfill,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Mulch,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Offsite Haul and Disposal,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,"Panelboard - 240/120V, 100A, 1-Phase, NEMA 3R",,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,"Panelboard - 480Y/277V, 100A, 3-Phase, NEMA 3R",,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Pile Crack Repair,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Pile Spall Repair,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Reduced Pressure Backflow Assembly and Enclosure,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Reduced Pressure Detector Assembly and Enclosure,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Reinforced Concrete Pad,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Shoring,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Signal Modification,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Site Preparation,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Soffit and Vertical Crack Repair,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Soffit and Vertical Face Delamination and Spall Repair,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Soffit and Vertical Face Delamination and Spall Repair with Anodes,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Stabilized Construction Entrance,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Storm Culvert,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Subdrains,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Subgrade Preparation,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Tack Coat,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Trenchless Installation,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Trestle Cross - Brace Rehabilitation,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Two 6-Inch Conduits by Directional Drilling Method,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Utility Adjustments to Grade,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Valley Gutter,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Vault (Comm),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Vault (Comm) - 444-LA (Traffic Rated),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Vault (Power),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Vault (Power) - 575-TRANS - PCORP,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Vault (Power) - 712-SWITCH - PCORP,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Vault (Power) - 776-TRANS - PCORP,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Vault (Power) - 776-TRANS - PCORP (Traffic Rated),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Vehicle Detection Loops,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Water Meter,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,Water Well Decommission,,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,XHHW Conductor - #10 AWG (Power),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,XHHW Conductor - #12 AWG (Power),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,XHHW Conductor - #3 AWG (Power),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,XHHW Conductor - #6 AWG (Power),,REVIEW_NEEDED,fallback_review,1
OTHER_REVIEW,UNCLASSIFIED_REVIEW,XHHW Conductor - #8 AWG (Power),,REVIEW_NEEDED,fallback_review,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,STS (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,17
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,15
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Catch Basins (Item D-751),1.4.G30.334213,Manholes,manholes_structures,7
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Connection to Existing Storm Drainage System (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,7
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Existing Manhole Adjustment to Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,7
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,"Manhole, Type A (Item D-751)",1.4.G30.334213,Manholes,manholes_structures,5
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,"Manhole, Type B (Item D-751)",1.4.G30.334213,Manholes,manholes_structures,5
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Manholes (Item D-751),1.4.G30.334213,Manholes,manholes_structures,5
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,"Diameter Manhole, Type A (Item D-751)",1.4.G30.334213,Manholes,manholes_structures,4
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Existing Electrical Vault Adjustment to Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,4
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Manhole (Item D-751),1.4.G30.334213,Manholes,manholes_structures,4
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,RCP Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,4
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Existing Manhole/Inlet Adjustment to Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,3
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,"Removal of Existing Storm Pipe, Manholes, and Inlets (Section 312300)",1.4.G30.334000,Storm Sewer,drainage_misc,3
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Slide Gate (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,3
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Storm Sewer Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,3
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Catch Basin (Item D-751),1.4.G30.334213,Manholes,manholes_structures,2
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Connect to Existing Catch Basin/Manhole (Item D-751),1.4.G30.334213,Manholes,manholes_structures,2
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Diameter Manhole (Item D-751),1.4.G30.334213,Manholes,manholes_structures,2
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Existing Catch Basin Adjustment to Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,2
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,STS Drain Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,2
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Trench Drain (Item D-751),1.4.G30.334213,Manholes,manholes_structures,2
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Underdrain Cleanout (Item D-751),1.4.G30.334213,Manholes,manholes_structures,2
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,12-inchSTS (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,14-inch Class50Ductile Iron Pipe Culvert (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,18-inch Class50Ductile Iron Pipe Culvert (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,24-inchSTS (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,6-inchSTS (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Adjustment of Existing Structures (229 Kip Rated Vaults) (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Adjustment of Existing Structures (H-20 Rated Vaults) (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,CatchBasins (Item D-751),1.4.G30.334213,Manholes,manholes_structures,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Culvert (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Existing Electrical Vault (H-20 Rated) Extension to Finish Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Existing Manhole Adjustment (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,InchPipeUnderdrains (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Manhole Catch Basin (Item D-751),1.4.G30.334213,Manholes,manholes_structures,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,"Manhole, Ditch Inlet (Item D-751)",1.4.G30.334213,Manholes,manholes_structures,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Modifications to Existing Pump Station A and Deicing Valve Vault (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Non - Perforated Pipe (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Non - Perforated Underdrain Pipe (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Perforated Pipe (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Perforated Pipe Underdrains (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Perforated Storm Sewer Pipe (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Perforated Underdrain Pipe (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,ReinforcingSteel (Item D-752),1.4.G30.334213,Manholes,manholes_structures,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Remove Existing Manhole Flat Top and Upgrade to Aircraft Rated Structure (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Replace Existing Manhole Lid with Open Grated Lid (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Rotate Existing Manhole Lid (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Sanitary Sewer Wet Well Removal (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,StructuralConcrete (Item D-752),1.4.G30.334213,Manholes,manholes_structures,1
PIPING_DRAINAGE,DRAINAGE_STRUCTURES,Unclassified Excavationfor Structures (Item D-752),1.4.G30.334213,Manholes,manholes_structures,1
PIPING_DRAINAGE,PIPING_UTILITY,Gate Valve,1.4.G30.334000,Storm Sewer,drainage_misc,6
PIPING_DRAINAGE,PIPING_UTILITY,Manhole,1.4.G30.334000,Storm Sewer,drainage_misc,5
PIPING_DRAINAGE,PIPING_UTILITY,Storm Sewer Pipe,1.4.G30.334000,Storm Sewer,drainage_misc,4
PIPING_DRAINAGE,PIPING_UTILITY,DIP Water Pipe,1.4.G30.334000,Storm Sewer,drainage_misc,3
PIPING_DRAINAGE,PIPING_UTILITY,Water Pipe,1.4.G30.334000,Storm Sewer,drainage_misc,3
PIPING_DRAINAGE,PIPING_UTILITY,DIP (Force Main) (Section 334100),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,2
PIPING_DRAINAGE,PIPING_UTILITY,Ductile Iron (Force Main) Pipe (Section 334100),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,2
PIPING_DRAINAGE,PIPING_UTILITY,Riprap (Section 334100),1.4.G30.334000,Storm Sewer,storm_sewer_pipe,2
PIPING_DRAINAGE,PIPING_UTILITY,Air Release Valve Assembly,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Bedding and Pipe Zone Material,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Butterfly Valve,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Catch Basin,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,CleanoutStructures (Section 330516),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Columbia Slough Outfall Structure,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,DR9 Pex Water Pipe,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Ductile Iron Sewer Pipe,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Fire Hydrant Assembly,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Fire Water Line (Section 331116),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Gate Valve (Section 331116),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Manhole and Catch Basin Adjustment,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,McBride Slough Intake Structure,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Modifications to Existing Wet Well,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Pipe Zone and Bedding Material,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Pump Station (Section 334213),1.4.G30.334600,Pump Stations,pump_stations,1
PIPING_DRAINAGE,PIPING_UTILITY,Pump Station Electrical Equipment Installation (Section 334213),1.4.G30.334600,Pump Stations,pump_stations,1
PIPING_DRAINAGE,PIPING_UTILITY,Removal of Existing Lid from Stormwater Treatment Vault,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,"Removal of Existing Storm Pipe, Manholes, Pumps, Valves, Hangers, Vaults, and Brackets",1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Remove and Reinstall 12-Inch Ductile Iron Pipe,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Remove and Reinstall Catch Basin,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Septic Tank and Drain Field Removal,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Sewer Pipe,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Storm Sewer (Force Main) Pipe,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Storm Sewer Pipe (RCP),1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Stormwater Flow Through Pollution Reduction Facility,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Stormwater Pump Station,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,"Stormwater Pump Station, Electrical Equipment Installation (Section 334213)",1.4.G30.334600,Pump Stations,pump_stations,1
PIPING_DRAINAGE,PIPING_UTILITY,Stormwater Treatment Vault Cover,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Stormwater Treatment Vaults,1.4.G30.334000,Storm Sewer,drainage_misc,1
PIPING_DRAINAGE,PIPING_UTILITY,Stormwater Valve Vault (Section 334213),1.4.G30.334600,Pump Stations,pump_stations,1
PIPING_DRAINAGE,PIPING_UTILITY,Underground Fire Hydrant (Section 331116),1.4.G30.334000,Storm Sewer,drainage_misc,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,35
ROADWORK_PAVING,PAVING_EARTHWORK,Reflective Media (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,26
ROADWORK_PAVING,PAVING_EARTHWORK,Cold Milling (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,15
ROADWORK_PAVING,PAVING_EARTHWORK,Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,14
ROADWORK_PAVING,PAVING_EARTHWORK,Crushed Aggregate Base Course (Item P-209),1.3.G20.321000,Aggregate Base,site_aggregate_base,13
ROADWORK_PAVING,PAVING_EARTHWORK,Emulsified Asphalt Tack Coat (Item P-603),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,13
ROADWORK_PAVING,PAVING_EARTHWORK,Joint Sealing Filler (Item P-605),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,13
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Surface Course (Item P-401),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,12
ROADWORK_PAVING,PAVING_EARTHWORK,PCC Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,11
ROADWORK_PAVING,PAVING_EARTHWORK,Unclassified Excavation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork,10
ROADWORK_PAVING,PAVING_EARTHWORK,Adhesive Compound (Item P-606),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,9
ROADWORK_PAVING,PAVING_EARTHWORK,Temporary Runway and Taxiway Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,9
ROADWORK_PAVING,PAVING_EARTHWORK,Concrete (Item P-610),,REVIEW_NEEDED,fallback_review,8
ROADWORK_PAVING,PAVING_EARTHWORK,Aggregate Base Course,,REVIEW_NEEDED,fallback_review,7
ROADWORK_PAVING,PAVING_EARTHWORK,Removal of Pipe and Other Buried Structures (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,7
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Preparation - Remove Existing Markings (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,7
ROADWORK_PAVING,PAVING_EARTHWORK,Unsuitable Excavation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork,7
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Surface Treatment (Item P-608),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,6
ROADWORK_PAVING,PAVING_EARTHWORK,Subbase Course (Item P-154),1.3.G20.321000,Aggregate Base,site_aggregate_base,6
ROADWORK_PAVING,PAVING_EARTHWORK,Thick Concrete Pavement (Item P-501),1.2.G40.321313,Concrete Paving,airfield_concrete_paving,6
ROADWORK_PAVING,PAVING_EARTHWORK,Bituminous Tack Coat (Item P-603),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,5
ROADWORK_PAVING,PAVING_EARTHWORK,Common Excavation,1.3.G20.311000,Earthwork,site_earthwork_keywords,5
ROADWORK_PAVING,PAVING_EARTHWORK,Markings (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,5
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Prep - Existing Pavement (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,5
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Mixture Base Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,4
