item_id,project_id,line_no,specification,alternate_specification,pay_item_description,supplemental_description,item_description_raw,item,quantity,unit_norm,item_group,item_subgroup,grouping_rule_id
1155,23,0034,D-751,,Manhole Catch Basin,60-Inch,60-Inch Manhole Catch Basin (Item D-751),D-751 - Manhole Catch Basin,1.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1156,23,0035,T-901,,Seeding,,Seeding (Item T-901),T-901 - Seeding,3.0,ACRE,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,spec_landscape
1157,23,0036,T-905,,Topsoil (Obtained on Site or Removed from Stockpile),"3""","Topsoil (Obtained on Site or Removed from Stockpile) (3"") (Item T-905)",T-905 - Topsoil (Obtained on Site or Removed from Stockpile),1113.0,CY,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,spec_landscape
1158,23,0037,L-108,,"No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit",,"No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit (Item L-108)","L-108 - No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit",16545.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1159,23,0038,L-108,,"No. 12 AWG, 600V, Cable, Installed in Conduit",,"No. 12 AWG, 600V, Cable, Installed in Conduit (Item L-108)","L-108 - No. 12 AWG, 600V, Cable, Installed in Conduit",5720.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1160,23,0039,L-108,,"No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations",,"No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations (Item L-108)","L-108 - No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations",3765.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1161,23,0040,L-108,,Counterpoise Ground Rod,10-Ft Long,"Counterpoise Ground Rod, 10-Ft Long (Item L-108)",L-108 - Counterpoise Ground Rod,12.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1162,23,0041,L-110,,PVC Encased in Concrete in new Structural AC,2-Inch,2-Inch PVC Encased in Concrete in new Structural AC (Item L-110),L-110 - PVC Encased in Concrete in new Structural AC,1410.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1163,23,0042,L-110,,PVC in Existing Structural AC,2-Inch,2-Inch PVC in Existing Structural AC (Item L-110),L-110 - PVC in Existing Structural AC,100.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1164,23,0043,L-110,,PVC Direct Buried in Grass,2-Inch,2-Inch PVC Direct Buried in Grass (Item L-110),L-110 - PVC Direct Buried in Grass,155.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1165,23,0044,L-110,,PVC under New AC Shoulder,2-Inch,2-Inch PVC under New AC Shoulder (Item L-110),L-110 - PVC under New AC Shoulder,2815.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1166,23,0045,L-110,,IMC under New AC Shoulder,1.5-Inch,1.5-Inch IMC under New AC Shoulder (Item L-110),L-110 - IMC under New AC Shoulder,30.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1167,23,0046,265000,,General Electrical Removal,,General Electrical Removal (Section 265000),265000 - General Electrical Removal,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
1168,23,0047,265000,,Temporary Circuit Connection,,Temporary Circuit Connection (Section 265000),265000 - Temporary Circuit Connection,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
1169,23,0048,344300,,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer,,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300),344300 - Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer,31.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1170,23,0049,344300,,Install Elevated Runway Guard Light on Existing Base Can with PF Transformer,,Install Elevated Runway Guard Light on Existing Base Can with PF Transformer (Section 344300),344300 - Install Elevated Runway Guard Light on Existing Base Can with PF Transformer,1.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1171,23,0050,344300,,Install Elevated Red Stop Bar Light on Existing Base Can with PF Transformer,,Install Elevated Red Stop Bar Light on Existing Base Can with PF Transformer (Section 344300),344300 - Install Elevated Red Stop Bar Light on Existing Base Can with PF Transformer,1.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1172,23,0051,344300,,"Install Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",,"Install Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","344300 - Install Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",28.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1173,23,0052,344300,,"Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",,"Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","344300 - Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",38.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1174,23,0053,344300,,"Install Elevated Runway Guard Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",,"Install Elevated Runway Guard Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","344300 - Install Elevated Runway Guard Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",3.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1175,23,0054,344300,,"Install Elevated Red Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",,"Install Elevated Red Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","344300 - Install Elevated Red Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",3.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1176,23,0055,344300,,"Install In-Pavement Runway Guard/Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer",,"Install In-Pavement Runway Guard/Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer (Section 344300)","344300 - Install In-Pavement Runway Guard/Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer",14.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1177,23,0056,344300,,"Install PF Base Can, PF Extension, PF Flange Ring and PF Cover Plate",,"Install PF Base Can, PF Extension, PF Flange Ring and PF Cover Plate (Section 344300)","344300 - Install PF Base Can, PF Extension, PF Flange Ring and PF Cover Plate",4.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1178,23,0057,344301,,Adjust Existing Taxiway Centerline Light to New Finish Elevation,,Adjust Existing Taxiway Centerline Light to New Finish Elevation (Section 344301),344301 - Adjust Existing Taxiway Centerline Light to New Finish Elevation,39.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1179,23,0058,344301,,Adjust Existing In-Pavement Runway Guard/Stop Bar Light to New Finish Elevation,,Adjust Existing In-Pavement Runway Guard/Stop Bar Light to New Finish Elevation (Section 344301),344301 - Adjust Existing In-Pavement Runway Guard/Stop Bar Light to New Finish Elevation,13.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1180,23,0059,344302,,Sign A5-1,,Sign A5-1 (Section 344302),344302 - Sign A5-1,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1181,23,0060,344302,,Sign A5-6,,Sign A5-6 (Section 344302),344302 - Sign A5-6,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1182,23,0061,344302,,Sign A5-7,,Sign A5-7 (Section 344302),344302 - Sign A5-7,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1183,23,0062,344302,,Sign A5-8,,Sign A5-8 (Section 344302),344302 - Sign A5-8,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1184,23,0063,344302,,Sign A5-9,,Sign A5-9 (Section 344302),344302 - Sign A5-9,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1185,23,0064,344302,,Sign A6-2,,Sign A6-2 (Section 344302),344302 - Sign A6-2,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1186,23,0065,344302,,Sign A6-3,,Sign A6-3 (Section 344302),344302 - Sign A6-3,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1187,23,0066,344302,,Sign A6-9,,Sign A6-9 (Section 344302),344302 - Sign A6-9,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1188,23,0067,344302,,Sign A6-10,,Sign A6-10 (Section 344302),344302 - Sign A6-10,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1189,23,0068,344302,,Sign A6-11,,Sign A6-11 (Section 344302),344302 - Sign A6-11,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1190,23,0069,344302,,Sign A6-12,,Sign A6-12 (Section 344302),344302 - Sign A6-12,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1191,24,0001,012200,,Sweeper,,Sweeper (Section 012200),012200 - Sweeper,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1192,24,0001,C-105,,Mobilization,,Mobilization (Item C-105),C-105 - Mobilization,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1193,24,0002,012200,,Security Control Monitoring,,Security Control Monitoring (Section 012200),012200 - Security Control Monitoring,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1194,24,0002,P-101,,Cold Milling 3-Inch Depth,,Cold Milling 3-Inch Depth (Item P-101),P-101 - Cold Milling 3-Inch Depth,2389.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1195,24,0003,012200,,Traffic Control,,Traffic Control (Section 012200),012200 - Traffic Control,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1196,24,0003,P-603,,Emulsified Asphalt Tack Coat,,Emulsified Asphalt Tack Coat (Item P-603),P-603 - Emulsified Asphalt Tack Coat,170.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1197,24,0004,012200,,Escort,,Escort (Section 012200),012200 - Escort,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1198,24,0004,P-401,,Asphalt Surface Course,,Asphalt Surface Course (Item P-401),P-401 - Asphalt Surface Course,429.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1199,24,0005,015713,,Inlet Protection,,Inlet Protection (Section 015713),015713 - Inlet Protection,18.0,EACH,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1200,24,0005,P-620,,Marking,,Marking (Item P-620),P-620 - Marking,1537.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1201,24,0006,015713,,Trench Drain Protection,,Trench Drain Protection (Section 015713),015713 - Trench Drain Protection,153.0,LF,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1202,24,0006,P-620,,Reflective Media,,Reflective Media (Item P-620),P-620 - Reflective Media,47.0,LB,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1203,24,0007,015713,,Jet Blast Control Material,,Jet Blast Control Material (Section 015713),015713 - Jet Blast Control Material,0.3,ACRE,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1204,24,0007,P-620,,Surface Preparation,,Surface Preparation (Item P-620),P-620 - Surface Preparation,768.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1205,24,0008,015713,,Sediment Fence,,Sediment Fence (Section 015713),015713 - Sediment Fence,1620.0,LF,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1206,24,0008,026100,,Contaminated Material Excavation and Disposal,,Contaminated Material Excavation and Disposal (Section 026100),026100 - Contaminated Material Excavation and Disposal,290.0,TON,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,spec_demo_remediation
1207,24,0009,026100,,Contaminated Material Excavation and Disposal - Wasco Landfill,,Contaminated Material Excavation and Disposal - Wasco Landfill (Section 026100),026100 - Contaminated Material Excavation and Disposal - Wasco Landfill,500.0,TON,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,spec_demo_remediation
1208,24,0009,C-105,,Mobilization,,Mobilization (Item C-105),C-105 - Mobilization,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1209,24,0010,P-101,,Full - Depth Asphalt Pavement Removal,10 to 19 Inches),Full-Depth Asphalt Pavement Removal - 10 to 19 Inches) (Item P-101),P-101 - Full - Depth Asphalt Pavement Removal,16500.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1210,24,0011,P-101,,Cold Milling 3-Inch Depth,,Cold Milling 3-Inch Depth (Item P-101),P-101 - Cold Milling 3-Inch Depth,18000.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1211,24,0012,P-101,,Cold Milling Variable to 10-Inch Depth,,Cold Milling Variable to 10-Inch Depth (Item P-101),P-101 - Cold Milling Variable to 10-Inch Depth,2300.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1212,24,0013,P-101,,Cold Milling Surface Preparation,,Cold Milling Surface Preparation (Item P-101),P-101 - Cold Milling Surface Preparation,822.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1213,24,0014,P-101,,Removal of Pipe and Other Buried Structures,,Removal of Pipe and Other Buried Structures (Item P-101),P-101 - Removal of Pipe and Other Buried Structures,1.0,LS,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1214,24,0015,P-152,,Unclassified Excavation,,Unclassified Excavation (Item P-152),P-152 - Unclassified Excavation,5720.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1215,24,0016,P-152,,Existing Subgrade Stabilzation,,Existing Subgrade Stabilzation (Item P-152),P-152 - Existing Subgrade Stabilzation,500.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1216,24,0017,P-209,,Crushed Aggregate Base Course,,Crushed Aggregate Base Course (Item P-209),P-209 - Crushed Aggregate Base Course,6200.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1217,24,0018,P-209,,Separation Geotextile,,Separation Geotextile (Item P-209),P-209 - Separation Geotextile,15540.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1218,24,0019,P-401,,Asphalt Surface Course,,Asphalt Surface Course (Item P-401),P-401 - Asphalt Surface Course,7300.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1219,24,0020,P-403,,Asphalt Mixture Base Course,,Asphalt Mixture Base Course (Item P-403),P-403 - Asphalt Mixture Base Course,12100.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1220,24,0021,P-603,,Emulsified Asphalt Tack Coat,,Emulsified Asphalt Tack Coat (Item P-603),P-603 - Emulsified Asphalt Tack Coat,7940.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1221,24,0022,P-605,,Joint Sealing Filler,,Joint Sealing Filler (Item P-605),P-605 - Joint Sealing Filler,37.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1222,24,0023,P-606,,Adhesive Compound,,Adhesive Compound (Item P-606),P-606 - Adhesive Compound,63.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1223,24,0024,P-610,,Concrete,,Concrete (Item P-610),P-610 - Concrete,22.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1224,24,0025,P-620,,Surface Preparation,,Surface Preparation (Item P-620),P-620 - Surface Preparation,15260.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1225,24,0026,P-620,,Marking,,Marking (Item P-620),P-620 - Marking,38950.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1226,24,0027,P-620,,Reflective Media,,Reflective Media (Item P-620),P-620 - Reflective Media,1360.0,LB,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1227,24,0028,P-620,,Temporary Runway and Taxiway Marking,,Temporary Runway and Taxiway Marking (Item P-620),P-620 - Temporary Runway and Taxiway Marking,8250.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1228,24,0029,D-701,,Storm Sewer Pipe,12-Inch,12-Inch Storm Sewer Pipe (Item D-701),D-701 - Storm Sewer Pipe,413.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1229,24,0030,D-701,,Storm Sewer Pipe,15-Inch,15-Inch Storm Sewer Pipe (Item D-701),D-701 - Storm Sewer Pipe,265.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1230,24,0031,D-701,,Storm Sewer Pipe,18-Inch,18-Inch Storm Sewer Pipe (Item D-701),D-701 - Storm Sewer Pipe,162.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1231,24,0032,D-705,,Perforated Storm Sewer Pipe,6-Inch,6-Inch Perforated Storm Sewer Pipe (Item D-705),D-705 - Perforated Storm Sewer Pipe,520.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1232,24,0033,D-705,,Non - Perforated Pipe,6-Inch,6-Inch Non-Perforated Pipe (Item D-705),D-705 - Non - Perforated Pipe,50.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1233,24,0034,D-751,,Manholes,48-Inch,48-Inch Manholes (Item D-751),D-751 - Manholes,3.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1234,24,0035,D-751,,Manholes,60-Inch,60-Inch Manholes (Item D-751),D-751 - Manholes,1.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1235,24,0036,D-751,,Catch Basins,,Catch Basins (Item D-751),D-751 - Catch Basins,3.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1236,24,0037,D-751,,Underdrain Cleanout,,Underdrain Cleanout (Item D-751),D-751 - Underdrain Cleanout,4.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1237,24,0038,D-751,,Connect to Existing Catch Basin/Manhole,,Connect to Existing Catch Basin/Manhole (Item D-751),D-751 - Connect to Existing Catch Basin/Manhole,2.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
1238,24,0039,T-901,,Seeding,,Seeding (Item T-901),T-901 - Seeding,0.7,ACRE,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,spec_landscape
1239,24,0040,T-905,,Topsoil (Furnished from Off the Site),,Topsoil (Furnished from Off the Site) (Item T-905),T-905 - Topsoil (Furnished from Off the Site),550.0,CY,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,spec_landscape
1240,24,0041,L-108,,"No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit",,"No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit (Item L-108)","L-108 - No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit",7925.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1241,24,0042,L-108,,"No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations",,"No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations (Item L-108)","L-108 - No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations",1765.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1242,24,0043,L-108,,Counterpoise Ground Rod,10-Ft Long,"Counterpoise Ground Rod, 10-Ft Long (Item L-108)",L-108 - Counterpoise Ground Rod,7.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1243,24,0044,L-110,,PVC Encased in Concrete in New Structural AC,2-Inch,2-Inch PVC Encased in Concrete in New Structural AC (Item L-110),L-110 - PVC Encased in Concrete in New Structural AC,640.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1244,24,0045,L-110,,PVC in Existing Structural AC,2-Inch,2-Inch PVC in Existing Structural AC (Item L-110),L-110 - PVC in Existing Structural AC,660.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1245,24,0046,L-110,,PVC Direct Buried in Grass or under New AC Shoulder,2-Inch,2-Inch PVC Direct Buried in Grass or under New AC Shoulder (Item L-110),L-110 - PVC Direct Buried in Grass or under New AC Shoulder,585.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1246,24,0047,260500,,General Electrical Removal,,General Electrical Removal (Section 260500),260500 - General Electrical Removal,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
1247,24,0048,260500,,Temporary Circuit Connection,,Temporary Circuit Connection (Section 260500),260500 - Temporary Circuit Connection,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
1248,24,0049,344300,,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer,,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300),344300 - Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer,32.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1249,24,0050,344300,,Install Elevated Runway Guard Light on Existing Base Can with CF Transformer,,Install Elevated Runway Guard Light on Existing Base Can with CF Transformer (Section 344300),344300 - Install Elevated Runway Guard Light on Existing Base Can with CF Transformer,4.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1250,24,0051,344300,,Install Elevated Red Stop Bar Light on Existing Base Can with CF Transformer,,Install Elevated Red Stop Bar Light on Existing Base Can with CF Transformer (Section 344300),344300 - Install Elevated Red Stop Bar Light on Existing Base Can with CF Transformer,2.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1251,24,0052,344300,,Install In-Pavement Runway Guard Light on Existing Base Can with CF Transformer,,Install In-Pavement Runway Guard Light on Existing Base Can with CF Transformer (Section 344300),344300 - Install In-Pavement Runway Guard Light on Existing Base Can with CF Transformer,17.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1252,24,0053,344300,,Install In-Pavement Runway Guard/Stop Bar Light on Existing Base Can with CF Transformer,,Install In-Pavement Runway Guard/Stop Bar Light on Existing Base Can with CF Transformer (Section 344300),344300 - Install In-Pavement Runway Guard/Stop Bar Light on Existing Base Can with CF Transformer,13.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1253,24,0054,344300,,"Install Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer",,"Install Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer (Section 344300)","344300 - Install Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer",39.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1254,24,0055,344300,,"Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer",,"Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer (Section 344300)","344300 - Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer",6.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1255,24,0056,344300,,"Install PF Elevated Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer in Existing AC",,"Install PF Elevated Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer in Existing AC (Section 344300)","344300 - Install PF Elevated Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer in Existing AC",1.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1256,24,0057,344301,,Adjust Existing Taxiway Centerline Light to New Finish Elevation,,Adjust Existing Taxiway Centerline Light to New Finish Elevation (Section 344301),344301 - Adjust Existing Taxiway Centerline Light to New Finish Elevation,64.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1257,24,0058,344301,,Adjust Existing Base Can to New Finish Elevation,,Adjust Existing Base Can to New Finish Elevation (Section 344301),344301 - Adjust Existing Base Can to New Finish Elevation,5.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
1258,24,0059,344302,,Sign A6-7,,Sign A6-7 (Section 344302),344302 - Sign A6-7,1.0,EACH,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1259,24,0060,344302,,Sign EA-15,,Sign EA-15 (Section 344302),344302 - Sign EA-15,1.0,EACH,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1260,24,0061,344302,,Sign T-5,,Sign T-5 (Section 344302),344302 - Sign T-5,1.0,EACH,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
1261,25,0,UNCLASSIFIED,,0,,0,UNCLASSIFIED - 0,0.0,0,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
1262,25,0001,012200,,Sweeper,,Sweeper (Section 012200),012200 - Sweeper,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1263,25,0001,C-105,,Mobilization,,Mobilization (Item C-105),C-105 - Mobilization,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1264,25,0002,012200,,Work Zone and Traffic Control,,Work Zone and Traffic Control (Section 012200),012200 - Work Zone and Traffic Control,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
1265,25,0002,P-608,,Asphalt Surface Treatment,,Asphalt Surface Treatment (Item P-608),P-608 - Asphalt Surface Treatment,8600.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
1266,25,0003,C-105,,Mobilization,,Mobilization (Item C-105),C-105 - Mobilization,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
