item_id,project_id,line_no,item_group,item_subgroup,specification,pay_item_description,item_description_raw,item_label,pop_wbs_code,wbs_description,wbs_rule_id
693,12,0084,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign,Sign13R-1 (Section344302),Sign (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
694,12,0085,ELECTRICAL,AIRFIELD_SIGNAGE,344302,SignA,SignA-1 (Section344302),SignA (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
695,13,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,"Mobilization, Surveying, Cleanup, and Demobilization","Mobilization, Surveying, Cleanup, and Demobilization","Mobilization, Surveying, Cleanup, and Demobilization",1.7.Z10.015000,Temporary Facilities,temp_facilities
696,13,0002,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,Sweeper,Sweeper,Sweeper,1.7.Z10.015000,Temporary Facilities,temp_facilities
697,13,0003,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,Temporary Erosion and Sediment Control,Temporary Erosion and Sediment Control,Temporary Erosion and Sediment Control,1.3.G20.313200,Erosion Control,landscape_erosion_control
698,13,0004,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Contaminated Soil Excavation and Disposal,Contaminated Soil Excavation and Disposal,Contaminated Soil Excavation and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords
699,13,0005,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,Dewatering,Dewatering,Dewatering,1.3.G20.329200,Landscape Maintenance,landscape_default
700,13,0006,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Kennedy Feeder Point-of-Service Access Pad,Kennedy Feeder Point-of-Service Access Pad,Kennedy Feeder Point-of-Service Access Pad,,REVIEW_NEEDED,fallback_review
701,13,0007,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Kennedy Feeder Pad - Mount Switch,Kennedy Feeder Pad-Mount Switch,Kennedy Feeder Pad - Mount Switch,,REVIEW_NEEDED,fallback_review
702,13,0008,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Aircraft - Rated Electrical Vaults,Aircraft-Rated Electrical Vaults,Aircraft - Rated Electrical Vaults,,REVIEW_NEEDED,fallback_review
703,13,0009,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,H-20 Traffic - Rated Electrical Vaults,H-20 Traffic-Rated Electrical Vaults,H-20 Traffic - Rated Electrical Vaults,,REVIEW_NEEDED,fallback_review
704,13,0010,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Two 6-Inch Conduits by Directional Drilling Method,Two 6-Inch Conduits by Directional Drilling Method,Two 6-Inch Conduits by Directional Drilling Method,,REVIEW_NEEDED,fallback_review
705,13,0011,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Electrical Feeder Conductor Assembly,Electrical Feeder Conductor Assembly,Electrical Feeder Conductor Assembly,,REVIEW_NEEDED,fallback_review
706,13,0012,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Electrical Feeder Installation in Vaults,Electrical Feeder Installation in Vaults,Electrical Feeder Installation in Vaults,,REVIEW_NEEDED,fallback_review
707,13,0013,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Electrical Feeder Conductor Termination and Testing,Electrical Feeder Conductor Termination and Testing,Electrical Feeder Conductor Termination and Testing,,REVIEW_NEEDED,fallback_review
708,14,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,"Mobilization, Surveying, Cleanup, and Demobilization","Mobilization, Surveying, Cleanup, and Demobilization","Mobilization, Surveying, Cleanup, and Demobilization",1.7.Z10.015000,Temporary Facilities,temp_facilities
709,14,0002,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,Project Traffic Control,Project Traffic Control,Project Traffic Control,1.7.Z10.013500,Safety & Controls,temp_safety_controls
710,14,0003,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,Inlet Protection,Inlet Protection,Inlet Protection,1.3.G20.313200,Erosion Control,landscape_erosion_control
711,14,0004,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,Ditch Protection,Ditch Protection,Ditch Protection,1.3.G20.329200,Landscape Maintenance,landscape_default
712,14,0005,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,Clearing and Grubbing,Clearing and Grubbing,Clearing and Grubbing,1.3.G20.329200,Landscape Maintenance,landscape_default
713,14,0006,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Pavement Removal,Pavement Removal,Pavement Removal,1.3.G20.311000,Earthwork,site_earthwork_keywords
714,14,0007,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Asphalt Sawcut,Asphalt Sawcut,Asphalt Sawcut,,REVIEW_NEEDED,fallback_review
715,14,0008,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Curb Removal,Curb Removal,Curb Removal,1.3.G20.311000,Earthwork,site_earthwork_keywords
716,14,0009,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Asphalt Grinding Removal and Disposal,Asphalt Grinding Removal and Disposal,Asphalt Grinding Removal and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords
717,14,0010,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Common Excavation,Common Excavation,Common Excavation,1.3.G20.311000,Earthwork,site_earthwork_keywords
718,14,0011,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Embankment,Embankment,Embankment,,REVIEW_NEEDED,fallback_review
719,14,0012,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Unsuitable Excavation and Disposal,Unsuitable Excavation and Disposal,Unsuitable Excavation and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords
720,14,0013,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Encasement Over Existing Waterlin,Encasement Over Existing Waterlin,Encasement Over Existing Waterlin,,REVIEW_NEEDED,fallback_review
721,14,0014,PIPING_DRAINAGE,PIPING_UTILITY,UNCLASSIFIED,Remove and Reinstall 12-Inch Ductile Iron Pipe,Remove and Reinstall 12-Inch Ductile Iron Pipe,Remove and Reinstall 12-Inch Ductile Iron Pipe,1.4.G30.334000,Storm Sewer,drainage_misc
722,14,0015,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Electrical Bedding Material,Electrical Bedding Material,Electrical Bedding Material,,REVIEW_NEEDED,fallback_review
723,14,0016,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Trench Stabilization,Trench Stabilization,Trench Stabilization,1.3.G20.311000,Earthwork,site_earthwork_keywords
724,14,0017,PIPING_DRAINAGE,PIPING_UTILITY,UNCLASSIFIED,Ductile Iron Sewer Pipe,12-Inch Ductile Iron Sewer Pipe,Ductile Iron Sewer Pipe,1.4.G30.334000,Storm Sewer,drainage_misc
725,14,0018,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Connection to Existing Utility,Connection to Existing Utility,Connection to Existing Utility,,REVIEW_NEEDED,fallback_review
726,14,0019,PIPING_DRAINAGE,PIPING_UTILITY,UNCLASSIFIED,Catch Basin,Catch Basin,Catch Basin,1.4.G30.334000,Storm Sewer,drainage_misc
727,14,0020,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Standard 8-Inch Concrete Curb,Standard 8-Inch Concrete Curb,Standard 8-Inch Concrete Curb,,REVIEW_NEEDED,fallback_review
728,14,0021,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Monolithic Curb and Sidewalk,Monolithic Curb and Sidewalk,Monolithic Curb and Sidewalk,,REVIEW_NEEDED,fallback_review
729,14,0022,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Geotextile,Geotextile,Geotextile,,REVIEW_NEEDED,fallback_review
730,14,0023,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Aggregate Base Course,Aggregate Base Course,Aggregate Base Course,,REVIEW_NEEDED,fallback_review
731,14,0024,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Pavement Marking,Pavement Marking,Pavement Marking,,REVIEW_NEEDED,fallback_review
732,14,0025,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Blackout and Temporary Pavement Marking,Blackout and Temporary Pavement Marking,Blackout and Temporary Pavement Marking,,REVIEW_NEEDED,fallback_review
733,14,0026,ELECTRICAL,AIRFIELD_SIGNAGE,UNCLASSIFIED,Signage,Signage,Signage,1.5.D50.260500,Electrical Distribution,electrical_distribution
734,14,0027,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,UNCLASSIFIED,Fence Fabric Removal,Fence Fabric Removal,Fence Fabric Removal,,REVIEW_NEEDED,fallback_review
735,14,0028,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Chain - Link Slatted Fence Fabric,6-Foot Chain-Link Slatted Fence Fabric,Chain - Link Slatted Fence Fabric,,REVIEW_NEEDED,fallback_review
736,14,0029,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,Area Seeding,Area Seeding,Area Seeding,1.3.G20.329200,Landscape Maintenance,landscape_default
737,14,0030,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Electrical,Electrical,Electrical,,REVIEW_NEEDED,fallback_review
738,14,0031,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Level 3,"Level 3, 3/4-Inch Dense HMAC",Level 3,,REVIEW_NEEDED,fallback_review
739,14,0032,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Bollards,Bollards,Bollards,,REVIEW_NEEDED,fallback_review
740,15,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Security Control Monitoring,Security Control Monitoring (Section 012200),Security Control Monitoring (Section 012200),1.6.F10.281300,Access Control,temp_security_access_control
741,15,0002,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Traffic Control,Traffic Control (Section 012200),Traffic Control (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls
742,15,0003,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Sweeper,Sweeper (Section 012200),Sweeper (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities
743,15,0004,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Escort,Escort (Section 012200),Escort (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls
744,15,0005,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,015713,Inlet Protection,Inlet Protection (Section 015713),Inlet Protection (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities
745,15,0006,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,C-105,Mobilization,Mobilization (Item C-105),Mobilization (Item C-105),1.7.Z10.015000,Temporary Facilities,temp_facilities
746,15,0007,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Cold Millling,Cold Millling - 3-Inch Depth (Item P-101),Cold Millling (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
747,15,0008,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Cold Milling,Cold Milling - 6-Inch Depth (Item P-101),Cold Milling (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
748,15,0009,ROADWORK_PAVING,PAVING_EARTHWORK,P-401,Asphalt Surface Course,Asphalt Surface Course (Item P-401),Asphalt Surface Course (Item P-401),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
749,15,0010,ROADWORK_PAVING,PAVING_EARTHWORK,P-603,Emulsified Asphalt Tack Coat,Emulsified Asphalt Tack Coat (Item P-603),Emulsified Asphalt Tack Coat (Item P-603),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
750,15,0011,ROADWORK_PAVING,PAVING_EARTHWORK,P-605,Joint Sealing Filler,Joint Sealing Filler (Item P-605),Joint Sealing Filler (Item P-605),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
751,15,0012,ROADWORK_PAVING,PAVING_EARTHWORK,P-606,Adhesive Compound,Adhesive Compound (Item P-606),Adhesive Compound (Item P-606),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
752,15,0013,ROADWORK_PAVING,PAVING_EARTHWORK,P-610,Concrete,Concrete (Item P-610),Concrete (Item P-610),,REVIEW_NEEDED,fallback_review
753,15,0014,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Surface Preparation - Remarking,Surface Preparation - Remarking (Item P-620),Surface Preparation - Remarking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
754,15,0015,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Surface Preparation - Remove Existing Marking,Surface Preparation - Remove Existing Marking (Item P-620),Surface Preparation - Remove Existing Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
755,15,0016,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Marking,Marking (Item P-620),Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
756,15,0017,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Reflective Media,Reflective Media (Item P-620),Reflective Media (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
757,15,0018,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Temporary Runway and Taxiway Makrings,Temporary Runway and Taxiway Makrings (Item P-620),Temporary Runway and Taxiway Makrings (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
758,15,0019,ELECTRICAL,AIRFIELD_LIGHTING,L-108,"No. 8 AWG, 5kV, L-824, Type C Cable","No. 8 AWG, 5kV, L-824, Type C Cable (Item L-108)","No. 8 AWG, 5kV, L-824, Type C Cable (Item L-108)",1.5.D50.260519,Conductors,electrical_conductors_l108
759,15,0020,ELECTRICAL,AIRFIELD_LIGHTING,L-108,"No. 6 AWG, Solid, Bare Counterpoise Wire","No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)","No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)",1.5.D50.260519,Conductors,electrical_conductors_l108
760,15,0021,ELECTRICAL,AIRFIELD_LIGHTING,L-108,Counterpoise Ground Rod,Counterpoise Ground Rod (Item L-108),Counterpoise Ground Rod (Item L-108),1.5.D50.260519,Conductors,electrical_conductors_l108
761,15,0022,ELECTRICAL,AIRFIELD_LIGHTING,L-110,PVC encased in P-610 in Existing AC,2-Inch PVC encased in P-610 in Existing AC (Item L-110),PVC Encased in P-610 in Existing AC (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
762,15,0023,ELECTRICAL,POWER_DISTRIBUTION,260500,General Electrical Removal,General Electrical Removal (Section 260500),General Electrical Removal (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
763,15,0024,ELECTRICAL,POWER_DISTRIBUTION,260500,Temporary Circuit Connection,Temporary Circuit Connection (Section 260500),Temporary Circuit Connection (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
764,15,0025,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Reinstall Taxiway Centerline Light on CF Base Can, CF Extenstion, CF Flange Ring, and CF Transformer","Reinstall Taxiway Centerline Light on CF Base Can, CF Extenstion, CF Flange Ring, and CF Transformer (Section 344300)","Reinstall Taxiway Centerline Light on CF Base Can, CF Extenstion, CF Flange Ring, and CF Transformer (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
765,15,0026,ELECTRICAL,AIRFIELD_LIGHTING,344300,Reinstall Taxiway Centerline Light on Existing Base Can with CF Transformer,Reinstall Taxiway Centerline Light on Existing Base Can with CF Transformer (Section 344300),Reinstall Taxiway Centerline Light on Existing Base Can with CF Transformer (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
766,15,0027,ELECTRICAL,AIRFIELD_LIGHTING,344300,Reinstall Taxiway Edge Light on Existing Base Can with Existing Transformer,Reinstall Taxiway Edge Light on Existing Base Can with Existing Transformer (Section 344300),Reinstall Taxiway Edge Light on Existing Base Can with Existing Transformer (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
767,16,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,"Mobilization, Surveying, Cleanup, and Demobilization","Mobilization, Surveying, Cleanup, and Demobilization","Mobilization, Surveying, Cleanup, and Demobilization",1.7.Z10.015000,Temporary Facilities,temp_facilities
768,16,0002,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,Traffic Control,Traffic Control,Traffic Control,1.7.Z10.013500,Safety & Controls,temp_safety_controls
769,16,0003,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,Sweeper,Sweeper,Sweeper,1.7.Z10.015000,Temporary Facilities,temp_facilities
770,16,0004,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,Tree and Plant Protection,Tree and Plant Protection,Tree and Plant Protection,1.3.G20.329200,Landscape Maintenance,landscape_default
771,16,0005,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,"Temporary Erosion, Sediment, and Pollution Control","Temporary Erosion, Sediment, and Pollution Control","Temporary Erosion, Sediment, and Pollution Control",1.3.G20.313200,Erosion Control,landscape_erosion_control
772,16,0006,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,UNCLASSIFIED,Surfacings Removal,Surfacings Removal,Surfacings Removal,,REVIEW_NEEDED,fallback_review
773,16,0007,ELECTRICAL,AIRFIELD_SIGNAGE,UNCLASSIFIED,Signage,Signage,Signage,1.5.D50.260500,Electrical Distribution,electrical_distribution
774,16,0008,ELECTRICAL,AIRFIELD_LIGHTING,UNCLASSIFIED,PVC Conduit (Power),PVC Conduit (Power) - 6 Inch,PVC Conduit (Power),1.5.D50.260500,Electrical Distribution,electrical_distribution
775,16,0009,ELECTRICAL,AIRFIELD_LIGHTING,UNCLASSIFIED,PVC Conduit (Power),PVC Conduit (Power) - 4 Inch,PVC Conduit (Power),1.5.D50.260500,Electrical Distribution,electrical_distribution
776,16,0010,ELECTRICAL,AIRFIELD_LIGHTING,UNCLASSIFIED,PVC Conduit (Power),PVC Conduit (Power) - 3 Inch,PVC Conduit (Power),1.5.D50.260500,Electrical Distribution,electrical_distribution
777,16,0011,ELECTRICAL,AIRFIELD_LIGHTING,UNCLASSIFIED,PVC Conduit (Power),PVC Conduit (Power) - 2 Inch,PVC Conduit (Power),1.5.D50.260500,Electrical Distribution,electrical_distribution
778,16,0012,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,XHHW Conductor - #3 AWG (Power),XHHW Conductor - #3 AWG (Power),XHHW Conductor - #3 AWG (Power),,REVIEW_NEEDED,fallback_review
779,16,0013,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,XHHW Conductor - #6 AWG (Power),XHHW Conductor - #6 AWG (Power),XHHW Conductor - #6 AWG (Power),,REVIEW_NEEDED,fallback_review
780,16,0014,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,XHHW Conductor - #8 AWG (Power),XHHW Conductor - #8 AWG (Power),XHHW Conductor - #8 AWG (Power),,REVIEW_NEEDED,fallback_review
781,16,0015,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,XHHW Conductor - #10 AWG (Power),XHHW Conductor - #10 AWG (Power),XHHW Conductor - #10 AWG (Power),,REVIEW_NEEDED,fallback_review
782,16,0016,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,XHHW Conductor - #12 AWG (Power),XHHW Conductor - #12 AWG (Power),XHHW Conductor - #12 AWG (Power),,REVIEW_NEEDED,fallback_review
783,16,0017,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Electric Utility Meter Base - 200A Direct,Electric Utility Meter Base - 200A Direct,Electric Utility Meter Base - 200A Direct,,REVIEW_NEEDED,fallback_review
784,16,0018,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Metered Switchgear Installation,Metered Switchgear Installation,Metered Switchgear Installation,,REVIEW_NEEDED,fallback_review
785,16,0019,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Vault (Power) - 712-SWITCH - PCORP,Vault (Power) - 712-SWITCH-PCORP,Vault (Power) - 712-SWITCH - PCORP,,REVIEW_NEEDED,fallback_review
786,16,0020,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Vault (Power) - 575-TRANS - PCORP,Vault (Power) - 575-TRANS-PCORP,Vault (Power) - 575-TRANS - PCORP,,REVIEW_NEEDED,fallback_review
787,16,0021,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Vault (Power),Vault (Power) - 575-PCORP,Vault (Power),,REVIEW_NEEDED,fallback_review
788,16,0022,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Vault (Power) - 776-TRANS - PCORP,Vault (Power) - 776-TRANS-PCORP,Vault (Power) - 776-TRANS - PCORP,,REVIEW_NEEDED,fallback_review
789,16,0023,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Vault (Power) - 776-TRANS - PCORP (Traffic Rated),Vault (Power) - 776-TRANS-PCORP (Traffic Rated),Vault (Power) - 776-TRANS - PCORP (Traffic Rated),,REVIEW_NEEDED,fallback_review
790,16,0024,ELECTRICAL,AIRFIELD_LIGHTING,UNCLASSIFIED,PVC Conduit (Comm),PVC Conduit (Comm) - 4 Inch,PVC Conduit (Comm),1.5.D50.260500,Electrical Distribution,electrical_distribution
791,16,0025,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,"HDPE Interduct (Comm) - 1 1/4""","HDPE Interduct (Comm) - 1 1/4""","HDPE Interduct (Comm) - 1 1/4""",,REVIEW_NEEDED,fallback_review
792,16,0026,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Vault (Comm),Vault (Comm) - 444-LA,Vault (Comm),,REVIEW_NEEDED,fallback_review
793,16,0027,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Vault (Comm) - 444-LA (Traffic Rated),Vault (Comm) - 444-LA (Traffic Rated),Vault (Comm) - 444-LA (Traffic Rated),,REVIEW_NEEDED,fallback_review
794,16,0028,ELECTRICAL,AIRFIELD_LIGHTING,UNCLASSIFIED,"Demarcation Panel with Receptacles, Heater, and T-Stat","Demarcation Panel with Receptacles, Heater, and T-Stat","Demarcation Panel with Receptacles, Heater, and T-Stat",1.5.D50.260500,Electrical Distribution,electrical_distribution
795,16,0029,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,H-Frame Support,H-Frame Support,H-Frame Support,,REVIEW_NEEDED,fallback_review
796,16,0030,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Mini - Power Zone,Mini-Power Zone (10 KVA),Mini - Power Zone,,REVIEW_NEEDED,fallback_review
797,16,0031,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,"Panelboard - 480Y/277V, 100A, 3-Phase, NEMA 3R","Panelboard - 480Y/277V, 100A, 3-Phase, NEMA 3R","Panelboard - 480Y/277V, 100A, 3-Phase, NEMA 3R",,REVIEW_NEEDED,fallback_review
798,16,0032,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,"Panelboard - 240/120V, 100A, 1-Phase, NEMA 3R","Panelboard - 240/120V, 100A, 1-Phase, NEMA 3R","Panelboard - 240/120V, 100A, 1-Phase, NEMA 3R",,REVIEW_NEEDED,fallback_review
799,16,0033,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Electrical Demo (Existing ORANG),Electrical Demo (Existing ORANG),Electrical Demo (Existing ORANG),,REVIEW_NEEDED,fallback_review
800,16,0034,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,Clearing and Grubbing,Clearing and Grubbing,Clearing and Grubbing,1.3.G20.329200,Landscape Maintenance,landscape_default
801,16,0035,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Contaminated Soil Excavation and Disposal,Contaminated Soil Excavation and Disposal,Contaminated Soil Excavation and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords
802,16,0036,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Trench Excavation,Trench Excavation,Trench Excavation,1.3.G20.311000,Earthwork,site_earthwork_keywords
803,16,0037,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Trenchless Installation,Trenchless Installation,Trenchless Installation,,REVIEW_NEEDED,fallback_review
804,16,0038,PIPING_DRAINAGE,PIPING_UTILITY,UNCLASSIFIED,Bedding and Pipe Zone Material,Bedding and Pipe Zone Material,Bedding and Pipe Zone Material,1.4.G30.334000,Storm Sewer,drainage_misc
805,16,0039,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Trench Stabilization,Trench Stabilization,Trench Stabilization,1.3.G20.311000,Earthwork,site_earthwork_keywords
806,16,0040,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Level 3,"Level 3, 1/2-Inch Dense HMAC",Level 3,,REVIEW_NEEDED,fallback_review
807,16,0041,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Crack Seal,Crack Seal,Crack Seal,,REVIEW_NEEDED,fallback_review
808,16,0042,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Aggregate Base Course,Aggregate Base Course,Aggregate Base Course,,REVIEW_NEEDED,fallback_review
809,16,0043,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Reinforced Concrete Pad,Reinforced Concrete Pad,Reinforced Concrete Pad,,REVIEW_NEEDED,fallback_review
810,16,0044,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Cast - In-Place Concrete Curb,Cast-In-Place Concrete Curb,Cast - In-Place Concrete Curb,,REVIEW_NEEDED,fallback_review
811,16,0045,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Concrete Sidewalk,Concrete Sidewalk,Concrete Sidewalk,,REVIEW_NEEDED,fallback_review
812,16,0046,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Pavement Marking,Pavement Marking,Pavement Marking,,REVIEW_NEEDED,fallback_review
813,16,0047,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,One - Year Landscape Maintenance,One-Year Landscape Maintenance,One - Year Landscape Maintenance,1.3.G20.329200,Landscape Maintenance,landscape_maintenance
814,16,0048,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,UNCLASSIFIED,Area Seeding,Area Seeding,Area Seeding,1.3.G20.329200,Landscape Maintenance,landscape_default
815,16,0049,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,Mulch,Mulch,Mulch,,REVIEW_NEEDED,fallback_review
