project_ean,line_no,item_description_raw,specification,parsed_specs,pay_item_description,unit_code_norm,estimate_item,division,cost_code,cost_code_desc,catalog_item_description,needs_slicer,slicer_family,size_in,material_or_type,spec_family,match_method,match_confidence,mapping_status,needs_review
2015D147,0079,Riprap (Section 334100),334100,334100,Riprap,CY,,,,,,False,storm_sanitary_outside_catalog,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0080,"Stormwater Pump Station, Electrical Equipment Installation (Section 334213)",334213,334213,"Stormwater Pump Station, Electrical Equipment Installation",LS,,,,,,False,storm_sanitary_outside_catalog,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0081,Stormwater Valve Vault (Section 334213),334213,334213,Stormwater Valve Vault,LS,,,,,,False,storm_sanitary_outside_catalog,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0082,"Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC (Section 344300)",344300,344300,"Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC",EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0083,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer (Section 344300),344300,344300,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0084,Adjust Existing Elevated Runway Threshold Light (Section 344301),344301,344301,Adjust Existing Elevated Runway Threshold Light,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0085,Adjust Existing In-Pavement Runway Edge Light (Section 344301),344301,344301,Adjust Existing In-Pavement Runway Edge Light,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0086,Adjust Existing In-Pavement Stop Bar Light (Section 344301),344301,344301,Adjust Existing In-Pavement Stop Bar Light,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0087,Sign E6-6 (Section 344302),344302,344302,Sign E6-6,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0088,Sign E6-9 (Section 344302),344302,344302,Sign E6-9,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0089,Sign G-3 (Section 344302),344302,344302,Sign G-3,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0001,"Mobilization, Cleanup, and Demobilization (Section 012200)",012200,012200,"Mobilization, Cleanup, and Demobilization",LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0002,Sweeper (Section 012200),012200,012200,Sweeper,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0003,Security Control Monitoring (Section 012200),012200,012200,Security Control Monitoring,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0004,Work Zone and Traffic Control (Section 012200),012200,012200,Work Zone and Traffic Control,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0005,Escort (Section 012200),012200,012200,Escort,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0015,Contaminated Material Excavation and Disposal (Section 026100),026100,026100,Contaminated Material Excavation and Disposal,TON,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0017,3-Inch Diameter Brass Marker (Section 260553),260553,260553,Diameter Brass Marker,EACH,,,,,,False,electrical,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0023,Controlled Low-Strength Material (Item P-153),P-153,P-153,Controlled Low - Strength Material,CY,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0034,Adhesive Compound (Item P-606),P-606,P-606,Adhesive Compound,GAL,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0060,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)",L-108,L-108; L-824,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit",LF,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0061,"No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)",L-108,L-108,"No. 6 AWG, Solid, Bare Counterpoise Wire",LF,,,,,,False,cable_electrical_faa,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0062,"Counterpoise Ground Rod, 10-Foot Long (Item L-108)",L-108,L-108,Counterpoise Ground Rod,EACH,,,,,,False,cable_electrical_faa,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0063,2-Inch PVC (Item L-110),L-110,L-110,PVC,LF,,,,,,False,cable_electrical_faa,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0064,2-Inch GRSC (Item L-110),L-110,L-110,GRSC,LF,,,,,,False,cable_electrical_faa,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0065,1 1/2-Inch GRSC (Item L-110),L-110,L-110,1 1/2-Inch GRSC,LF,,,,,,False,cable_electrical_faa,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0066,General Electrical Removal (Section 260500),260500,260500,General Electrical Removal,LS,,,,,,False,electrical,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0067,Temporary Circuit Connection (Section 260500),260500,260500,Temporary Circuit Connection,LS,,,,,,False,electrical,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0068,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)",344300,344300,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC",EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0069,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC (Section 344300)",344300,344300,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC",EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0070,"Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)",344300,344300,"Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC",EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0071,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)",344300,344300,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC",EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0072,Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer (Section 344300),344300,344300,Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0073,Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC (Section 344300),344300,344300,Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0074,"Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC (Section 344300)",344300,344300,"Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC",EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0075,Sign V-2 (Section 344302),344302,344302,Sign V-2,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0076,Sign V-4 (Section 344302),344302,344302,Sign V-4,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0077,Sign V-6 (Section 344302),344302,344302,Sign V-6,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0078,Sign A4-6 (Section 344302),344302,344302,Sign A4-6,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0079,Sign A4-7 (Section 344302),344302,344302,Sign A4-7,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0080,Sign A4-9 (Section 344302),344302,344302,Sign A4-9,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0081,Sign A5-3 (Section 344302),344302,344302,Sign A5-3,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0082,Sign A5-4 (Section 344302),344302,344302,Sign A5-4,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0083,Sign V-5 (Section 344302),344302,344302,Sign V-5,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0084,Sign A4-13 (Section 344302),344302,344302,Sign A4-13,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0001,"Mobilization, Surveying, Cleanup, and Demobilization (Section 012200)",012200,012200,"Mobilization, Surveying, Cleanup, and Demobilization",LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0002,Sweeper (Section 012200),012200,012200,Sweeper,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0003,Security Control Monitoring (Section 012200),012200,012200,Security Control Monitoring,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0004,Work Zone and Traffic Control (Section 012200),012200,012200,Work Zone and Traffic Control,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0005,Escort (Section 012200),012200,012200,Escort,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0006,General Electrical Removal (Section 260500),260500,260500,General Electrical Removal,LS,,,,,,False,electrical,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0007,Temporary Circuit Connection (Section 260500),260500,260500,Temporary Circuit Connection,LS,,,,,,False,electrical,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0008,Ground Rod for Counterpoise (Section 260526),260526,260526,Ground Rod for Counterpoise,EACH,,,,,,False,electrical,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0009,3-Inch Diameter Brass Marker (Section 260553),260553,260553,Diameter Brass Marker,EACH,,,,,,False,electrical,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0010,Install PF Elevated Runway End Light with CF Transformer on Existing Light Base (Section 344300),344300,344300,Install PF Elevated Runway End Light with CF Transformer on Existing Light Base,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0011,Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),344300,344300,Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0012,Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),344300,344300,Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0013,Install PF Runway Centerline Light with CF Transformer on Existing Light Base (Section 344300),344300,344300,Install PF Runway Centerline Light with CF Transformer on Existing Light Base,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0014,Install PF In-Pavement Runway Threshold Light with CF Transformer on Existing Light Base (Section 344300),344300,344300,Install PF In-Pavement Runway Threshold Light with CF Transformer on Existing Light Base,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0015,Install PF Taxiway Centerline Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),344300,344300,Install PF Taxiway Centerline Light with PF Remote and CF Transformer on Existing Light Base,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0016,Install PF Red Elevated Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),344300,344300,Install PF Red Elevated Stop Bar Light with PF Remote and CF Transformer on Existing Light Base,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0017,Install PF Dual Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),344300,344300,Install PF Dual Stop Bar Light with PF Remote and CF Transformer on Existing Light Base,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D029,0018,Install PF In-Pavement Runway Guard Light with CF Transformer on Existing Light Base (Section 344300),344300,344300,Install PF In-Pavement Runway Guard Light with CF Transformer on Existing Light Base,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
