project_ean,line_no,item_description_raw,unit_code_raw,unit_code_norm,is_totals_row,specification,pay_item_description,raw_norm,pay_item_norm,text_blob_norm,estimate_item,match_method,match_confidence,needs_review,division,cost_code,catalog_unit,needs_slicer,slicer_family,catalog_notes,size_in,material_or_type,spec_family
2017D013,0008,Cold Milling - 3-Inch Maximum Depth (Item P-101),SY,SY,False,P-101,Cold Milling,COLD MILLING 3 INCH MAXIMUM DEPTH ITEM P 101,COLD MILLING,COLD MILLING 3 INCH MAXIMUM DEPTH ITEM P 101 COLD MILLING P 101,,unmapped,0.0,True,,,,False,,,,,
2017D013,0008,Trench Protection (Section 015713),LF,LF,False,015713,Trench Protection,TRENCH PROTECTION SECTION 015713,TRENCH PROTECTION,TRENCH PROTECTION SECTION 015713 TRENCH PROTECTION 015713,,unmapped,0.0,True,,,,False,,,,,
2017D013,0011,Runway and Taxiway Marking (Item P-620),SF,SF,False,P-620,Runway and Taxiway Marking,RUNWAY AND TAXIWAY MARKING ITEM P 620,RUNWAY AND TAXIWAY MARKING,RUNWAY AND TAXIWAY MARKING ITEM P 620 RUNWAY AND TAXIWAY MARKING P 620,,unmapped,0.0,True,,,,False,,,,,
2017D013,0013,Asphalt Pavement Removal - 3-Inch Depth (Item P-101),SY,SY,False,P-101,Asphalt Pavement Removal,ASPHALT PAVEMENT REMOVAL 3 INCH DEPTH ITEM P 101,ASPHALT PAVEMENT REMOVAL,ASPHALT PAVEMENT REMOVAL 3 INCH DEPTH ITEM P 101 ASPHALT PAVEMENT REMOVAL P 101,,unmapped,0.0,True,,,,False,,,,,
2017D013,0013,Preformed Markings (Item P-620),SF,SF,False,P-620,Preformed Markings,PREFORMED MARKINGS ITEM P 620,PREFORMED MARKINGS,PREFORMED MARKINGS ITEM P 620 PREFORMED MARKINGS P 620,,unmapped,0.0,True,,,,False,,,,,
2017D013,0014,Asphalt Pavement Removal - 6-Inch Depth (Item P-101),SY,SY,False,P-101,Asphalt Pavement Removal,ASPHALT PAVEMENT REMOVAL 6 INCH DEPTH ITEM P 101,ASPHALT PAVEMENT REMOVAL,ASPHALT PAVEMENT REMOVAL 6 INCH DEPTH ITEM P 101 ASPHALT PAVEMENT REMOVAL P 101,,unmapped,0.0,True,,,,False,,,,,
2017D013,0014,Phasing Pavement Marking (Item P-620),SF,SF,False,P-620,Phasing Pavement Marking,PHASING PAVEMENT MARKING ITEM P 620,PHASING PAVEMENT MARKING,PHASING PAVEMENT MARKING ITEM P 620 PHASING PAVEMENT MARKING P 620,,unmapped,0.0,True,,,,False,,,,,
2017D013,0015,Asphalt Pavement Removal - 9-Inch Depth (Item P-101),SY,SY,False,P-101,Asphalt Pavement Removal,ASPHALT PAVEMENT REMOVAL 9 INCH DEPTH ITEM P 101,ASPHALT PAVEMENT REMOVAL,ASPHALT PAVEMENT REMOVAL 9 INCH DEPTH ITEM P 101 ASPHALT PAVEMENT REMOVAL P 101,,unmapped,0.0,True,,,,False,,,,,
2017D013,0015,Contaminated Material Excavation and Disposal (Section 026100),Ton,TON,False,026100,Contaminated Material Excavation and Disposal,CONTAMINATED MATERIAL EXCAVATION AND DISPOSAL SECTION 026100,CONTAMINATED MATERIAL EXCAVATION AND DISPOSAL,CONTAMINATED MATERIAL EXCAVATION AND DISPOSAL SECTION 026100 CONTAMINATED MATERIAL EXCAVATION AND DISPOSAL 026100,,unmapped,0.0,True,,,,False,,,,,
2017D013,0016,Asphalt Pavement Removal - 12-Inch Depth (Item P-101),SY,SY,False,P-101,Asphalt Pavement Removal,ASPHALT PAVEMENT REMOVAL 12 INCH DEPTH ITEM P 101,ASPHALT PAVEMENT REMOVAL,ASPHALT PAVEMENT REMOVAL 12 INCH DEPTH ITEM P 101 ASPHALT PAVEMENT REMOVAL P 101,,unmapped,0.0,True,,,,False,,,,,
2017D013,0017,3-Inch Diameter Brass Marker (Section 260553),Each,EACH,False,260553,Diameter Brass Marker,3 INCH DIAMETER BRASS MARKER SECTION 260553,DIAMETER BRASS MARKER,3 INCH DIAMETER BRASS MARKER SECTION 260553 DIAMETER BRASS MARKER 260553,,unmapped,0.0,True,,,,False,,,,,
2017D013,0017,Asphalt Pavement Removal - 15-Inch Depth (Item P-101),SY,SY,False,P-101,Asphalt Pavement Removal,ASPHALT PAVEMENT REMOVAL 15 INCH DEPTH ITEM P 101,ASPHALT PAVEMENT REMOVAL,ASPHALT PAVEMENT REMOVAL 15 INCH DEPTH ITEM P 101 ASPHALT PAVEMENT REMOVAL P 101,,unmapped,0.0,True,,,,False,,,,,
2017D013,0018,Joint and Crack Repair (Item P-101),LF,LF,False,P-101,Joint and Crack Repair,JOINT AND CRACK REPAIR ITEM P 101,JOINT AND CRACK REPAIR,JOINT AND CRACK REPAIR ITEM P 101 JOINT AND CRACK REPAIR P 101,,unmapped,0.0,True,,,,False,,,,,
2017D013,0019,Cold Milling - 3-Inch Maximum Depth (Item P-101),SY,SY,False,P-101,Cold Milling,COLD MILLING 3 INCH MAXIMUM DEPTH ITEM P 101,COLD MILLING,COLD MILLING 3 INCH MAXIMUM DEPTH ITEM P 101 COLD MILLING P 101,,unmapped,0.0,True,,,,False,,,,,
2017D013,0023,Controlled Low-Strength Material (Item P-153),CY,CY,False,P-153,Controlled Low - Strength Material,CONTROLLED LOW STRENGTH MATERIAL ITEM P 153,CONTROLLED LOW STRENGTH MATERIAL,CONTROLLED LOW STRENGTH MATERIAL ITEM P 153 CONTROLLED LOW STRENGTH MATERIAL P 153,,unmapped,0.0,True,,,,False,,,,,
2017D013,0024,Subbase Course (Item P-154),CY,CY,False,P-154,Subbase Course,SUBBASE COURSE ITEM P 154,SUBBASE COURSE,SUBBASE COURSE ITEM P 154 SUBBASE COURSE P 154,,unmapped,0.0,True,,,,False,,,,,
2017D013,0025,Installation and Removal of Silt Fence (Item P-156),LF,LF,False,P-156,Installation and Removal of Silt Fence,INSTALLATION AND REMOVAL OF SILT FENCE ITEM P 156,INSTALLATION AND REMOVAL OF SILT FENCE,INSTALLATION AND REMOVAL OF SILT FENCE ITEM P 156 INSTALLATION AND REMOVAL OF SILT FENCE P 156,,unmapped,0.0,True,,,,False,,,,,
2017D013,0028,HMA Base Course (Item P-403),Ton,TON,False,P-403,HMA Base Course,HMA BASE COURSE ITEM P 403,HMA BASE COURSE,HMA BASE COURSE ITEM P 403 HMA BASE COURSE P 403,,unmapped,0.0,True,,,,False,,,,,
2017D013,0034,Adhesive Compound (Item P-606),Gal,GAL,False,P-606,Adhesive Compound,ADHESIVE COMPOUND ITEM P 606,ADHESIVE COMPOUND,ADHESIVE COMPOUND ITEM P 606 ADHESIVE COMPOUND P 606,,unmapped,0.0,True,,,,False,,,,,
2017D013,0036,Steel Reinforcement (Item P-610),LB,LB,False,P-610,Steel Reinforcement,STEEL REINFORCEMENT ITEM P 610,STEEL REINFORCEMENT,STEEL REINFORCEMENT ITEM P 610 STEEL REINFORCEMENT P 610,,unmapped,0.0,True,,,,False,,,,,
2017D013,0037,Runway and Taxiway Marking (Item P-620),SF,SF,False,P-620,Runway and Taxiway Marking,RUNWAY AND TAXIWAY MARKING ITEM P 620,RUNWAY AND TAXIWAY MARKING,RUNWAY AND TAXIWAY MARKING ITEM P 620 RUNWAY AND TAXIWAY MARKING P 620,,unmapped,0.0,True,,,,False,,,,,
2017D013,0039,Preformed Markings (Item P-620),SF,SF,False,P-620,Preformed Markings,PREFORMED MARKINGS ITEM P 620,PREFORMED MARKINGS,PREFORMED MARKINGS ITEM P 620 PREFORMED MARKINGS P 620,,unmapped,0.0,True,,,,False,,,,,
2017D013,0040,Phasing Pavement Marking (Item P-620),SF,SF,False,P-620,Phasing Pavement Marking,PHASING PAVEMENT MARKING ITEM P 620,PHASING PAVEMENT MARKING,PHASING PAVEMENT MARKING ITEM P 620 PHASING PAVEMENT MARKING P 620,,unmapped,0.0,True,,,,False,,,,,
2017D013,0041,4-Inch STS Pipe (Item D-701),LF,LF,False,D-701,STS Pipe,4 INCH STS PIPE ITEM D 701,STS PIPE,4 INCH STS PIPE ITEM D 701 STS PIPE D 701,,unmapped,0.0,True,,,,False,,,,,
2017D013,0042,6-Inch STS Pipe (Item D-701),LF,LF,False,D-701,STS Pipe,6 INCH STS PIPE ITEM D 701,STS PIPE,6 INCH STS PIPE ITEM D 701 STS PIPE D 701,,unmapped,0.0,True,,,,False,,,,,
2017D013,0043,12-Inch STS Pipe (Item D-701),LF,LF,False,D-701,STS Pipe,12 INCH STS PIPE ITEM D 701,STS PIPE,12 INCH STS PIPE ITEM D 701 STS PIPE D 701,,unmapped,0.0,True,,,,False,,,,,
2017D013,0044,24-Inch STS Pipe (Item D-701),LF,LF,False,D-701,STS Pipe,24 INCH STS PIPE ITEM D 701,STS PIPE,24 INCH STS PIPE ITEM D 701 STS PIPE D 701,,unmapped,0.0,True,,,,False,,,,,
2017D013,0045,30-Inch STS Pipe (Item D-701),LF,LF,False,D-701,STS Pipe,30 INCH STS PIPE ITEM D 701,STS PIPE,30 INCH STS PIPE ITEM D 701 STS PIPE D 701,,unmapped,0.0,True,,,,False,,,,,
2017D013,0046,48-Inch STS Pipe (Item D-701),LF,LF,False,D-701,STS Pipe,48 INCH STS PIPE ITEM D 701,STS PIPE,48 INCH STS PIPE ITEM D 701 STS PIPE D 701,,unmapped,0.0,True,,,,False,,,,,
2017D013,0047,6-Inch Perforated Pipe (Item D-705),LF,LF,False,D-705,Perforated Pipe,6 INCH PERFORATED PIPE ITEM D 705,PERFORATED PIPE,6 INCH PERFORATED PIPE ITEM D 705 PERFORATED PIPE D 705,,unmapped,0.0,True,,,,False,,,,,
2017D013,0052,Catch Basins (Item D-751),Each,EACH,False,D-751,Catch Basins,CATCH BASINS ITEM D 751,CATCH BASINS,CATCH BASINS ITEM D 751 CATCH BASINS D 751,,unmapped,0.0,True,,,,False,,,,,
2017D013,0053,Seeding (Item T-901),Acre,ACRE,False,T-901,Seeding,SEEDING ITEM T 901,SEEDING,SEEDING ITEM T 901 SEEDING T 901,,unmapped,0.0,True,,,,False,,,,,
2017D013,0056,Connection to Existing Storm Drainage System (Section 312300),Each,EACH,False,312300,Connection to Existing Storm Drainage System,CONNECTION TO EXISTING STORM DRAINAGE SYSTEM SECTION 312300,CONNECTION TO EXISTING STORM DRAINAGE SYSTEM,CONNECTION TO EXISTING STORM DRAINAGE SYSTEM SECTION 312300 CONNECTION TO EXISTING STORM DRAINAGE SYSTEM 312300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0058,Existing Electrical Vault (H-20 Rated) Extension to Finish Grade (Section 312300),Each,EACH,False,312300,Existing Electrical Vault (H-20 Rated) Extension to Finish Grade,EXISTING ELECTRICAL VAULT H 20 RATED EXTENSION TO FINISH GRADE SECTION 312300,EXISTING ELECTRICAL VAULT H 20 RATED EXTENSION TO FINISH GRADE,EXISTING ELECTRICAL VAULT H 20 RATED EXTENSION TO FINISH GRADE SECTION 312300 EXISTING ELECTRICAL VAULT H 20 RATED EXTENSION TO FINISH GRADE 312300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0059,Sanitary Sewer Wet Well Removal (Section 312300),Each,EACH,False,312300,Sanitary Sewer Wet Well Removal,SANITARY SEWER WET WELL REMOVAL SECTION 312300,SANITARY SEWER WET WELL REMOVAL,SANITARY SEWER WET WELL REMOVAL SECTION 312300 SANITARY SEWER WET WELL REMOVAL 312300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0060,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)",LF,LF,False,L-108,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit",NO 8 AWG 5 KV L 824 TYPE C CABLE INSTALLED IN TRENCH DUCT BANK OR CONDUIT ITEM L 108,NO 8 AWG 5 KV L 824 TYPE C CABLE INSTALLED IN TRENCH DUCT BANK OR CONDUIT,NO 8 AWG 5 KV L 824 TYPE C CABLE INSTALLED IN TRENCH DUCT BANK OR CONDUIT ITEM L 108 NO 8 AWG 5 KV L 824 TYPE C CABLE INSTALLED IN TRENCH DUCT BANK OR CONDUIT L 108,,unmapped,0.0,True,,,,False,,,,,
2017D013,0061,"No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)",LF,LF,False,L-108,"No. 6 AWG, Solid, Bare Counterpoise Wire",NO 6 AWG SOLID BARE COUNTERPOISE WIRE ITEM L 108,NO 6 AWG SOLID BARE COUNTERPOISE WIRE,NO 6 AWG SOLID BARE COUNTERPOISE WIRE ITEM L 108 NO 6 AWG SOLID BARE COUNTERPOISE WIRE L 108,,unmapped,0.0,True,,,,False,,,,,
2017D013,0062,"Counterpoise Ground Rod, 10-Foot Long (Item L-108)",Each,EACH,False,L-108,Counterpoise Ground Rod,COUNTERPOISE GROUND ROD 10 FOOT LONG ITEM L 108,COUNTERPOISE GROUND ROD,COUNTERPOISE GROUND ROD 10 FOOT LONG ITEM L 108 COUNTERPOISE GROUND ROD L 108,,unmapped,0.0,True,,,,False,,,,,
2017D013,0063,2-Inch PVC (Item L-110),LF,LF,False,L-110,PVC,2 INCH PVC ITEM L 110,PVC,2 INCH PVC ITEM L 110 PVC L 110,,unmapped,0.0,True,,,,False,,,,,
2017D013,0064,2-Inch GRSC (Item L-110),LF,LF,False,L-110,GRSC,2 INCH GRSC ITEM L 110,GRSC,2 INCH GRSC ITEM L 110 GRSC L 110,,unmapped,0.0,True,,,,False,,,,,
2017D013,0065,1 1/2-Inch GRSC (Item L-110),LF,LF,False,L-110,1 1/2-Inch GRSC,1 1 2 INCH GRSC ITEM L 110,1 1 2 INCH GRSC,1 1 2 INCH GRSC ITEM L 110 1 1 2 INCH GRSC L 110,,unmapped,0.0,True,,,,False,,,,,
2017D013,0066,General Electrical Removal (Section 260500),LS,LS,False,260500,General Electrical Removal,GENERAL ELECTRICAL REMOVAL SECTION 260500,GENERAL ELECTRICAL REMOVAL,GENERAL ELECTRICAL REMOVAL SECTION 260500 GENERAL ELECTRICAL REMOVAL 260500,,unmapped,0.0,True,,,,False,,,,,
2017D013,0067,Temporary Circuit Connection (Section 260500),LS,LS,False,260500,Temporary Circuit Connection,TEMPORARY CIRCUIT CONNECTION SECTION 260500,TEMPORARY CIRCUIT CONNECTION,TEMPORARY CIRCUIT CONNECTION SECTION 260500 TEMPORARY CIRCUIT CONNECTION 260500,,unmapped,0.0,True,,,,False,,,,,
2017D013,0068,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)",Each,EACH,False,344300,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC",REINSTALL ELEVATED TAXIWAY EDGE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC SECTION 344300,REINSTALL ELEVATED TAXIWAY EDGE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC,REINSTALL ELEVATED TAXIWAY EDGE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC SECTION 344300 REINSTALL ELEVATED TAXIWAY EDGE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC 344300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0069,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC (Section 344300)",Each,EACH,False,344300,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC",REINSTALL ELEVATED TAXIWAY EDGE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN EXISTING AC SECTION 344300,REINSTALL ELEVATED TAXIWAY EDGE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN EXISTING AC,REINSTALL ELEVATED TAXIWAY EDGE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN EXISTING AC SECTION 344300 REINSTALL ELEVATED TAXIWAY EDGE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN EXISTING AC 344300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0070,"Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)",Each,EACH,False,344300,"Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC",REINSTALL LED TAXIWAY CENTERLINE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC SECTION 344300,REINSTALL LED TAXIWAY CENTERLINE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC,REINSTALL LED TAXIWAY CENTERLINE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC SECTION 344300 REINSTALL LED TAXIWAY CENTERLINE LIGHT W PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC 344300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0071,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)",Each,EACH,False,344300,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC",INSTALL PF IN PAVEMENT TAXIWAY EDGE LIGHT ON PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC SECTION 344300,INSTALL PF IN PAVEMENT TAXIWAY EDGE LIGHT ON PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC,INSTALL PF IN PAVEMENT TAXIWAY EDGE LIGHT ON PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC SECTION 344300 INSTALL PF IN PAVEMENT TAXIWAY EDGE LIGHT ON PF BASE CAN PF EXTENSION PF FLANGE RING AND CF TRANSFORMER IN NEW AC 344300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0072,Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer (Section 344300),Each,EACH,False,344300,Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer,REINSTALL TAXIWAY EDGE LIGHT ON EXISTING BASE CAN WITH EXISTING ISOLATION TRANSFORMER SECTION 344300,REINSTALL TAXIWAY EDGE LIGHT ON EXISTING BASE CAN WITH EXISTING ISOLATION TRANSFORMER,REINSTALL TAXIWAY EDGE LIGHT ON EXISTING BASE CAN WITH EXISTING ISOLATION TRANSFORMER SECTION 344300 REINSTALL TAXIWAY EDGE LIGHT ON EXISTING BASE CAN WITH EXISTING ISOLATION TRANSFORMER 344300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0073,Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC (Section 344300),Each,EACH,False,344300,Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC,REINSTALL TAXIWAY CENTERLINE LIGHT ON EXISTING BASE CAN W EXISTING TRANSFORMER IN EXISTING AC SECTION 344300,REINSTALL TAXIWAY CENTERLINE LIGHT ON EXISTING BASE CAN W EXISTING TRANSFORMER IN EXISTING AC,REINSTALL TAXIWAY CENTERLINE LIGHT ON EXISTING BASE CAN W EXISTING TRANSFORMER IN EXISTING AC SECTION 344300 REINSTALL TAXIWAY CENTERLINE LIGHT ON EXISTING BASE CAN W EXISTING TRANSFORMER IN EXISTING AC 344300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0074,"Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC (Section 344300)",Each,EACH,False,344300,"Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC",REINSTALL TAXIWAY CENTERLINE LIGHT ON EXISTING BASE CAN W PF EXTENSION PF FLANGE RING AND EXISTING TRANSFORMER IN NEW AC SECTION 344300,REINSTALL TAXIWAY CENTERLINE LIGHT ON EXISTING BASE CAN W PF EXTENSION PF FLANGE RING AND EXISTING TRANSFORMER IN NEW AC,REINSTALL TAXIWAY CENTERLINE LIGHT ON EXISTING BASE CAN W PF EXTENSION PF FLANGE RING AND EXISTING TRANSFORMER IN NEW AC SECTION 344300 REINSTALL TAXIWAY CENTERLINE LIGHT ON EXISTING BASE CAN W PF EXTENSION PF FLANGE RING AND EXISTING TRANSFORMER IN NEW AC 344300,,unmapped,0.0,True,,,,False,,,,,
2017D013,0075,Sign V-2 (Section 344302),LS,LS,False,344302,Sign V-2,SIGN V 2 SECTION 344302,SIGN V 2,SIGN V 2 SECTION 344302 SIGN V 2 344302,,unmapped,0.0,True,,,,False,,,,,
2017D013,0076,Sign V-4 (Section 344302),LS,LS,False,344302,Sign V-4,SIGN V 4 SECTION 344302,SIGN V 4,SIGN V 4 SECTION 344302 SIGN V 4 344302,,unmapped,0.0,True,,,,False,,,,,
2017D013,0077,Sign V-6 (Section 344302),LS,LS,False,344302,Sign V-6,SIGN V 6 SECTION 344302,SIGN V 6,SIGN V 6 SECTION 344302 SIGN V 6 344302,,unmapped,0.0,True,,,,False,,,,,
2017D013,0078,Sign A4-6 (Section 344302),LS,LS,False,344302,Sign A4-6,SIGN A4 6 SECTION 344302,SIGN A4 6,SIGN A4 6 SECTION 344302 SIGN A4 6 344302,,unmapped,0.0,True,,,,False,,,,,
2017D013,0079,Sign A4-7 (Section 344302),LS,LS,False,344302,Sign A4-7,SIGN A4 7 SECTION 344302,SIGN A4 7,SIGN A4 7 SECTION 344302 SIGN A4 7 344302,,unmapped,0.0,True,,,,False,,,,,
2017D013,0080,Sign A4-9 (Section 344302),LS,LS,False,344302,Sign A4-9,SIGN A4 9 SECTION 344302,SIGN A4 9,SIGN A4 9 SECTION 344302 SIGN A4 9 344302,,unmapped,0.0,True,,,,False,,,,,
2017D013,0081,Sign A5-3 (Section 344302),LS,LS,False,344302,Sign A5-3,SIGN A5 3 SECTION 344302,SIGN A5 3,SIGN A5 3 SECTION 344302 SIGN A5 3 344302,,unmapped,0.0,True,,,,False,,,,,
2017D013,0082,Sign A5-4 (Section 344302),LS,LS,False,344302,Sign A5-4,SIGN A5 4 SECTION 344302,SIGN A5 4,SIGN A5 4 SECTION 344302 SIGN A5 4 344302,,unmapped,0.0,True,,,,False,,,,,
2017D013,0083,Sign V-5 (Section 344302),LS,LS,False,344302,Sign V-5,SIGN V 5 SECTION 344302,SIGN V 5,SIGN V 5 SECTION 344302 SIGN V 5 344302,,unmapped,0.0,True,,,,False,,,,,
2017D013,0084,Sign A4-13 (Section 344302),LS,LS,False,344302,Sign A4-13,SIGN A4 13 SECTION 344302,SIGN A4 13,SIGN A4 13 SECTION 344302 SIGN A4 13 344302,,unmapped,0.0,True,,,,False,,,,,
2017D029,0006,General Electrical Removal (Section 260500),LS,LS,False,260500,General Electrical Removal,GENERAL ELECTRICAL REMOVAL SECTION 260500,GENERAL ELECTRICAL REMOVAL,GENERAL ELECTRICAL REMOVAL SECTION 260500 GENERAL ELECTRICAL REMOVAL 260500,,unmapped,0.0,True,,,,False,,,,,
2017D029,0007,Temporary Circuit Connection (Section 260500),LS,LS,False,260500,Temporary Circuit Connection,TEMPORARY CIRCUIT CONNECTION SECTION 260500,TEMPORARY CIRCUIT CONNECTION,TEMPORARY CIRCUIT CONNECTION SECTION 260500 TEMPORARY CIRCUIT CONNECTION 260500,,unmapped,0.0,True,,,,False,,,,,
2017D029,0008,Ground Rod for Counterpoise (Section 260526),Each,EACH,False,260526,Ground Rod for Counterpoise,GROUND ROD FOR COUNTERPOISE SECTION 260526,GROUND ROD FOR COUNTERPOISE,GROUND ROD FOR COUNTERPOISE SECTION 260526 GROUND ROD FOR COUNTERPOISE 260526,,unmapped,0.0,True,,,,False,,,,,
2017D029,0009,3-Inch Diameter Brass Marker (Section 260553),Each,EACH,False,260553,Diameter Brass Marker,3 INCH DIAMETER BRASS MARKER SECTION 260553,DIAMETER BRASS MARKER,3 INCH DIAMETER BRASS MARKER SECTION 260553 DIAMETER BRASS MARKER 260553,,unmapped,0.0,True,,,,False,,,,,
2017D029,0010,Install PF Elevated Runway End Light with CF Transformer on Existing Light Base (Section 344300),Each,EACH,False,344300,Install PF Elevated Runway End Light with CF Transformer on Existing Light Base,INSTALL PF ELEVATED RUNWAY END LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE SECTION 344300,INSTALL PF ELEVATED RUNWAY END LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE,INSTALL PF ELEVATED RUNWAY END LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE SECTION 344300 INSTALL PF ELEVATED RUNWAY END LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE 344300,,unmapped,0.0,True,,,,False,,,,,
2017D029,0011,Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),Each,EACH,False,344300,Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base,INSTALL PF ELEVATED RUNWAY EDGE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE SECTION 344300,INSTALL PF ELEVATED RUNWAY EDGE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE,INSTALL PF ELEVATED RUNWAY EDGE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE SECTION 344300 INSTALL PF ELEVATED RUNWAY EDGE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE 344300,,unmapped,0.0,True,,,,False,,,,,
2017D029,0012,Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),Each,EACH,False,344300,Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base,INSTALL PF IN PAVEMENT RUNWAY EDGE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE SECTION 344300,INSTALL PF IN PAVEMENT RUNWAY EDGE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE,INSTALL PF IN PAVEMENT RUNWAY EDGE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE SECTION 344300 INSTALL PF IN PAVEMENT RUNWAY EDGE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE 344300,,unmapped,0.0,True,,,,False,,,,,
2017D029,0013,Install PF Runway Centerline Light with CF Transformer on Existing Light Base (Section 344300),Each,EACH,False,344300,Install PF Runway Centerline Light with CF Transformer on Existing Light Base,INSTALL PF RUNWAY CENTERLINE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE SECTION 344300,INSTALL PF RUNWAY CENTERLINE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE,INSTALL PF RUNWAY CENTERLINE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE SECTION 344300 INSTALL PF RUNWAY CENTERLINE LIGHT WITH CF TRANSFORMER ON EXISTING LIGHT BASE 344300,,unmapped,0.0,True,,,,False,,,,,
