project_ean,line_no,item_description_raw,specification,parsed_specs,pay_item_description,unit_code_norm,estimate_item,division,cost_code,cost_code_desc,catalog_item_description,needs_slicer,slicer_family,size_in,material_or_type,spec_family,match_method,match_confidence,mapping_status,needs_review
2015D147,0083,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer (Section 344300),344300,344300,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0084,Adjust Existing Elevated Runway Threshold Light (Section 344301),344301,344301,Adjust Existing Elevated Runway Threshold Light,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0085,Adjust Existing In-Pavement Runway Edge Light (Section 344301),344301,344301,Adjust Existing In-Pavement Runway Edge Light,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0086,Adjust Existing In-Pavement Stop Bar Light (Section 344301),344301,344301,Adjust Existing In-Pavement Stop Bar Light,EACH,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0087,Sign E6-6 (Section 344302),344302,344302,Sign E6-6,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0088,Sign E6-9 (Section 344302),344302,344302,Sign E6-9,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2015D147,0089,Sign G-3 (Section 344302),344302,344302,Sign G-3,LS,,,,,,False,airfield_lighting,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2016D015,0001,"Mobilization, Cleanup, and Demobilization",UNCLASSIFIED,,"Mobilization, Cleanup, and Demobilization",LS,015000 Mobilization & Demobilization,01 General Requirements,015000,MobilizationandDemobilization,Mobilization & Demobilization,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0002,Sweeper,UNCLASSIFIED,,Sweeper,LS,,,,,,False,,,,,fuzzy_token_set,66.67,unmapped,True
2016D015,0003,Security Control Monitoring,UNCLASSIFIED,,Security Control Monitoring,LS,013500 Security Control Monitoring,01 General Requirements,013500,SecurityControl,Security Control Monitoring,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0004,Escort,UNCLASSIFIED,,Escort,LS,013501 Escort,01 General Requirements,013501,Escort,Escort,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0005,Construction Survey,UNCLASSIFIED,,Construction Survey,LS,nan Construction Survey,01 General Requirements,nan,nan,Construction Survey,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0006,Sediment Fence,UNCLASSIFIED,,Sediment Fence,LF,015713 Sediment Fence,01 General Requirements,015713,"TemporaryErosion,Sediment,andPollutionControl",Sediment Fence,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0007,Inlet Protection,UNCLASSIFIED,,Inlet Protection,EACH,015713 Inlet Protection,01 General Requirements,015713,"TemporaryErosion,Sediment,andPollutionControl",Inlet Protection,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0008,Stabilized Construction Entrance,UNCLASSIFIED,,Stabilized Construction Entrance,EACH,015713 Construction Entrance,01 General Requirements,015713,"TemporaryErosion,Sediment,andPollutionControl",Construction Entrance,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0009,Pavement Removal,UNCLASSIFIED,,Pavement Removal,CY,321723 Pavement Marking Removal,32 Exterior Improvements,321723,PavementMarkings,Pavement Marking Removal,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0010,Common Excavation,UNCLASSIFIED,,Common Excavation,CY,312000 Common Excavation,31 Earthwork,312000,SiteClearingandEarthwork,Common Excavation,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0011,Unsuitable Excavation and Disposal,UNCLASSIFIED,,Unsuitable Excavation and Disposal,CY,312000 Unsuitable Excavation,31 Earthwork,312000,SiteClearingandEarthwork,Unsuitable Excavation,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0012,Contaminated Soil Excavation and Disposal,UNCLASSIFIED,,Contaminated Soil Excavation and Disposal,CY,,,,,,False,,,,,fuzzy_token_set,74.07,unmapped,True
2016D015,0013,Trench Stabilization,UNCLASSIFIED,,Trench Stabilization,CY,312300 Trench Stabilization,31 Earthwork,312300,"Trenching,Backfilling,andCompacting",Trench Stabilization,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0014,Geotextile,UNCLASSIFIED,,Geotextile,SY,320500 Geotextile,32 Exterior Improvements,320500,CommonWorkResultsforExteriorImprovements,Geotextile,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0015,Aggregate Base Course,UNCLASSIFIED,,Aggregate Base Course,CY,321123 Aggregate Base Course,32 Exterior Improvements,321123,AggregateBaseCourse,Aggregate Base Course,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0016,"Removal of Existing Storm Pipe, Manholes, Pumps, Valves, Hangers, Vaults, and Brackets",UNCLASSIFIED,,"Removal of Existing Storm Pipe, Manholes, Pumps, Valves, Hangers, Vaults, and Brackets",LS,,,,,,False,,,,,fuzzy_token_set,66.67,unmapped,True
2016D015,0017,Removal of Existing Lid from Stormwater Treatment Vault,UNCLASSIFIED,,Removal of Existing Lid from Stormwater Treatment Vault,LS,,,,,,False,,,,,fuzzy_token_set,68.97,unmapped,True
2016D015,0018,Modifications to Existing Wet Well,UNCLASSIFIED,,Modifications to Existing Wet Well,LS,,,,,,False,,,,,fuzzy_token_set,60.27,unmapped,True
2016D015,0019,Adjustment of Existing Structures (H-20 Rated Vaults),UNCLASSIFIED,,Adjustment of Existing Structures (H-20 Rated Vaults),EACH,,,,,,False,,,,,fuzzy_token_set,64.1,unmapped,True
2016D015,0020,24-Inch Storm Sewer (Force Main) Pipe,UNCLASSIFIED,,Storm Sewer (Force Main) Pipe,LF,,,,,,False,,,,,fuzzy_token_set,50.0,unmapped,True
2016D015,0021,12-Inch Storm Sewer Pipe,UNCLASSIFIED,,Storm Sewer Pipe,LF,,,,,,False,,,,,fuzzy_token_set,50.0,unmapped,True
2016D015,0022,15-Inch Storm Sewer Pipe,UNCLASSIFIED,,Storm Sewer Pipe,LF,,,,,,False,,,,,fuzzy_token_set,50.0,unmapped,True
2016D015,0023,21-Inch Storm Sewer Pipe,UNCLASSIFIED,,Storm Sewer Pipe,LF,,,,,,False,,,,,fuzzy_token_set,50.0,unmapped,True
2016D015,0024,21-Inch Storm Sewer Pipe (RCP),UNCLASSIFIED,,Storm Sewer Pipe (RCP),LF,,,,,,False,,,,,fuzzy_token_set,50.0,unmapped,True
2016D015,0025,24-Inch Storm Sewer Pipe,UNCLASSIFIED,,Storm Sewer Pipe,LF,,,,,,False,,,,,fuzzy_token_set,50.0,unmapped,True
2016D015,0026,48-Inch Manhole,UNCLASSIFIED,,Manhole,EACH,"330516 48-Inch Manhole, Type A",33 Utilities,330516,UtilityStructures,"48-Inch Manhole, Type A",True,standard_slicer,48,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0027,60-Inch Manhole,UNCLASSIFIED,,Manhole,EACH,"330516 48-Inch Manhole, Type A",33 Utilities,330516,UtilityStructures,"48-Inch Manhole, Type A",True,standard_slicer,60,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0028,72-Inch Manhole,UNCLASSIFIED,,Manhole,EACH,"330516 48-Inch Manhole, Type A",33 Utilities,330516,UtilityStructures,"48-Inch Manhole, Type A",True,standard_slicer,72,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D015,0029,72-Inch Corrugated Metal Riser,UNCLASSIFIED,,Corrugated Metal Riser,EACH,,,,,,False,,,,,fuzzy_token_set,51.61,unmapped,True
2016D015,0030,Stormwater Pump Station,UNCLASSIFIED,,Stormwater Pump Station,LS,,,,,,False,,,,,fuzzy_token_set,68.97,unmapped,True
2016D015,0031,Stormwater Treatment Vaults,UNCLASSIFIED,,Stormwater Treatment Vaults,EACH,,,,,,False,,,,,fuzzy_token_set,69.57,unmapped,True
2016D015,0032,Stormwater Treatment Vault Cover,UNCLASSIFIED,,Stormwater Treatment Vault Cover,SF,,,,,,False,,,,,fuzzy_token_set,68.97,unmapped,True
2016D015,0033,Hand Rail,UNCLASSIFIED,,Hand Rail,LF,,,,,,False,,,,,fuzzy_token_set,58.33,unmapped,True
2016D015,0034,Concrete Wall Removal,UNCLASSIFIED,,Concrete Wall Removal,LF,,,,,,False,,,,,fuzzy_token_set,65.12,unmapped,True
2016D015,0035,Concrete Curb Removal,UNCLASSIFIED,,Concrete Curb Removal,LF,,,,,,False,,,,,fuzzy_token_set,65.12,unmapped,True
2016D015,0036,Bollard,UNCLASSIFIED,,Bollard,EACH,,,,,,False,,,,,fuzzy_token_set,46.15,unmapped,True
2016D015,0037,Area Seeding,UNCLASSIFIED,,Area Seeding,ACRE,,,,,,False,,,,,fuzzy_token_set,66.67,unmapped,True
2016D015,0038,Electrical Modifications,UNCLASSIFIED,,Electrical Modifications,LS,,,,,,False,,,,,fuzzy_token_set,58.82,unmapped,True
2016D18,0001,"Mobilization, Cleanup, and Demobilization",UNCLASSIFIED,,"Mobilization, Cleanup, and Demobilization",LS,015000 Mobilization & Demobilization,01 General Requirements,015000,MobilizationandDemobilization,Mobilization & Demobilization,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0002,Sweeper,UNCLASSIFIED,,Sweeper,LS,,,,,,False,,,,,fuzzy_token_set,66.67,unmapped,True
2016D18,0003,Work Zone Traffic Control,UNCLASSIFIED,,Work Zone Traffic Control,LS,015001 Work Zone and Traffic Control,01 General Requirements,015001,TrafficControl,Work Zone and Traffic Control,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0004,Construction Survey,UNCLASSIFIED,,Construction Survey,LS,nan Construction Survey,01 General Requirements,nan,nan,Construction Survey,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0005,Inlet Protection,UNCLASSIFIED,,Inlet Protection,EACH,015713 Inlet Protection,01 General Requirements,015713,"TemporaryErosion,Sediment,andPollutionControl",Inlet Protection,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0006,Cold Plane Pavement Removal (0-3 Inch Maximum),UNCLASSIFIED,,Cold Plane Pavement Removal,SY,,,,,,False,,,,,fuzzy_token_set,80.0,unmapped,True
2016D18,0007,Cold Plane Pavement Removal (3-5 Inch Maximum),UNCLASSIFIED,,Cold Plane Pavement Removal,SY,,,,,,False,,,,,fuzzy_token_set,80.0,unmapped,True
2016D18,0008,Pavement Removal,UNCLASSIFIED,,Pavement Removal,CY,321723 Pavement Marking Removal,32 Exterior Improvements,321723,PavementMarkings,Pavement Marking Removal,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0009,Common Excavation,UNCLASSIFIED,,Common Excavation,CY,312000 Common Excavation,31 Earthwork,312000,SiteClearingandEarthwork,Common Excavation,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0010,Unsuitable Excavation and Disposal,UNCLASSIFIED,,Unsuitable Excavation and Disposal,CY,312000 Unsuitable Excavation,31 Earthwork,312000,SiteClearingandEarthwork,Unsuitable Excavation,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0011,Contaminated Soil Excavation and Disposal,UNCLASSIFIED,,Contaminated Soil Excavation and Disposal,CY,,,,,,False,,,,,fuzzy_token_set,74.07,unmapped,True
2016D18,0012,Geotextile,UNCLASSIFIED,,Geotextile,SY,320500 Geotextile,32 Exterior Improvements,320500,CommonWorkResultsforExteriorImprovements,Geotextile,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0013,Aggregate Base Course,UNCLASSIFIED,,Aggregate Base Course,CY,321123 Aggregate Base Course,32 Exterior Improvements,321123,AggregateBaseCourse,Aggregate Base Course,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0014,Utility Adjustments to Grade,UNCLASSIFIED,,Utility Adjustments to Grade,EACH,,,,,,False,,,,,fuzzy_token_set,65.45,unmapped,True
2016D18,0015,"Pavement Marking, Thermoplastic",UNCLASSIFIED,,"Pavement Marking, Thermoplastic",SF,560620 Preformed Thermoplastic Airport Pavement Marking,56 Miscellaneous FAA,560620,Runway and Taxiway Painting (P-620),Preformed Thermoplastic Airport Pavement Marking,True,standard_slicer,,,FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0016,"Pavement Marking, Painted",UNCLASSIFIED,,"Pavement Marking, Painted",SF,,,,,,False,,,,,fuzzy_token_set,83.33,unmapped,True
2016D18,0017,"Pavement Marking, Temporary",UNCLASSIFIED,,"Pavement Marking, Temporary",SF,321723 Temporary Pavement Marking,32 Exterior Improvements,321723,PavementMarkings,Temporary Pavement Marking,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2016D18,0018,Vehicle Detection Loops,UNCLASSIFIED,,Vehicle Detection Loops,LS,,,,,,False,,,,,fuzzy_token_set,50.0,unmapped,True
2016D18,0019,"Level 3, 1/2-Inch Dense HMAC",UNCLASSIFIED,,Level 3,TON,,,,,,False,,,,,fuzzy_token_set,54.55,unmapped,True
2017D013,0001,"Mobilization, Cleanup, and Demobilization (Section 012200)",012200,012200,"Mobilization, Cleanup, and Demobilization",LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0002,Sweeper (Section 012200),012200,012200,Sweeper,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0003,Security Control Monitoring (Section 012200),012200,012200,Security Control Monitoring,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0004,Work Zone and Traffic Control (Section 012200),012200,012200,Work Zone and Traffic Control,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0005,Escort (Section 012200),012200,012200,Escort,LS,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0006,Inlet Protection (Section 015713),015713,015713,Inlet Protection,EACH,015713 Inlet Protection,01 General Requirements,015713,"TemporaryErosion,Sediment,andPollutionControl",Inlet Protection,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0006,Jet Blast Control Material (Section 015713),015713,015713,Jet Blast Control Material,ACRE,015713 Misc Erosion Control,01 General Requirements,015713,"TemporaryErosion,Sediment,andPollutionControl",Misc Erosion Control,True,standard_slicer,,,NON_FAA,spec_pool_overlap_fallback,52.17,mapped,True
2017D013,0007,Construction Survey (Item GP-50),UNCLASSIFIED,,Construction Survey (Item GP-50),LS,nan Construction Survey,01 General Requirements,nan,nan,Construction Survey,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0007,Inlet Protection (Section 015713),015713,015713,Inlet Protection,EACH,015713 Inlet Protection,01 General Requirements,015713,"TemporaryErosion,Sediment,andPollutionControl",Inlet Protection,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0008,Cold Milling - 3-Inch Maximum Depth (Item P-101),P-101,P-101,Cold Milling,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,3,,FAA,spec_pool_overlap_fallback,73.68,mapped,True
2017D013,0008,Trench Protection (Section 015713),015713,015713,Trench Protection,LF,015713 Inlet Protection,01 General Requirements,015713,"TemporaryErosion,Sediment,andPollutionControl",Inlet Protection,True,standard_slicer,,,NON_FAA,fuzzy_token_set,76.92,mapped,False
2017D013,0009,Bituminous Surface Course (Item P-401),P-401,P-401,Bituminous Surface Course,TON,540401 Asphalt Concrete Surface Course,54 Flexible Surface Courses FAA,540401,(Superpave™) Plant Mix Bituminous Pavements (P-401sp),Asphalt Concrete Surface Course,True,standard_slicer,,AC,FAA,spec_pool_singleton_fallback,71.79,mapped,True
2017D013,0009,Construction Survey (Item GP-50),UNCLASSIFIED,,Construction Survey (Item GP-50),LS,nan Construction Survey,01 General Requirements,nan,nan,Construction Survey,True,standard_slicer,,,NON_FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0010,Bituminous Tack Coat (Item P-603),P-603,P-603,Bituminous Tack Coat,GAL,560603 Bituminous Tack Coat,56 Miscellaneous FAA,560603,Bituminous Tack Coat (P-603),Bituminous Tack Coat,True,standard_slicer,,AC,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0010,PCC Pavement Removal - 3-Inch Depth (Item P-101),P-101,P-101,PCC Pavement Removal,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,3,PCC,FAA,spec_pool_overlap_fallback,60.38,mapped,True
2017D013,0011,PCC Pavement Removal - 4-Inch Depth (Item P-101),P-101,P-101,PCC Pavement Removal,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,4,PCC,FAA,spec_pool_overlap_fallback,60.38,mapped,True
2017D013,0011,Runway and Taxiway Marking (Item P-620),P-620,P-620,Runway and Taxiway Marking,SF,560620 Initial Pavement Marking,56 Miscellaneous FAA,560620,Runway and Taxiway Painting (P-620),Initial Pavement Marking,True,standard_slicer,,,FAA,spec_pool_overlap_fallback,57.69,mapped,True
2017D013,0012,PCC Pavement Removal - 16-Inch Depth (Item P-101),P-101,P-101,PCC Pavement Removal,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,16,PCC,FAA,spec_pool_overlap_fallback,60.38,mapped,True
2017D013,0012,Reflective Media (Item P-620),P-620,P-620,Reflective Media,LB,560620 Reflective Media,56 Miscellaneous FAA,560620,Runway and Taxiway Painting (P-620),Reflective Media,True,standard_slicer,,,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0013,Asphalt Pavement Removal - 3-Inch Depth (Item P-101),P-101,P-101,Asphalt Pavement Removal,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,3,ASPHALT,FAA,fuzzy_token_set,80.0,mapped,False
2017D013,0013,Preformed Markings (Item P-620),P-620,P-620,Preformed Markings,SF,560620 Preformed Thermoplastic Airport Pavement Marking,56 Miscellaneous FAA,560620,Runway and Taxiway Painting (P-620),Preformed Thermoplastic Airport Pavement Marking,True,standard_slicer,,,FAA,spec_pool_overlap_fallback,66.67,mapped,True
2017D013,0014,Asphalt Pavement Removal - 6-Inch Depth (Item P-101),P-101,P-101,Asphalt Pavement Removal,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,6,ASPHALT,FAA,fuzzy_token_set,80.0,mapped,False
2017D013,0014,Phasing Pavement Marking (Item P-620),P-620,P-620,Phasing Pavement Marking,SF,560620 Initial Pavement Marking,56 Miscellaneous FAA,560620,Runway and Taxiway Painting (P-620),Initial Pavement Marking,True,standard_slicer,,,FAA,fuzzy_token_set,80.0,mapped,False
2017D013,0015,Asphalt Pavement Removal - 9-Inch Depth (Item P-101),P-101,P-101,Asphalt Pavement Removal,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,9,ASPHALT,FAA,fuzzy_token_set,80.0,mapped,False
2017D013,0015,Contaminated Material Excavation and Disposal (Section 026100),026100,026100,Contaminated Material Excavation and Disposal,TON,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0016,Asphalt Pavement Removal - 12-Inch Depth (Item P-101),P-101,P-101,Asphalt Pavement Removal,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,12,ASPHALT,FAA,fuzzy_token_set,80.0,mapped,False
2017D013,0016,Modifications to Existing Pump Station A and Deicing Valve Vault (Section 312300),312300,312300,Modifications to Existing Pump Station A and Deicing Valve Vault,LS,312300 Trench Stabilization,31 Earthwork,312300,"Trenching,Backfilling,andCompacting",Trench Stabilization,True,standard_slicer,,,NON_FAA,spec_pool_overlap_fallback,34.34,mapped,True
2017D013,0017,3-Inch Diameter Brass Marker (Section 260553),260553,260553,Diameter Brass Marker,EACH,,,,,,False,electrical,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0017,Asphalt Pavement Removal - 15-Inch Depth (Item P-101),P-101,P-101,Asphalt Pavement Removal,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,15,ASPHALT,FAA,fuzzy_token_set,80.0,mapped,False
2017D013,0018,Joint and Crack Repair (Item P-101),P-101,P-101,Joint and Crack Repair,LF,510101 Joint and Crack Repair,51 Earthwork FAA,510101,Surface Preparation (P-101),Joint and Crack Repair,True,standard_slicer,,AC,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0019,Cold Milling - 3-Inch Maximum Depth (Item P-101),P-101,P-101,Cold Milling,SY,510101 Asphalt Concrete Pavement Milling,51 Earthwork FAA,510101,Surface Preparation (P-101),Asphalt Concrete Pavement Milling,True,standard_slicer,3,,FAA,spec_pool_overlap_fallback,73.68,mapped,True
2017D013,0020,Unclassified Excavation (Item P-152),P-152,P-152,Unclassified Excavation,CY,510152 Unclassified Excavation,51 Earthwork FAA,510152,Excavation and Embankment (P-152),Unclassified Excavation,True,standard_slicer,,,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0021,Unsuitable Excavation (Item P-152),P-152,P-152,Unsuitable Excavation,CY,510152 Unsuitable Excavation,51 Earthwork FAA,510152,Excavation and Embankment (P-152),Unsuitable Excavation,True,standard_slicer,,,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0022,Geotextile (Item P-152),P-152,P-152,Geotextile,SY,510152 Geotextile,51 Earthwork FAA,510152,Excavation and Embankment (P-152),Geotextile,True,standard_slicer,,,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0023,Controlled Low-Strength Material (Item P-153),P-153,P-153,Controlled Low - Strength Material,CY,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0024,Subbase Course (Item P-154),P-154,P-154,Subbase Course,CY,510154 Subbase Course,51 Earthwork FAA,510154,Subbase Course (P-154),Subbase Course,True,standard_slicer,,,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0025,Installation and Removal of Silt Fence (Item P-156),P-156,P-156,Installation and Removal of Silt Fence,LF,510156 Sediment Fence,51 Earthwork FAA,510156,"Temporary Air & Water Pollution, Soil Erosion, & Siltation Control (P-156)",Sediment Fence,True,standard_slicer,,,FAA,spec_pool_overlap_fallback,52.63,mapped,True
2017D013,0026,Crushed Aggregate Base Course (Item P-209),P-209,P-209,Crushed Aggregate Base Course,CY,520209 Crushed Aggregate Base Course,52 Flexible Base Courses FAA,520209,Crushed Aggregate Base Course (P-209),Crushed Aggregate Base Course,True,standard_slicer,,,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0027,Bituminous Surface Course (Item P-401),P-401,P-401,Bituminous Surface Course,TON,540401 Asphalt Concrete Surface Course,54 Flexible Surface Courses FAA,540401,(Superpave™) Plant Mix Bituminous Pavements (P-401sp),Asphalt Concrete Surface Course,True,standard_slicer,,AC,FAA,spec_pool_singleton_fallback,71.79,mapped,True
2017D013,0028,HMA Base Course (Item P-403),P-403,P-403,HMA Base Course,TON,540403 Bituminous Base Course,54 Flexible Surface Courses FAA,540403,(Superpave™) Plant Mix Bituminous Bases (P-403sp),Bituminous Base Course,True,standard_slicer,,HMA,FAA,fuzzy_token_set,84.62,mapped,False
2017D013,0029,Portland Cement Concrete Pavement (Item P-501),P-501,P-501,Portland Cement Concrete Pavement,SY,550501 0'' Portland Cement Contrete Pavement,55 Rigid Pavement FAA,550501,Portland Cement Concrete Pavement (P-501),0'' Portland Cement Contrete Pavement,True,pcc,,PCC,FAA,fuzzy_token_set,94.12,mapped,False
2017D013,0030,Bituminous Prime Coat (Item P-602),P-602,P-602,Bituminous Prime Coat,GAL,560602 Bituminous Prime Coat,56 Miscellaneous FAA,560602,Bituminous Prime Coat (P-602),Bituminous Prime Coat,True,standard_slicer,,BITUMINOUS,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0031,Bituminous Tack Coat (Item P-603),P-603,P-603,Bituminous Tack Coat,GAL,560603 Bituminous Tack Coat,56 Miscellaneous FAA,560603,Bituminous Tack Coat (P-603),Bituminous Tack Coat,True,standard_slicer,,AC,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0032,Compression Joint Seals for Concrete Pavement (Item P-604),P-604,P-604,Compression Joint Seals for Concrete Pavement,LF,560604 Compression Joint Seal,56 Miscellaneous FAA,560604,Compression Joint Seals for Concrete Pavements (Regional) (P-604),Compression Joint Seal,True,standard_slicer,,CONCRETE,FAA,fuzzy_token_set,87.18,mapped,False
2017D013,0033,Joint Sealing Filler (Item P-605),P-605,P-605,Joint Sealing Filler,GAL,560605 PCC/AC Joint Seal,56 Miscellaneous FAA,560605,Joint Sealing Filler (P-605),PCC/AC Joint Seal,True,standard_slicer,,,FAA,spec_pool_singleton_fallback,59.46,mapped,True
2017D013,0034,Adhesive Compound (Item P-606),P-606,P-606,Adhesive Compound,GAL,,,,,,False,out_of_catalog_scope,,,UNKNOWN,spec_scope_filter,0.0,out_of_catalog_scope,False
2017D013,0035,Structural Portland Cement Concrete (Item P-610),P-610,P-610,Structural Portland Cement Concrete,CY,560610 Structural Portland Cement Concrete,56 Miscellaneous FAA,560610,Structural Portland Cement Concrete (P-610),Structural Portland Cement Concrete,True,standard_slicer,,PCC,FAA,fuzzy_token_set,100.0,mapped,False
2017D013,0036,Steel Reinforcement (Item P-610),P-610,P-610,Steel Reinforcement,LB,560610 Structural Portland Cement Concrete,56 Miscellaneous FAA,560610,Structural Portland Cement Concrete (P-610),Structural Portland Cement Concrete,True,standard_slicer,,,FAA,spec_pool_singleton_fallback,40.74,mapped,True
2017D013,0037,Runway and Taxiway Marking (Item P-620),P-620,P-620,Runway and Taxiway Marking,SF,560620 Initial Pavement Marking,56 Miscellaneous FAA,560620,Runway and Taxiway Painting (P-620),Initial Pavement Marking,True,standard_slicer,,,FAA,spec_pool_overlap_fallback,57.69,mapped,True
2017D013,0038,Reflective Media (Item P-620),P-620,P-620,Reflective Media,LB,560620 Reflective Media,56 Miscellaneous FAA,560620,Runway and Taxiway Painting (P-620),Reflective Media,True,standard_slicer,,,FAA,fuzzy_token_set,100.0,mapped,False
