project_id,bid_schedule_id,pay_item_id,bidder_id,line_no,quantity,unit_code,unit_price,total_price,total_price_calc,source_sheet,row_index,parse_confidence
2813578467267,247919761799643,98944171314065,87291211230064,0001,1.0,LS,170000.0,170000.0,170000.0,Bid Tabulation,8,0.95
2813578467267,247919761799643,98944171314065,146948468913677,0001,1.0,LS,150000.0,150000.0,150000.0,Bid Tabulation,8,0.95
2813578467267,247919761799643,98944171314065,37638004524146,0001,1.0,LS,152000.0,152000.0,152000.0,Bid Tabulation,8,0.95
2813578467267,247919761799643,98944171314065,274266078181820,0001,1.0,LS,216000.0,216000.0,216000.0,Bid Tabulation,8,0.95
2813578467267,247919761799643,199516175385612,87291211230064,0002,1.0,LS,90000.0,90000.0,90000.0,Bid Tabulation,9,0.95
2813578467267,247919761799643,199516175385612,146948468913677,0002,1.0,LS,200000.0,200000.0,200000.0,Bid Tabulation,9,0.95
2813578467267,247919761799643,199516175385612,37638004524146,0002,1.0,LS,135000.0,135000.0,135000.0,Bid Tabulation,9,0.95
2813578467267,247919761799643,199516175385612,274266078181820,0002,1.0,LS,162000.0,162000.0,162000.0,Bid Tabulation,9,0.95
2813578467267,247919761799643,7135208083859,87291211230064,0003,1.0,LS,170000.0,170000.0,170000.0,Bid Tabulation,10,0.95
2813578467267,247919761799643,7135208083859,146948468913677,0003,1.0,LS,75000.0,75000.0,75000.0,Bid Tabulation,10,0.95
2813578467267,247919761799643,7135208083859,37638004524146,0003,1.0,LS,25000.0,25000.0,25000.0,Bid Tabulation,10,0.95
2813578467267,247919761799643,7135208083859,274266078181820,0003,1.0,LS,50000.0,50000.0,50000.0,Bid Tabulation,10,0.95
2813578467267,247919761799643,103187092087863,87291211230064,0004,12.0,EACH,250.0,3000.0,3000.0,Bid Tabulation,11,0.95
2813578467267,247919761799643,103187092087863,146948468913677,0004,12.0,EACH,95.0,1140.0,1140.0,Bid Tabulation,11,0.95
2813578467267,247919761799643,103187092087863,37638004524146,0004,12.0,EACH,88.0,1056.0,1056.0,Bid Tabulation,11,0.95
2813578467267,247919761799643,103187092087863,274266078181820,0004,12.0,EACH,100.0,1200.0,1200.0,Bid Tabulation,11,0.95
2813578467267,247919761799643,233365916616088,87291211230064,0005,1.0,LS,20000.0,20000.0,20000.0,Bid Tabulation,12,0.95
2813578467267,247919761799643,233365916616088,146948468913677,0005,1.0,LS,20000.0,20000.0,20000.0,Bid Tabulation,12,0.95
2813578467267,247919761799643,233365916616088,37638004524146,0005,1.0,LS,33500.0,33500.0,33500.0,Bid Tabulation,12,0.95
2813578467267,247919761799643,233365916616088,274266078181820,0005,1.0,LS,90000.0,90000.0,90000.0,Bid Tabulation,12,0.95
2813578467267,247919761799643,14771453430639,87291211230064,0006,6.0,EACH,500.0,3000.0,3000.0,Bid Tabulation,13,0.95
2813578467267,247919761799643,14771453430639,146948468913677,0006,6.0,EACH,750.0,4500.0,4500.0,Bid Tabulation,13,0.95
2813578467267,247919761799643,14771453430639,37638004524146,0006,6.0,EACH,485.0,2910.0,2910.0,Bid Tabulation,13,0.95
2813578467267,247919761799643,14771453430639,274266078181820,0006,6.0,EACH,500.0,3000.0,3000.0,Bid Tabulation,13,0.95
2813578467267,247919761799643,211448483169348,87291211230064,0007,100.0,LF,4.0,400.0,400.0,Bid Tabulation,14,0.95
2813578467267,247919761799643,211448483169348,146948468913677,0007,100.0,LF,4.0,400.0,400.0,Bid Tabulation,14,0.95
2813578467267,247919761799643,211448483169348,37638004524146,0007,100.0,LF,8.5,850.0,850.0,Bid Tabulation,14,0.95
2813578467267,247919761799643,211448483169348,274266078181820,0007,100.0,LF,2.5,250.0,250.0,Bid Tabulation,14,0.95
2813578467267,247919761799643,32922512890701,87291211230064,0008,14.0,EACH,70.0,980.0,980.0,Bid Tabulation,15,0.95
2813578467267,247919761799643,32922512890701,146948468913677,0008,14.0,EACH,110.0,1540.0,1540.0,Bid Tabulation,15,0.95
2813578467267,247919761799643,32922512890701,37638004524146,0008,14.0,EACH,100.0,1400.0,1400.0,Bid Tabulation,15,0.95
2813578467267,247919761799643,32922512890701,274266078181820,0008,14.0,EACH,135.0,1890.0,1890.0,Bid Tabulation,15,0.95
2813578467267,247919761799643,207698990750303,87291211230064,0009,5000.0,LF,3.75,18750.0,18750.0,Bid Tabulation,16,0.95
2813578467267,247919761799643,207698990750303,146948468913677,0009,5000.0,LF,3.75,18750.0,18750.0,Bid Tabulation,16,0.95
2813578467267,247919761799643,207698990750303,37638004524146,0009,5000.0,LF,3.9,19500.0,19500.0,Bid Tabulation,16,0.95
2813578467267,247919761799643,207698990750303,274266078181820,0009,5000.0,LF,4.5,22500.0,22500.0,Bid Tabulation,16,0.95
2813578467267,247919761799643,88439424763570,87291211230064,0010,1.0,ACRE,9500.0,9500.0,9500.0,Bid Tabulation,17,0.95
2813578467267,247919761799643,88439424763570,146948468913677,0010,1.0,ACRE,8200.0,8200.0,8200.0,Bid Tabulation,17,0.95
2813578467267,247919761799643,88439424763570,37638004524146,0010,1.0,ACRE,8400.0,8400.0,8400.0,Bid Tabulation,17,0.95
2813578467267,247919761799643,88439424763570,274266078181820,0010,1.0,ACRE,5400.0,5400.0,5400.0,Bid Tabulation,17,0.95
2813578467267,247919761799643,78438813585939,87291211230064,0011,13.0,EACH,90.0,1170.0,1170.0,Bid Tabulation,18,0.95
2813578467267,247919761799643,78438813585939,146948468913677,0011,13.0,EACH,160.0,2080.0,2080.0,Bid Tabulation,18,0.95
2813578467267,247919761799643,78438813585939,37638004524146,0011,13.0,EACH,85.0,1105.0,1105.0,Bid Tabulation,18,0.95
2813578467267,247919761799643,78438813585939,274266078181820,0011,13.0,EACH,540.0,7020.0,7020.0,Bid Tabulation,18,0.95
2813578467267,247919761799643,181954246863273,87291211230064,0012,3.0,EACH,3150.0,9450.0,9450.0,Bid Tabulation,19,0.95
2813578467267,247919761799643,181954246863273,146948468913677,0012,3.0,EACH,4100.0,12300.0,12300.0,Bid Tabulation,19,0.95
2813578467267,247919761799643,181954246863273,37638004524146,0012,3.0,EACH,3000.0,9000.0,9000.0,Bid Tabulation,19,0.95
2813578467267,247919761799643,181954246863273,274266078181820,0012,3.0,EACH,10800.0,32400.0,32400.0,Bid Tabulation,19,0.95
2813578467267,247919761799643,268077471263343,87291211230064,0013,300.0,SY,9.0,2700.0,2700.0,Bid Tabulation,20,0.95
2813578467267,247919761799643,268077471263343,146948468913677,0013,300.0,SY,9.0,2700.0,2700.0,Bid Tabulation,20,0.95
2813578467267,247919761799643,268077471263343,37638004524146,0013,300.0,SY,9.2,2760.0,2760.0,Bid Tabulation,20,0.95
2813578467267,247919761799643,268077471263343,274266078181820,0013,300.0,SY,3.0,900.0,900.0,Bid Tabulation,20,0.95
2813578467267,247919761799643,205846188772868,87291211230064,0014,7800.0,LF,3.5,27300.0,27300.0,Bid Tabulation,21,0.95
2813578467267,247919761799643,205846188772868,146948468913677,0014,7800.0,LF,3.5,27300.0,27300.0,Bid Tabulation,21,0.95
2813578467267,247919761799643,205846188772868,37638004524146,0014,7800.0,LF,3.6,28080.0,28080.0,Bid Tabulation,21,0.95
2813578467267,247919761799643,205846188772868,274266078181820,0014,7800.0,LF,5.5,42900.0,42900.0,Bid Tabulation,21,0.95
2813578467267,247919761799643,28858699310850,87291211230064,0015,1.0,LS,890000.0,890000.0,890000.0,Bid Tabulation,22,0.95
2813578467267,247919761799643,28858699310850,146948468913677,0015,1.0,LS,857490.0,857490.0,857490.0,Bid Tabulation,22,0.95
2813578467267,247919761799643,28858699310850,37638004524146,0015,1.0,LS,850000.0,850000.0,850000.0,Bid Tabulation,22,0.95
2813578467267,247919761799643,28858699310850,274266078181820,0015,1.0,LS,991313.0,991313.0,991313.0,Bid Tabulation,22,0.95
2813578467267,247919761799643,181271674845001,87291211230064,0016,7900.0,SY,3.75,29625.0,29625.0,Bid Tabulation,23,0.95
2813578467267,247919761799643,181271674845001,146948468913677,0016,7900.0,SY,3.0,23700.0,23700.0,Bid Tabulation,23,0.95
2813578467267,247919761799643,181271674845001,37638004524146,0016,7900.0,SY,3.2,25280.0,25280.0,Bid Tabulation,23,0.95
2813578467267,247919761799643,181271674845001,274266078181820,0016,7900.0,SY,5.5,43450.0,43450.0,Bid Tabulation,23,0.95
2813578467267,247919761799643,37167806306144,87291211230064,0017,4100.0,SY,5.0,20500.0,20500.0,Bid Tabulation,24,0.95
2813578467267,247919761799643,37167806306144,146948468913677,0017,4100.0,SY,5.0,20500.0,20500.0,Bid Tabulation,24,0.95
2813578467267,247919761799643,37167806306144,37638004524146,0017,4100.0,SY,3.8,15580.0,15580.0,Bid Tabulation,24,0.95
2813578467267,247919761799643,37167806306144,274266078181820,0017,4100.0,SY,6.5,26650.0,26650.0,Bid Tabulation,24,0.95
2813578467267,247919761799643,240371306584019,87291211230064,0018,4200.0,SY,9.5,39900.0,39900.0,Bid Tabulation,25,0.95
2813578467267,247919761799643,240371306584019,146948468913677,0018,4200.0,SY,9.0,37800.0,37800.0,Bid Tabulation,25,0.95
2813578467267,247919761799643,240371306584019,37638004524146,0018,4200.0,SY,9.25,38850.0,38850.0,Bid Tabulation,25,0.95
2813578467267,247919761799643,240371306584019,274266078181820,0018,4200.0,SY,8.75,36750.0,36750.0,Bid Tabulation,25,0.95
2813578467267,247919761799643,33030867104742,87291211230064,0019,4900.0,SY,2.75,13475.0,13475.0,Bid Tabulation,26,0.95
2813578467267,247919761799643,33030867104742,146948468913677,0019,4900.0,SY,2.5,12250.0,12250.0,Bid Tabulation,26,0.95
2813578467267,247919761799643,33030867104742,37638004524146,0019,4900.0,SY,2.75,13475.0,13475.0,Bid Tabulation,26,0.95
2813578467267,247919761799643,33030867104742,274266078181820,0019,4900.0,SY,4.5,22050.0,22050.0,Bid Tabulation,26,0.95
2813578467267,247919761799643,60265492437548,87291211230064,0020,4000.0,SY,3.25,13000.0,13000.0,Bid Tabulation,27,0.95
2813578467267,247919761799643,60265492437548,146948468913677,0020,4000.0,SY,5.0,20000.0,20000.0,Bid Tabulation,27,0.95
2813578467267,247919761799643,60265492437548,37638004524146,0020,4000.0,SY,3.3,13200.0,13200.0,Bid Tabulation,27,0.95
2813578467267,247919761799643,60265492437548,274266078181820,0020,4000.0,SY,4.5,18000.0,18000.0,Bid Tabulation,27,0.95
2813578467267,247919761799643,213703297151811,87291211230064,0021,1.0,LS,95000.0,95000.0,95000.0,Bid Tabulation,28,0.95
2813578467267,247919761799643,213703297151811,146948468913677,0021,1.0,LS,31900.0,31900.0,31900.0,Bid Tabulation,28,0.95
2813578467267,247919761799643,213703297151811,37638004524146,0021,1.0,LS,35000.0,35000.0,35000.0,Bid Tabulation,28,0.95
2813578467267,247919761799643,213703297151811,274266078181820,0021,1.0,LS,75000.0,75000.0,75000.0,Bid Tabulation,28,0.95
2813578467267,247919761799643,84163774379758,87291211230064,0022,38600.0,CY,15.0,579000.0,579000.0,Bid Tabulation,29,0.95
2813578467267,247919761799643,84163774379758,146948468913677,0022,38600.0,CY,18.0,694800.0,694800.0,Bid Tabulation,29,0.95
