Bid_ID,Item_ID,Contractor Name,Unit Price,Total Price,Is_Winner,Rank
153,13,TAPANI INC.,55.0,30525.0,True,3
154,13,THOMPSON BROS EXCAVATING INC.,60.0,33300.0,True,4
155,13,WEITMAN EXCAVATION LLC,76.0,42180.0,True,9
156,13,WILDISH STANDARD PAVING CO.,75.0,41625.0,True,8
157,14,EMERY & SONS,140000.0,140000.0,True,5
158,14,JAMES W FOWLER CO.,90000.0,90000.0,True,2
159,14,K&E EXCAVATING INC.,150000.0,150000.0,True,7
160,14,KERR CONTRACTORS OREGON INC.,150000.0,150000.0,True,7
161,14,MJ HUGHES CONSTRUCTION INC.,200000.0,200000.0,True,9
162,14,MOORE EXCAVATION INC.,325000.0,325000.0,True,11
163,14,NUTTER CORPORATION,235000.0,235000.0,True,10
164,14,ROTSHY INC.,80000.0,80000.0,True,1
165,14,TAPANI INC.,155000.0,155000.0,True,8
166,14,THOMPSON BROS EXCAVATING INC.,120000.0,120000.0,True,3
167,14,WEITMAN EXCAVATION LLC,142800.0,142800.0,True,6
168,14,WILDISH STANDARD PAVING CO.,136000.0,136000.0,True,4
169,15,EMERY & SONS,16.0,20160.0,True,1
170,15,JAMES W FOWLER CO.,420.0,529200.0,True,2
171,15,K&E EXCAVATING INC.,427.0,538020.0,True,3
172,15,KERR CONTRACTORS OREGON INC.,465.0,585900.0,True,6
173,15,MJ HUGHES CONSTRUCTION INC.,635.0,800100.0,True,10
174,15,MOORE EXCAVATION INC.,665.0,837900.0,True,11
175,15,NUTTER CORPORATION,566.0,713160.0,True,9
176,15,ROTSHY INC.,500.0,630000.0,True,8
177,15,TAPANI INC.,450.0,567000.0,True,5
178,15,THOMPSON BROS EXCAVATING INC.,495.0,623700.0,True,7
179,15,WEITMAN EXCAVATION LLC,443.0,558180.0,True,4
180,15,WILDISH STANDARD PAVING CO.,770.0,970200.0,True,12
181,16,EMERY & SONS,36000.0,36000.0,True,10
182,16,JAMES W FOWLER CO.,19000.0,19000.0,True,2
183,16,K&E EXCAVATING INC.,33000.0,33000.0,True,8
184,16,KERR CONTRACTORS OREGON INC.,31600.0,31600.0,True,7
185,16,MJ HUGHES CONSTRUCTION INC.,30000.0,30000.0,True,5
186,16,MOORE EXCAVATION INC.,25000.0,25000.0,True,4
187,16,NUTTER CORPORATION,31000.0,31000.0,True,6
188,16,ROTSHY INC.,15000.0,15000.0,True,1
189,16,TAPANI INC.,30000.0,30000.0,True,5
190,16,THOMPSON BROS EXCAVATING INC.,35000.0,35000.0,True,9
191,16,WEITMAN EXCAVATION LLC,21220.0,21220.0,True,3
192,16,WILDISH STANDARD PAVING CO.,35000.0,35000.0,True,9
193,17,EMERY & SONS,37000.0,37000.0,True,9
194,17,JAMES W FOWLER CO.,23000.0,23000.0,True,3
195,17,K&E EXCAVATING INC.,38000.0,38000.0,True,10
196,17,KERR CONTRACTORS OREGON INC.,33500.0,33500.0,True,7
197,17,MJ HUGHES CONSTRUCTION INC.,35000.0,35000.0,True,8
198,17,MOORE EXCAVATION INC.,29000.0,29000.0,True,4
199,17,NUTTER CORPORATION,32000.0,32000.0,True,5
200,17,ROTSHY INC.,16000.0,16000.0,True,1
201,17,TAPANI INC.,32500.0,32500.0,True,6
202,17,THOMPSON BROS EXCAVATING INC.,41000.0,41000.0,True,11
203,17,WEITMAN EXCAVATION LLC,22600.0,22600.0,True,2
204,17,WILDISH STANDARD PAVING CO.,50000.0,50000.0,True,12
205,18,EMERY & SONS,23.0,828.0,True,3
206,18,JAMES W FOWLER CO.,18.0,648.0,True,1
207,18,K&E EXCAVATING INC.,20.0,720.0,True,2
208,18,KERR CONTRACTORS OREGON INC.,34.0,1224.0,True,6
209,18,MJ HUGHES CONSTRUCTION INC.,25.0,900.0,True,4
210,18,MOORE EXCAVATION INC.,98.0,3528.0,True,10
211,18,NUTTER CORPORATION,46.0,1656.0,True,7
212,18,ROTSHY INC.,25.0,900.0,True,4
213,18,TAPANI INC.,50.0,1800.0,True,8
214,18,THOMPSON BROS EXCAVATING INC.,100.0,3600.0,True,11
215,18,WEITMAN EXCAVATION LLC,62.0,2232.0,True,9
216,18,WILDISH STANDARD PAVING CO.,30.0,1080.0,True,5
217,19,EMERY & SONS,700.0,2100.0,True,6
218,19,JAMES W FOWLER CO.,480.0,1440.0,True,2
219,19,K&E EXCAVATING INC.,575.0,1725.0,True,4
220,19,KERR CONTRACTORS OREGON INC.,668.0,2004.0,True,5
221,19,MJ HUGHES CONSTRUCTION INC.,700.0,2100.0,True,6
222,19,MOORE EXCAVATION INC.,950.0,2850.0,True,7
223,19,NUTTER CORPORATION,1200.0,3600.0,True,8
224,19,ROTSHY INC.,250.0,750.0,True,1
225,19,TAPANI INC.,700.0,2100.0,True,6
226,19,THOMPSON BROS EXCAVATING INC.,2500.0,7500.0,True,10
227,19,WEITMAN EXCAVATION LLC,1500.0,4500.0,True,9
228,19,WILDISH STANDARD PAVING CO.,500.0,1500.0,True,3
229,20,EMERY & SONS,221000.0,221000.0,True,6
230,20,JAMES W FOWLER CO.,200000.0,200000.0,True,5
231,20,K&E EXCAVATING INC.,185000.0,185000.0,True,4
232,20,KERR CONTRACTORS OREGON INC.,79150.0,79150.0,True,1
233,20,MJ HUGHES CONSTRUCTION INC.,90000.0,90000.0,True,2
234,20,MOORE EXCAVATION INC.,250000.0,250000.0,True,9
235,20,NUTTER CORPORATION,230000.0,230000.0,True,7
236,20,ROTSHY INC.,200000.0,200000.0,True,5
237,20,TAPANI INC.,265000.0,265000.0,True,10
238,20,THOMPSON BROS EXCAVATING INC.,245000.0,245000.0,True,8
239,20,WEITMAN EXCAVATION LLC,107400.0,107400.0,True,3
240,20,WILDISH STANDARD PAVING CO.,200000.0,200000.0,True,5
241,21,EMERY & SONS,220000.0,220000.0,True,7
242,21,JAMES W FOWLER CO.,450000.0,450000.0,True,11
243,21,K&E EXCAVATING INC.,165000.0,165000.0,True,5
244,21,KERR CONTRACTORS OREGON INC.,79550.0,79550.0,True,2
245,21,MJ HUGHES CONSTRUCTION INC.,65000.0,65000.0,True,1
246,21,MOORE EXCAVATION INC.,205000.0,205000.0,True,6
247,21,NUTTER CORPORATION,225000.0,225000.0,True,8
248,21,ROTSHY INC.,230000.0,230000.0,True,9
249,21,TAPANI INC.,230000.0,230000.0,True,9
250,21,THOMPSON BROS EXCAVATING INC.,240000.0,240000.0,True,10
251,21,WEITMAN EXCAVATION LLC,95225.0,95225.0,True,3
252,21,WILDISH STANDARD PAVING CO.,160000.0,160000.0,True,4
253,22,EMERY & SONS,41.0,1476.0,True,2
254,22,JAMES W FOWLER CO.,62.0,2232.0,True,8
255,22,K&E EXCAVATING INC.,45.0,1620.0,True,3
256,22,KERR CONTRACTORS OREGON INC.,40.0,1440.0,True,1
257,22,MJ HUGHES CONSTRUCTION INC.,40.0,1440.0,True,1
258,22,MOORE EXCAVATION INC.,74.0,2664.0,True,11
259,22,NUTTER CORPORATION,65.0,2340.0,True,9
260,22,ROTSHY INC.,53.0,1908.0,True,4
261,22,TAPANI INC.,55.0,1980.0,True,5
262,22,THOMPSON BROS EXCAVATING INC.,70.0,2520.0,True,10
263,22,WEITMAN EXCAVATION LLC,57.0,2052.0,True,6
264,22,WILDISH STANDARD PAVING CO.,60.0,2160.0,True,7
265,23,EMERY & SONS,6.5,3250.0,True,1
266,23,JAMES W FOWLER CO.,10.0,5000.0,True,6
267,23,K&E EXCAVATING INC.,9.0,4500.0,True,5
268,23,KERR CONTRACTORS OREGON INC.,7.75,3875.0,True,3
269,23,MJ HUGHES CONSTRUCTION INC.,9.0,4500.0,True,5
270,23,MOORE EXCAVATION INC.,9.0,4500.0,True,5
271,23,NUTTER CORPORATION,12.0,6000.0,True,7
272,23,ROTSHY INC.,6.75,3375.0,True,2
273,23,TAPANI INC.,8.0,4000.0,True,4
274,23,THOMPSON BROS EXCAVATING INC.,9.0,4500.0,True,5
275,23,WEITMAN EXCAVATION LLC,6.5,3250.0,True,1
276,23,WILDISH STANDARD PAVING CO.,10.0,5000.0,True,6
277,24,EMERY & SONS,36.0,6300.0,True,7
278,24,JAMES W FOWLER CO.,15.0,2625.0,True,1
279,24,K&E EXCAVATING INC.,28.0,4900.0,True,2
280,24,KERR CONTRACTORS OREGON INC.,29.0,5075.0,True,3
281,24,MJ HUGHES CONSTRUCTION INC.,30.0,5250.0,True,4
282,24,MOORE EXCAVATION INC.,32.0,5600.0,True,5
283,24,NUTTER CORPORATION,35.0,6125.0,True,6
284,24,ROTSHY INC.,15.0,2625.0,True,1
285,24,TAPANI INC.,65.0,11375.0,True,9
286,24,THOMPSON BROS EXCAVATING INC.,35.0,6125.0,True,6
287,24,WEITMAN EXCAVATION LLC,52.0,9100.0,True,8
288,24,WILDISH STANDARD PAVING CO.,35.0,6125.0,True,6
289,25,EMERY & SONS,165.0,28875.0,True,4
290,25,JAMES W FOWLER CO.,215.0,37625.0,True,10
291,25,K&E EXCAVATING INC.,170.0,29750.0,True,5
292,25,KERR CONTRACTORS OREGON INC.,190.0,33250.0,True,8
293,25,MJ HUGHES CONSTRUCTION INC.,150.0,26250.0,True,1
294,25,MOORE EXCAVATION INC.,165.0,28875.0,True,4
295,25,NUTTER CORPORATION,185.0,32375.0,True,7
296,25,ROTSHY INC.,165.0,28875.0,True,4
297,25,TAPANI INC.,160.0,28000.0,True,3
298,25,THOMPSON BROS EXCAVATING INC.,180.0,31500.0,True,6
299,25,WEITMAN EXCAVATION LLC,159.5,27912.5,True,2
300,25,WILDISH STANDARD PAVING CO.,200.0,35000.0,True,9
301,26,EMERY & SONS,4100.0,4100.0,True,5
302,26,JAMES W FOWLER CO.,4100.0,4100.0,True,5
303,26,K&E EXCAVATING INC.,4054.0,4054.0,True,4
304,26,KERR CONTRACTORS OREGON INC.,4054.0,4054.0,True,4
305,26,MJ HUGHES CONSTRUCTION INC.,4500.0,4500.0,True,6
306,26,MOORE EXCAVATION INC.,3600.0,3600.0,True,2
307,26,NUTTER CORPORATION,4000.0,4000.0,True,3
308,26,ROTSHY INC.,4500.0,4500.0,True,6
309,26,TAPANI INC.,4500.0,4500.0,True,6
310,26,THOMPSON BROS EXCAVATING INC.,5000.0,5000.0,True,7
311,26,WEITMAN EXCAVATION LLC,2350.0,2350.0,True,1
312,26,WILDISH STANDARD PAVING CO.,4000.0,4000.0,True,3
313,27,EMERY & SONS,46.0,3312.0,True,7
314,27,JAMES W FOWLER CO.,50.0,3600.0,True,8
315,27,K&E EXCAVATING INC.,40.0,2880.0,True,2
316,27,KERR CONTRACTORS OREGON INC.,40.0,2880.0,True,2
317,27,MJ HUGHES CONSTRUCTION INC.,45.0,3240.0,True,6
318,27,MOORE EXCAVATION INC.,42.0,3024.0,True,4
319,27,NUTTER CORPORATION,41.0,2952.0,True,3
320,27,ROTSHY INC.,22.0,1584.0,True,1
321,27,TAPANI INC.,45.0,3240.0,True,6
322,27,THOMPSON BROS EXCAVATING INC.,80.0,5760.0,True,9
323,27,WEITMAN EXCAVATION LLC,43.0,3096.0,True,5
324,27,WILDISH STANDARD PAVING CO.,50.0,3600.0,True,8
325,28,EMERY & SONS,7000.0,7000.0,True,1
326,28,JAMES W FOWLER CO.,10500.0,10500.0,True,4
327,28,K&E EXCAVATING INC.,10285.0,10285.0,True,3
328,28,KERR CONTRACTORS OREGON INC.,10285.0,10285.0,True,3
329,28,MJ HUGHES CONSTRUCTION INC.,9000.0,9000.0,True,2
330,28,MOORE EXCAVATION INC.,12000.0,12000.0,True,5
331,28,NUTTER CORPORATION,30000.0,30000.0,True,8
332,28,ROTSHY INC.,20000.0,20000.0,True,7
333,28,TAPANI INC.,35000.0,35000.0,True,9
334,28,THOMPSON BROS EXCAVATING INC.,12000.0,12000.0,True,5
335,28,WEITMAN EXCAVATION LLC,16000.0,16000.0,True,6
336,28,WILDISH STANDARD PAVING CO.,12000.0,12000.0,True,5
337,29,EMERY & SONS,3000.0,3000.0,True,5
338,29,JAMES W FOWLER CO.,1000.0,1000.0,True,1
339,29,K&E EXCAVATING INC.,1800.0,1800.0,True,4
340,29,KERR CONTRACTORS OREGON INC.,1200.0,1200.0,True,2
341,29,MJ HUGHES CONSTRUCTION INC.,1200.0,1200.0,True,2
342,29,MOORE EXCAVATION INC.,3000.0,3000.0,True,5
343,29,NUTTER CORPORATION,3500.0,3500.0,True,6
344,29,ROTSHY INC.,1300.0,1300.0,True,3
345,29,TAPANI INC.,6000.0,6000.0,True,8
346,29,THOMPSON BROS EXCAVATING INC.,5000.0,5000.0,True,7
347,29,WEITMAN EXCAVATION LLC,12500.0,12500.0,True,9
348,29,WILDISH STANDARD PAVING CO.,5000.0,5000.0,True,7
349,30,EMERY & SONS,14000.0,14000.0,True,7
350,30,JAMES W FOWLER CO.,9000.0,9000.0,True,3
351,30,K&E EXCAVATING INC.,26000.0,26000.0,True,9
352,30,KERR CONTRACTORS OREGON INC.,8434.0,8434.0,True,2
353,30,MJ HUGHES CONSTRUCTION INC.,15000.0,15000.0,True,8
354,30,MOORE EXCAVATION INC.,9500.0,9500.0,True,4
355,30,NUTTER CORPORATION,32180.0,32180.0,True,10
356,30,ROTSHY INC.,12000.0,12000.0,True,6
357,30,TAPANI INC.,5000.0,5000.0,True,1
358,30,THOMPSON BROS EXCAVATING INC.,10000.0,10000.0,True,5
359,30,WEITMAN EXCAVATION LLC,9000.0,9000.0,True,3
360,30,WILDISH STANDARD PAVING CO.,10000.0,10000.0,True,5
361,31,ENGINEER'S ESTIMATE,283000.0,283000.0,False,
362,31,ENGINEER'S ESTIMATE,386000.0,386000.0,False,
363,31,GOODFELLOW BROS INC.,350000.0,350000.0,True,5
364,31,GOODFELLOW BROS INC.,418000.0,418000.0,True,7
365,31,K&E EXCAVATING INC.,300000.0,300000.0,True,2
366,31,K&E EXCAVATING INC.,330000.0,330000.0,True,4
367,31,KERR CONTRACTORS OREGON INC.,321500.0,321500.0,True,3
368,31,KERR CONTRACTORS OREGON INC.,426000.0,426000.0,True,8
369,31,KODIAK PACIFIC CONSTRUCTION,238596.5,238596.5,True,1
370,31,KODIAK PACIFIC CONSTRUCTION,653525.5,653525.5,True,9
371,31,NUTTER CORPORATION,300000.0,300000.0,True,2
372,31,NUTTER CORPORATION,397000.0,397000.0,True,6
373,32,ENGINEER'S ESTIMATE,80000.0,80000.0,False,
374,32,ENGINEER'S ESTIMATE,120000.0,120000.0,False,
375,32,GOODFELLOW BROS INC.,22000.0,22000.0,True,1
376,32,GOODFELLOW BROS INC.,48000.0,48000.0,True,3
377,32,K&E EXCAVATING INC.,30000.0,30000.0,True,2
378,32,K&E EXCAVATING INC.,60000.0,60000.0,True,5
379,32,KERR CONTRACTORS OREGON INC.,60000.0,60000.0,True,5
380,32,KERR CONTRACTORS OREGON INC.,75000.0,75000.0,True,6
381,32,KODIAK PACIFIC CONSTRUCTION,83000.0,83000.0,True,7
382,32,KODIAK PACIFIC CONSTRUCTION,136000.0,136000.0,True,9
383,32,NUTTER CORPORATION,50000.0,50000.0,True,4
384,32,NUTTER CORPORATION,90000.0,90000.0,True,8
385,33,ENGINEER'S ESTIMATE,24000.0,24000.0,False,
386,33,ENGINEER'S ESTIMATE,36000.0,36000.0,False,
387,33,GOODFELLOW BROS INC.,14500.0,14500.0,True,4
388,33,GOODFELLOW BROS INC.,45000.0,45000.0,True,8
389,33,K&E EXCAVATING INC.,5000.0,5000.0,True,1
390,33,K&E EXCAVATING INC.,5000.0,5000.0,True,1
391,33,K&E EXCAVATING INC.,5000.0,5000.0,True,1
392,33,K&E EXCAVATING INC.,5000.0,5000.0,True,1
393,33,KERR CONTRACTORS OREGON INC.,22200.0,22200.0,True,5
394,33,KERR CONTRACTORS OREGON INC.,27730.0,27730.0,True,7
395,33,KODIAK PACIFIC CONSTRUCTION,9900.0,9900.0,True,2
396,33,KODIAK PACIFIC CONSTRUCTION,10000.0,10000.0,True,3
397,33,NUTTER CORPORATION,26000.0,26000.0,True,6
398,33,NUTTER CORPORATION,50000.0,50000.0,True,9
399,34,ENGINEER'S ESTIMATE,40000.0,40000.0,False,
400,34,ENGINEER'S ESTIMATE,60000.0,60000.0,False,
401,34,GOODFELLOW BROS INC.,42000.0,42000.0,True,6
402,34,GOODFELLOW BROS INC.,65000.0,65000.0,True,9
403,34,K&E EXCAVATING INC.,10000.0,10000.0,True,2
404,34,K&E EXCAVATING INC.,20000.0,20000.0,True,4
405,34,KERR CONTRACTORS OREGON INC.,7500.0,7500.0,True,1
406,34,KERR CONTRACTORS OREGON INC.,57500.0,57500.0,True,8
407,34,KODIAK PACIFIC CONSTRUCTION,12000.0,12000.0,True,3
408,34,KODIAK PACIFIC CONSTRUCTION,57000.0,57000.0,True,7
409,34,NUTTER CORPORATION,25000.0,25000.0,True,5
410,34,NUTTER CORPORATION,65000.0,65000.0,True,9
411,35,ENGINEER'S ESTIMATE,70000.0,70000.0,False,
412,35,ENGINEER'S ESTIMATE,105000.0,105000.0,False,
413,35,GOODFELLOW BROS INC.,14000.0,14000.0,True,1
414,35,GOODFELLOW BROS INC.,25000.0,25000.0,True,2
415,35,K&E EXCAVATING INC.,35000.0,35000.0,True,4
416,35,K&E EXCAVATING INC.,65000.0,65000.0,True,7
417,35,KERR CONTRACTORS OREGON INC.,27960.0,27960.0,True,3
418,35,KERR CONTRACTORS OREGON INC.,41950.0,41950.0,True,5
419,35,KODIAK PACIFIC CONSTRUCTION,108000.0,108000.0,True,9
420,35,KODIAK PACIFIC CONSTRUCTION,108000.0,108000.0,True,9
421,35,KODIAK PACIFIC CONSTRUCTION,108000.0,108000.0,True,9
422,35,KODIAK PACIFIC CONSTRUCTION,108000.0,108000.0,True,9
423,35,NUTTER CORPORATION,56000.0,56000.0,True,6
424,35,NUTTER CORPORATION,100000.0,100000.0,True,8
425,36,ENGINEER'S ESTIMATE,50.0,250.0,False,
426,36,GOODFELLOW BROS INC.,500.0,2500.0,True,4
427,36,K&E EXCAVATING INC.,50.0,250.0,True,1
