pay_item_id,item_code_raw,item_code_norm,section_code_raw,section_code_norm,item_desc_canonical
127602094194520,,,344302,344302,Sign A8-2 (Section 344302)
127913085536700,,,334213,334213,Pump Station (Section 334213)
128582701035785,P-101,P-101,,,Asphalt Pavement Removal - 8-Inch Depth (Item P-101)
128978325823465,,,344300,344300,Install In-Pavement Runway Guard/Stop Bar Light on Existing Base Can with CF Transformer (Section 344300)
129582484003610,P-156,P-156,,,Silt Fence (Item P-156)
129601573278276,,,,,Vault (Power) - 712-SWITCH-PCORP
130364610361146,,,,,Mulch
130382050566660,P-401,P-401,,,Hot Mix Asphalt (HMA) Pavement (Item P-401)
130725810400940,,,334213,334213,Stormwater Valve Vault (Section 334213)
130993556239327,,,,,Cast-In-Place Concrete Curb
131289643347493,,,344302,344302,Sign A6-9 (Section 344302)
131351192333598,D-701,D-701,,,STS Drain Pipe (24-inch) (Item D-701)
131367997866921,L-110,L-110,,,2-Inch GRSC (Item L-110)
131623227071361,,,012200,012200,B6 Wet Well (SSLS 950) Concrete Repair (Section 012200)
131758140681317,P-101,P-101,,,"Asphalt Pavement Removal - 14"" Depth (Item P-101)"
131902406232221,D-701,D-701,,,12-Inch Slide Gate (Item D-701)
132091915961643,,,334100,334100,30-Inch DIP (Force Main) (Section 334100)
132391910935360,D-701,D-701,,,24-Inch STS (Item D-701)
132523856309205,P-101,P-101,,,Asphalt Pavement Removal - 6 Inch Depth (Item P-101)
132940653390748,L-108,L-108,,,Counterpoise Ground Rod (Item L-108)
133285367547759,,,,,General Demolition (Sections 012200 and 024113)
133321165075445,,,,,14-inchClass50DuctileIronPipeCulvert(ItemD-701)
133634624039393,P-101,P-101,,,PCC Pavement Removal - 18-Inch Depth (Item P-101)
134796242157955,P-620,P-620,,,Pavement Markings (Item P-620)
134869281732938,,,,,Extra Manhole Depth (48-Inch) (Sections 012200 and 334100)
135408202419738,,,344300,344300,Install PF In-Pavement Red Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300)
136425347366210,P-101,P-101,,,"Asphalt Pavement Removal - 5"" Depth (Item P-101)"
136434683431730,L-110,L-110,,,2-inch PVC Direct Buried in Grass (Item L-110)
136743866098817,,,,,Temporary Traffic Control
136868618447705,,,344300,344300,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300)
137450177760537,,,,,2-InchPVCinNewACStructuralPavement(ItemL-110)
137776961817801,,,,,Remove and Reinstall Chain Link Fence
137925399193431,P-152,P-152,,,Unclassified Excavation (Item P-152)
138459982404420,,,,,Central Water Meter Vault and Manifold
138792459064543,,,312300,312300,Existing Electrical Vault (H-20 Rated) Extension to Finish Grade (Section 312300)
139072893751179,P-101,P-101,,,Asphalt Pavement Removal - 9-Inch Depth (Item P-101)
139073599893860,D-701,D-701,,,30-Inch STS Pipe (Item D-701)
139231011510646,T-905,T-905,,,Topsoil (Furnished from Off the Site) (Item T-905)
139358034510314,,,265000,265000,Temporary Circuit Connection (Section 265000)
139627149053328,,,,,Dewatering
140133308765107,,,344300,344300,"Install PF Elevated Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer in Existing AC (Section 344300)"
140282272357735,,,,,Utility Adjustments to Grade
140395821112522,,,,,2-InchPVCinGrassorinNewACshoulder(ItemL-110)
140539715613908,,,,,Embankment
140954929874181,,,,,16-Inch Butterfly Valve
140974611633032,,,,,Bollards
141240232165672,,,,,Signal Modification
141897521240961,,,260553,260553,3-Inch Diameter Brass Marker (Section 260553)
142274732672649,L-110,L-110,,,2-Inch PVC in Existing AC (Item L-110)
142371451057789,,,,,72-Inch Sewer Pipe
142729334708070,,,344302,344302,Sign A4-9 (Section 344302)
143446713715684,,,,,Site Preparation
144399626421405,,,,,18-inchClass50DuctileIronPipeCulvert (ItemD-701)
144411272341907,,,012200,012200,"PCC Spall Panel Repair, 0-1 SF (Section 012200)"
144463396869089,,,344300,344300,Install PF LED In-Pavement Runway Edge Light on Existing Base Can with PF Transformer (Section 344300)
145601236052095,,,260500,260500,"Electrical Feeds to Panels (Existing 3.5"" Conduit) (Section 260500)"
145699572726152,,,024113,024113,Relocate Storage Shelter (Section 024113)
145809875998527,P-620,P-620,,,Surface Prep - Existing Pavement (Item P-620)
145893281676446,,,344302,344302,Sign A6-2 (Section 344302)
146155109714156,P-620,P-620,,,Runway and Taxiway Marking (Item P-620)
146392913748792,,,,,"Fill Material, Topsoil"
146637388321598,P-101,P-101,,,"PCC Pavement Removal - 3"" Depth (Item P-101)"
146835447920268,,,,,Guard Rail Removal and Replacement
146985227040784,,,,,SeparationGeotextile (ItemP-209)
147111408262667,,,,,Metered Switchgear Installation
148207708082443,,,,,Portland Cement Concrete Pavement (9-Inch)
148648072340810,P-403,P-403,,,Asphalt Mixture Surface and Base (Item P-403)
149582143537970,,,260500,260500,Install Gate Valve and Lighting Controls (Section 260500)
150117375388207,,,,,Trestle Cross-Brace Rehabilitation
150296594736829,D-701,D-701,,,24-Inch RCP Pipe (Item D-701)
150339926832429,,,,,Electric Utility Meter Base - 200A Direct
150659609526481,,,,,15-Inch Storm Sewer Pipe
151083537753879,,,312300,312300,Existing Electrical Vault Adjustment to Grade (Section 312300)
151246462794135,,,344302,344302,Sign G-3 (Section 344302)
151710711947510,,,,,8'HX14'WCulvert (ItemD-701)
152828683396569,,,344300,344300,"Reinstall Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and PF Transformer (Section 344300)"
153310144085156,,,,,"Pavement Removal and Disposal, 9-Inch Depth"
153598883829058,,,260500,260500,Provide Temporary Power During Construction Inside the 480V Power Center (Section 260500)
153700501590509,,,312300,312300,Replace Existing Manhole Lid with Open Grated Lid (Section 312300)
153841868713495,,,,,Temporary Erosion and Sediment Control
154125824456396,,,,,XHHW Conductor - #3 AWG (Power)
154246538662080,,,,,Trench Stabilization (Sections 012200 and 312300)
154556011900166,P-620,P-620,,,Preformed Markings (Item P-620)
154585680172173,D-751,D-751,,,60-Inch Manhole Catch Basin (Item D-751)
154703386850136,,,,,Contaminated Soil Excavation and Disposal
154816616504935,,,,,"Temporary Erosion, Sediment, and Pollution Control"
155333224641685,,,,,Stormwater Pump Station
155521425711408,,,,,Building Removal and Backfill
156022586697065,,,,,"Fill Material, Top Soil"
156858019203487,,,334213,334213,Pump Station Electrical Equipment Installation (Section 334213)
157271378777774,,,321613,321613,Cast-in-Place Concrete Curb (Section 321613)
157273986787301,,,012200,012200,Escort (Section 012200)
157483808709429,,,,,Topsoil(ObtainedOnStieorRemovedfromStockpile) (ItemT-905)
157797949054225,,,312300,312300,Modifications to Existing Pump Station A and Deicing Valve Vault (Section 312300)
157998830773588,P-620,P-620,,,Pavement Marking (Item P-620)
158161530438644,,,312300,312300,Existing Manhole Adjustment to Grade (Section 312300)
158957622616475,,,,,CrushedAggregateBaseCourse (ItemP-209)
159065842262806,,,,,Electrical
159395817706960,D-751,D-751,,,"60-Inch Manhole, Type B (Item D-751)"
159856170198692,,,344301,344301,Adjust Existing Taxiway Centerline Light (Section 344301)
160451343573733,,,,,Aggregate Base Course
160710660997115,,,,,Pavement Markings
160922099039316,,,,,Extra Manhole Depth (72-Inch) (Sections 012200 and 334100)
161304642318553,,,,,"Pavement Marking, Temporary"
161617075210779,,,,,SignA-1 (Section344302)
161942740112092,,,260526,260526,Grounding and Bonding for Electrical Systems (Section 260526)
161968925902706,,,,,Extra Manhole Depth (120-Inch) (Sections 012200 and 334100)
162031702890747,,,,,Remove and Replace Embedded Anodes
162320783492855,,,,,72-Inch Manhole (Sections 012200 and 334100)
162385569629919,,,,,Cold Plane Pavement Removal (3-5 Inch Maximum)
162387636122320,,,344302,344302,Sign V-2 (Section 344302)
163077623265887,P-209,P-209,,,Crushed Aggregate Base Course (Item P-209)
163083024320903,D-751,D-751,,,"96-Inch Diameter Manhole, Type A (Item D-751)"
163825724990961,L-110,L-110,,,1.5-Inch IMC under New AC Shoulder (Item L-110)
163830961541041,,,,,Catch Basins/Inlets (Sections 012200 and 334100)
164193458514496,,,,,StreambedCobble (Section354000)
164234000453519,L-110,L-110,,,2-Inch PVC in CLSM (Item L-110)
164404074468884,P-101,P-101,,,PCC Pavement Removal - 16-Inch Depth (Item P-101)
164511830092850,,,344300,344300,"Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)"
164903673294620,,,024113,024113,Removal of Existing or Temporary Fence (Section 024113)
165616064454028,,,344300,344300,Reinstall In-Pavement Stop Bar Light on Existing Base Can with Existing Transformer (Section 344300)
165723965155340,P-101,P-101,,,Asphalt Pavement Removal - 6-Inch Depth (Item P-101)
165822788610505,L-108,L-108,,,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)"
165842494735110,D-751,D-751,,,"84-Inch Diameter Manhole, Type A (Item D-751)"
165891358094435,,,,,Water Well Decommission
166390954334637,,,347115,347115,Guard Rail (Section 347115)
166783058536459,,,,,6-inchSTS (ItemD-701)
167503740471030,,,,,48-Inch Manhole
168494986652615,L-108,L-108,,,"No. 8 AWG, 5kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)"
168601629399208,,,344302,344302,Sign A5-4 (Section 344302)
169595925463476,,,271000,271000,Network Termination Enclosure (Section 271000)
170080326040478,P-101,P-101,,,Cold Milling Surface Preparation (Item P-101)
170996762169789,,,344300,344300,Install PF LED Elevated Runway End/Threshold Light on Existing Base Can with PF Transformer (Section 344300)
171428124052770,D-751,D-751,,,"48-Inch Manhole, Type B (Item D-751)"
171505086229366,,,,,Construction Survey
173740571810607,P-501,P-501,,,Portland Cement Concrete (PCC) Pavement (Item P-501)
173818084829957,D-751,D-751,,,"48-Inch Diameter Manhole, Type A (Item D-751)"
174072581133293,,,344300,344300,Install PF Dual Stop Bar Light on Existing Light Base (Section 344300)
174430583660027,,,344301,344301,Adjust Existing Runway Edge Light to New Finish Elevation (Section 344301)
174683285087949,L-108,L-108,,,"Counterpoise Ground Rod, 10-Ft Long (Item L-108)"
174733669379115,,,,,Cold Plane Pavement Removal (0-3 Inch Maximum)
174933454072072,,,,,"Panelboard - 480Y/277V, 100A, 3-Phase, NEMA 3R"
175018115403814,,,,,Electrical Modifications
175324883374631,,,,,Fender Panel Rehabilitation
175397107725163,,,,,Abandon Existing Structure (Sections 012200 and 334100)
176330088771902,,,012200,012200,Work Zone and Traffic Control (Section 012200)
177183424847903,P-101,P-101,,,Asphalt Pavement Removal - 16-Inch Depth (Item P-101)
177433339411855,,,,,Soffit and Vertical Crack Repair
178056383456973,,,344300,344300,"Install Elevated Runway Guard Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)"
178089119118964,,,012200,012200,D9 Wet Well (SSLS 953) Mechanical Rehabilitation (Section 012200)
179031816643595,,,,,2-Inch Water Pipe
179346882328973,,,,,Kennedy Feeder Pad-Mount Switch
179517490341324,,,344302,344302,Sign E6-9 (Section 344302)
179699038381908,P-101,P-101,,,Removal of Pipe and Other Buried Structures (Item P-101)
180294154220735,L-108,L-108,,,No. 4 GND Conductor (Item L-108)
181078119461028,,,,,Aggregate Removal and Disposal
181258447163497,,,344300,344300,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)"
181271674845001,,,,,AsphaltPavementRemoval-2.5-InchDepth (ItemP-101)
181285138988218,D-705,D-705,,,6-Inch Perforated Storm Sewer Pipe (Item D-705)
181287398286849,,,,,Escort
181425239631921,,,,,Electrical Bedding Material
181577902694625,P-608,P-608,,,Runway and High Speed Exit Taxiway Friction Testing (Item P-608)
181585540549341,,,,,Subgrade Preparation
181954246863273,,,,,ConstructionEntrance (Section015713)
182157430013898,,,,,Aircraft-Rated Electrical Vaults
182315223573158,,,,,Catch Basin
182844356018860,L-110,L-110,,,2-Inch PVC Encased in CLSM in New AC (Item L-110)
183108431634048,L-110,L-110,,,2-Inch PVC encased in P-610 in Existing AC (Item L-110)
183482904169994,,,015713,015713,Jet Blast Control Material (Section 015713)
184116537216848,,,,,Contaminated Soil Excavation and Placement
184202778951523,,,,,GradeControlStructures (Section354000)
184254667179750,,,,,Asphalt Concrete Pavement (Sections 012200 and 321200)
185099446899239,,,,,Tack Coat
185115797836447,,,,,Deck Delamination and Spall Repair with Anodes
185620661966737,,,,,Soffit and Vertical Face Delamination and Spall Repair
185649054093367,P-153,P-153,,,Controlled Low Strength Material (Item P-153)
185951165093888,,,,,ExistingSubgradeStabilzation (ItemP-152)
186947600751634,P-101,P-101,,,Full-Depth Asphalt Pavement Removal - 10 to 19 Inches) (Item P-101)
187142500216757,P-602,P-602,,,Emulsified Asphalt Prime Coat (Item P-602)
187598890207788,,,344302,344302,Sign B7-1 (Section 344302)
189153997525879,,,265623,265623,Install Apron Lighting (Section 265623)
189532758295756,,,265000,265000,General Electrical Removal (Section 265000)
189719105176646,,,,,Clearing and Seeding
190205501611485,P-101,P-101,,,"Asphalt Pavement Removal - 3"" Depth (Item P-101)"
190632389832344,,,012200,012200,Security Control Monitoring (Section 012200)
190635802267757,P-154,P-154,,,Subbase Course (Item P-154)
190762519212870,,,270553,270553,Telecommunications Identification (Section 270553)
190904283439396,,,,,Sign13R-1 (Section344302)
191160521100649,,,,,Offsite Haul and Disposal
191926801127214,P-621,P-621,,,Saw-Cut Grooving (Item P-621)
192321610462416,,,,,60-Inch Manhole
193090190232429,,,012200,012200,D9 Wet Well (SSLS 953) Concrete Repair (Section 012200)
193417316762295,,,,,Electrical Feeder Installation in Vaults
193853449357780,D-751,D-751,,,48-Inch Manholes (Item D-751)
193856277754356,D-751,D-751,,,"72-Inch Diameter Manhole, Type A (Item D-751)"
196593499626084,,,,,Inlet (Type PB)
197725664260875,,,,,"HDPE Interduct (Comm) - 1 1/4"""
198162409857413,D-705,D-705,,,6-Inch Non-Perforated Pipe (Item D-705)
198539071800873,P-101,P-101,,,Asphalt Pavement Removal - 4-Inch Depth (Item P-101)
199139354631819,,,,,"InstallPFTaxiwayEdgeLightwithPFBaseCan,CFTransformerinNewACPShoulder(Section344300)"
199199617301155,,,,,McBride Slough Intake Structure
199284117726364,,,,,Monolithic Curb and Sidewalk
199485795120494,,,,,Sediment Fence
199491318326803,D-701,D-701,,,15-Inch Storm Sewer Pipe (Item D-701)
199516175385612,,,,,WorkZoneandTrafficControl (Section012200)
199537712601705,P-403,P-403,,,Asphalt Mixture Base Course (Item P-403)
199808449224649,,,,,4-Inch Water Pipe
199905741608327,,,012200,012200,Abandon Existing Monitoring Well (Section 012200)
200951165807607,,,344300,344300,Reinstall Taxiway Centerline Light on Existing Base Can with PF Transformer (Section 344300)
201237638081684,L-108,L-108,,,No. 6 AWG Solid Wire for Counterpoise (Item L-108)
201432688643695,,,344300,344300,Install PF Dual Stop Bar Light with Two CF Transformers on Existing Light Base (Section 344300)
201617121769110,,,012200,012200,"Wildlife Access Road, Asphalt Grindings (Section 012200)"
201725401400097,D-751,D-751,,,"84-Inch Manhole, Type B (Item D-751)"
201964365352782,,,,,Irrigation Replacement
202001421871808,,,344302,344302,Sign A6-11 (Section 344302)
202031727240051,,,334213,334213,"Stormwater Pump Station, Electrical Equipment Installation (Section 334213)"
202235879625283,P-156,P-156,,,Installation and Removal of Silt Fence (Item P-156)
202307932146971,,,,,Stormwater Treatment Vault Cover
202480600971200,,,344302,344302,Sign A6-3 (Section 344302)
202484725969373,,,,,Manholes (ItemD-751)
202745059567486,P-101,P-101,,,Joint and Crack Repair (Item P-101)
202843620802131,D-751,D-751,,,72-Inch Manhole (Item D-751)
203179775911109,,,012200,012200,B6 Valve Vault (SSVLT 1202) Concrete Repair (Section 012200)
203221281882208,,,,,Deck Delamination and Spall Repair
203240801174063,,,329300,329300,Ground Cover Planting (Section 329300)
204044603392368,D-701,D-701,,,18-Inch STS Pipe (Item D-701)
204183008592085,D-751,D-751,,,Catch Basins (Item D-751)
204659291245585,,,,,TemporaryCircuitConnection (Section260500)
204963096434645,D-751,D-751,,,48-Inch Diameter Manhole (Item D-751)
205846188772868,,,,,InstallationandRemovalofSiltFence (ItemC-102)
206247719651617,P-620,P-620,,,Runway Marking (Item P-620)
206425941618723,D-701,D-701,,,12-Inch Storm Sewer Pipe (Item D-701)
206582465855984,,,,,24-Inch Storm Sewer Pipe
206871899425316,P-101,P-101,,,Asphalt Pavement Removal - 8 Inch Depth (Item P-101)
206970114104475,,,344300,344300,Install PF Dual Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300)
207245924403782,,,,,6-Inch Water Pipe
207408010541078,,,344300,344300,Install PF Cover Plate on Existing Base Can (Section 344300)
207698990750303,,,,,Wattles (Section015713)
207927715039653,D-751,D-751,,,60-Inch Manhole (Item D-751)
208916536155438,P-620,P-620,,,Surface Preparation - Existing Pavement Surface (Item P-620)
208952614874307,L-110,L-110,,,2-Inch PVC Direct Buried in Grass or under New AC Shoulder (Item L-110)
208955510230763,,,344300,344300,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer (Section 344300)
208988326122888,,,344302,344302,Sign A8-1 (Section 344302)
209032903280823,,,024113,024113,Existing Landscape Removal (Section 024113)
209267395474450,,,344302,344302,Sign CE-10 (Section 344302)
209532841397275,,,,,Modifications to Existing Wet Well
210132563603090,,,,,PVC Conduit (Comm) - 4 Inch
210135263265717,,,,,Joint Repair at Panel Step
210342786548609,,,323113,323113,7-Foot Chain Link Fance with Barbed Wire (Section 323113)
210484492154829,,,344300,344300,Install Elevated Red Stop Bar Light on Existing Base Can with CF Transformer (Section 344300)
210734811134094,D-701,D-701,,,STS Drain Pipe (18-inch) (Item D-701)
211190392175856,,,012200,012200,Delineators (Section 012200)
211229768348441,P-152,P-152,,,Unsuitable Excavation (Item P-152)
211299015381867,,,,,4-Inch Reduced Pressure Backflow Assembly and Enclosure
211448483169348,,,,,PlasticMeshFence (Section015713)
211919003852509,,,328400,328400,Irrigation Replacement (Section 328400)
212083656005216,,,,,Temporary Erosion and Sediment Control Measures (Sections 012200 and 015713)
212165945472649,,,,,Sign UL-1 Section 344302)
212376656389125,,,,,Compacted Bedding Material
212413391187989,,,260500,260500,Demolition of Existing Electrical Equipment on Work Site (Section 260500)
212590242797611,P-602,P-602,,,Bituminous Prime Coat (Item P-602)
212701561435593,,,344300,344300,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)"
213703297151811,,,,,RemovalofPipeandOtherBuriedStructures (ItemP-101)
213956565170674,,,,,Traffic Control
213984702271772,,,012200,012200,"PCC Spall Panel Repair, 1-5 SF (Section 012200)"
214095772975379,,,344300,344300,Install PF In-Pavement Runway Guard Light with CF Transformer on Existing Light Base (Section 344300)
214548454816689,P-605,P-605,,,Concrete to Concrete Joint Seal (Silicone) (Item P-605)
214958001636891,L-108,L-108,,,"#6 AWG, 5kV Cable (Item L-108)"
215169747135390,P-401,P-401,,,Bituminous Surface Course (Item P-401)
215379521064441,,,012200,012200,Dewatering (Section 012200)
216239919997399,,,,,Blackout and Temporary Pavement Marking
216543401305016,,,,,Fence Fabric Removal
216753227862700,,,,,Bollard
217052166813625,P-152,P-152,,,Existing Subgrade Stabilzation (Item P-152)
217320393120047,,,,,"Embankment, Ditch (Sections 012200 and 312000)"
217430358037177,P-604,P-604,,,Compression Joint Seals for Concrete Pavements (Item P-604)
218101485209339,,,,,CatchBasins (ItemD-751)
218397490258208,,,,,ExistingManholeAdjustmenttoGrade-MajorAdjustment (Section312300)
218459186687816,,,026100,026100,Contaminated Material Excavation and Disposal - Wasco Landfill (Section 026100)
218778717503513,P-620,P-620,,,Reflective Media (Item P-620)
219209346865411,P-101,P-101,,,Cold Millling - 3-Inch Depth (Item P-101)
219231119282976,,,015713,015713,Trench Protection (Section 015713)
219676745230486,,,,,Curb Removal
219850209965208,,,012200,012200,D9 Electrical (Section 012200)
220353123601519,D-751,D-751,,,"48-Inch Manhole, Ditch Inlet (Item D-751)"
220728754598891,,,260500,260500,Training (Section 260500)
220883395625459,P-101,P-101,,,3-5 Inch Cold Milling (Item P-101)
222507857015443,D-701,D-701,,,24-Inch STS Pipe (Item D-701)
222553876251816,D-751,D-751,,,Underdrain Cleanout (Item D-751)
222638250808166,,,344301,344301,Adjust Existing In-Pavement Stop Bar Light (Section 344301)
222884379894959,,,,,Concrete Curb Removal
223260513131325,,,,,Soffit and Vertical Face Delamination and Spall Repair with Anodes
223595791184187,P-501,P-501,,,18-Inch Thick Concrete Pavement (Item P-501)
223633326510001,,,,,6-Inch Gate Valve
223749079366797,,,344302,344302,Sign A4-13 (Section 344302)
224543954426624,,,012200,012200,D9 Replacement of Existing Lids and Hatches (Section 012200)
224782667553442,P-605,P-605,,,Joint Sealing Filler (Item P-605)
225087266392777,,,,,#REF!
225284065959662,P-101,P-101,,,Asphalt Pavement Removal - 3-Inch Depth (Item P-101)
225488638391032,P-101,P-101,,,"Pavement Removal (Full Depth Asphalt Concrete, 4-17.5 Inches) (Item P-101)"
225496230294970,,,,,Encasement Over Existing Waterlin
225662698764516,P-306,P-306,,,Lean Concrete Base Course (Item P-306)
225664352094166,L-108,L-108,,,"No. 12 AWG, 600V, Cable, Installed in Conduit (Item L-108)"
226147672758447,,,,,Two 6-Inch Conduits by Directional Drilling Method
226162482877025,,,,,Concrete Curb
226465867815547,,,,,Asphalt Grinding Removal and Disposal
226720344211562,P-101,P-101,,,Cold Milling - 6-Inch Depth (Item P-101)
226987570142293,,,,,Trenchless Installation
227348487267555,P-101,P-101,,,PCC Pavement Removal - 3-Inch Depth (Item P-101)
227420711486427,P-101,P-101,,,PCC Pavement Removal - 16 Inch Depth (Item P-101)
228182418228653,P-101,P-101,,,Cold Milling - 2- to 4-Inch Depth (Item P-101)
228633373341037,,,026100,026100,Contaminated Material Excavation and Disposal (Section 026100)
229005618726364,,,344302,344302,Sign B6-11 (Section 344302)
229082348895919,,,344300,344300,Reinstall In-Pavement Taxiway Centerline Light on Existing Base Can with Existing Transformer (Section 344300)
230136564296823,,,,,Adjustment of Existing Structures (H-20 Rated Vaults)
230791679074339,L-110,L-110,,,1-Inch GRSC (Item L-110)
230817348734508,,,344302,344302,Sign A1-1 (Section 344302)
231493965961938,,,024113,024113,Remove Bollard - Bolt Down (Section 024113)
231936741504403,L-108,L-108,,,"No. 10 AWG, 600V, Cable Installed in Conduit (Item L-108)"
231965876751356,,,,,General Demolition
232121908478662,,,,,PVC Conduit (Power) - 6 Inch
232125755969063,,,,,2-Inch Gate Valve
232260740107421,,,,,XHHW Conductor - #6 AWG (Power)
232384420967421,,,344300,344300,"Install Elevated Red Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)"
232546272103258,,,262400,262400,Remove and Replace Existing 480V Distribution Panel (Section 262400)
232726060087960,,,344300,344300,Install PF Cover Plate on Existing Light Base (Section 344300)
232981420189412,,,,,Unclassified Excavation (P-152)
233307720271141,,,260543,260543,Underground Ducts and Raceways for Electrical Systems (Section 260543)
233365916616088,,,,,TemporaryStreamBypass(Section012200)
233410905472856,L-110,L-110,,,2-Inch PVC under New AC Shoulder (Item L-110)
233411774745604,,,,,4-Inch Gate Valve
233998397448188,L-110,L-110,,,2-Inch PVC Encased in P-610 in Existing AC (Item L-110)
234094258324734,,,312300,312300,Remove Existing Manhole Flat Top and Upgrade to Aircraft Rated Structure (Section 312300)
234539496294225,,,,,Pile Spall Repair
234567913084621,L-110,L-110,,,2-Inch PVC in Existing Structural AC (Item L-110)
234598337485913,,,271000,271000,Structured Cabling (Section 271000)
235185445048709,,,,,Miscellaneous Removals and Backfill
236006340149453,,,,,8-Inch STS (Sections 012200 and 334100)
236393003300042,,,344300,344300,Install PF Elevated Runway End Light with CF Transformer on Existing Light Base (Section 344300)
236407872899321,,,,,72-Inch Corrugated Metal Riser
236812682555796,,,,,72-Inch Manhole
237151661909867,D-751,D-751,,,48-Inch Manhole (Item D-751)
237550834368524,,,,,UnsuitableExcavation (ItemP-152)
237682734436522,,,,,XHHW Conductor - #8 AWG (Power)
237701102568033,P-605,P-605,,,Joint Sealant (Item P-605)
237719840467162,,,312300,312300,Rotate Existing Manhole Lid (Section 312300)
238606228931768,,,,,Subdrains
238928339239386,,,,,ExistingManholeAdjustmenttoGrade-MinorAdjustment (Section312300)
239504768877648,,,,,12-Inch Storm Sewer Pipe
239977868742582,P-501,P-501,,,Concrete Pavement (Item P-501)
240142454051360,P-101,P-101,,,PCC Pavement Removal - 4-Inch Depth (Item P-101)
240371306584019,,,,,AsphaltPavementRemoval-6-8-InchDepth (ItemP-101)
240394696026279,,,,,MechanicalStabilization (ItemP-152)
241533182061345,,,344302,344302,Sign A5-6 (Section 344302)
241731027583490,,,,,Surfacings Removal
241966029783861,,,,,TemporaryThresholdSetUpandCircuitConnection (Section260500)
242018638360493,P-403,P-403,,,Asphalt Mixture Base and Surface Course (Item P-403)
242222112131895,,,,,Trench Excavation and General Native Backfill
243017829226249,,,344300,344300,Install PF In-Pavement Runway Guard Light on Existing Light Base (Section 344300)
243066210077796,,,282300,282300,Video Surveillance (Section 282300)
243208867120249,,,344300,344300,Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC (Section 344300)
243289662566304,,,015713,015713,Construction Access (Section 015713)
243367308269165,,,334100,334100,12-Inch DIP (Force Main) (Section 334100)
243701410878473,,,344300,344300,Install PF Taxiway Centerline Light with CF Transformer on Existing Light Base (Section 344300)
243788875718128,,,344300,344300,"Install PF L-868, 12-Inch Diameter Base Can, PF Cover Plate in New AC (Section 344300)"
243961725840523,P-101,P-101,,,"Asphalt Pavement Removal - 16"" Depth (Item P-101)"
244857920725964,,,320117,320117,Asphalt Pavement Removal - 2-3 Inch Depth (Section 320117)
245158785612087,,,,,Borrow Excavation (P-152)
245812162856091,,,262200,262200,Remove and Replace Existing 9KVA Transformer (Section 262200)
246021504935844,,,344300,344300,Install PF Taxiway Centerline Light on Existing Light Base (Section 344300)
246275366133894,,,,,Hollow Core Deck Panel Replacement
246692234463680,P-620,P-620,,,Temporary Runway and Taxiway Makrings (Item P-620)
246706184939940,P-101,P-101,,,Cold Milling - 3-Inch Maximum Depth (Item P-101)
247084260290465,,,,,Fire Hydrant Assembly
247469650305684,P-403,P-403,,,Hot Mix Asphalt (HMA) Pavement Base Course (Item P-403)
248415173012973,P-101,P-101,,,"Asphalt Pavement Removal - 12"" Depth (Item P-101)"
249489074007258,,,,,Concrete Walks
249779284973702,,,312300,312300,Existing Manhole/Inlet Adjustment to Grade (Section 312300)
250441583889535,P-610,P-610,,,Steel Reinforcement (Item P-610)
251597576934678,,,,,PVC Conduit (Power) - 2 Inch
251610326978626,,,,,4-Inch DIP Water Pipe
251920292365147,,,,,FAAMALSRandThresholdBarLights(Section260500)
252094704651117,,,344300,344300,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)"
252412578970316,,,111100,111100,Cable Retrievers (Section 111100)
253178956848373,,,,,XHHW Conductor - #10 AWG (Power)
253439920146567,,,,,2-Inch Air Release Valve Assembly
254046465162867,,,344302,344302,Sign A5-7 (Section 344302)
254308450565105,,,,,Topsoil(FurnishedfromOfftheSite) (ItemT-905)
254657575186220,,,,,"Cold Plane Pavement Removal and Disposal, 3-Inch Depth"
254690796417662,,,260500,260500,Install Handholes for Power (Section 260500)
255264067641445,,,012200,012200,B6 Temporary Airfield Lighting Circuit Connection (Section 012200)
255652158897938,,,260500,260500,"Electrical Feeds to Enclosed Circuit Breakers (3/4"" Conduit) (Section 260500)"
256167893251278,,,,,"Fill Material, Topsoil (Sections 012200, 312000, and 329113)"
