pay_item_id,spec_extract,standard_code,standard_cat,item_code_raw,section_code_raw,alt_code,item_desc_raw,item_desc_canonical
1466,344300,344300,PDX,,344300,,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC (Section 344300)","Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC (Section 344300)"
1467,344300,344300,PDX,,344300,,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)","Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)"
1468,344300,344300,PDX,,344300,,Reinstall In-Pavement Stop Bar Light on Existing Base Can with Existing Transformer (Section 344300),Reinstall In-Pavement Stop Bar Light on Existing Base Can with Existing Transformer (Section 344300)
1469,344300,344300,PDX,,344300,,Reinstall In-Pavement Taxiway Centerline Light on Existing Base Can with Existing Transformer (Section 344300),Reinstall In-Pavement Taxiway Centerline Light on Existing Base Can with Existing Transformer (Section 344300)
1470,344300,344300,PDX,,344300,,Reinstall In-Pavement Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300),Reinstall In-Pavement Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300)
1471,344300,344300,PDX,,344300,,"Reinstall LED Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","Reinstall LED Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)"
1472,344300,344300,PDX,,344300,,"Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)","Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)"
1473,344300,344300,PDX,,344300,,"Reinstall Taxiway Centerline Light on CF Base Can, CF Extenstion, CF Flange Ring, and CF Transformer (Section 344300)","Reinstall Taxiway Centerline Light on CF Base Can, CF Extenstion, CF Flange Ring, and CF Transformer (Section 344300)"
1474,344300,344300,PDX,,344300,,Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC (Section 344300),Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC (Section 344300)
1475,344300,344300,PDX,,344300,,"Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC (Section 344300)","Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC (Section 344300)"
1476,344300,344300,PDX,,344300,,Reinstall Taxiway Centerline Light on Existing Base Can with CF Transformer (Section 344300),Reinstall Taxiway Centerline Light on Existing Base Can with CF Transformer (Section 344300)
1477,344300,344300,PDX,,344300,,Reinstall Taxiway Centerline Light on Existing Base Can with PF Transformer (Section 344300),Reinstall Taxiway Centerline Light on Existing Base Can with PF Transformer (Section 344300)
1478,344300,344300,PDX,,344300,,"Reinstall Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and PF Transformer (Section 344300)","Reinstall Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and PF Transformer (Section 344300)"
1479,344300,344300,PDX,,344300,,Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer (Section 344300),Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer (Section 344300)
1480,344300,344300,PDX,,344300,,Reinstall Taxiway Edge Light on Existing Base Can with Existing Transformer (Section 344300),Reinstall Taxiway Edge Light on Existing Base Can with Existing Transformer (Section 344300)
1481,344301,344301,PDX,,344301,,Adjust Existing Base Can to New Finish Elevation (Section 344301),Adjust Existing Base Can to New Finish Elevation (Section 344301)
1482,344301,344301,PDX,,344301,,Adjust Existing Elevated Runway Threshold Light (Section 344301),Adjust Existing Elevated Runway Threshold Light (Section 344301)
1483,344301,344301,PDX,,344301,,Adjust Existing Elevated Runway Threshold/Edge Light (Section 344301),Adjust Existing Elevated Runway Threshold/Edge Light (Section 344301)
1484,344301,344301,PDX,,344301,,Adjust Existing In-Pavement Runway Edge Light (Section 344301),Adjust Existing In-Pavement Runway Edge Light (Section 344301)
1485,344301,344301,PDX,,344301,,Adjust Existing In-Pavement Runway Guard/Stop Bar Light to New Finish Elevation (Section 344301),Adjust Existing In-Pavement Runway Guard/Stop Bar Light to New Finish Elevation (Section 344301)
1486,344301,344301,PDX,,344301,,Adjust Existing In-Pavement Stop Bar Light (Section 344301),Adjust Existing In-Pavement Stop Bar Light (Section 344301)
1487,344301,344301,PDX,,344301,,Adjust Existing Runway Edge Light to New Finish Elevation (Section 344301),Adjust Existing Runway Edge Light to New Finish Elevation (Section 344301)
1488,344301,344301,PDX,,344301,,Adjust Existing Taxiway Centerline Light (Section 344301),Adjust Existing Taxiway Centerline Light (Section 344301)
1489,344301,344301,PDX,,344301,,Adjust Existing Taxiway Centerline Light to New Finish Elevation (Section 344301),Adjust Existing Taxiway Centerline Light to New Finish Elevation (Section 344301)
1490,344301,344301,PDX,,344301,,Adjust Existing Taxiway Edge Light to New Finish Elevation (Section 344301),Adjust Existing Taxiway Edge Light to New Finish Elevation (Section 344301)
1491,344301,344301,PDX,,,,AdjustExistingRunway/TaxiwayElevatedEdgeLightwithCFTransformer (Section344301),AdjustExistingRunway/TaxiwayElevatedEdgeLightwithCFTransformer (Section344301)
1492,344302,344302,PDX,,344302,,Sign A1-1 (Section 344302),Sign A1-1 (Section 344302)
1493,344302,344302,PDX,,344302,,Sign A4-13 (Section 344302),Sign A4-13 (Section 344302)
1494,344302,344302,PDX,,344302,,Sign A4-6 (Section 344302),Sign A4-6 (Section 344302)
1495,344302,344302,PDX,,344302,,Sign A4-7 (Section 344302),Sign A4-7 (Section 344302)
1496,344302,344302,PDX,,344302,,Sign A4-9 (Section 344302),Sign A4-9 (Section 344302)
1497,344302,344302,PDX,,344302,,Sign A5-1 (Section 344302),Sign A5-1 (Section 344302)
1498,344302,344302,PDX,,344302,,Sign A5-3 (Section 344302),Sign A5-3 (Section 344302)
1499,344302,344302,PDX,,344302,,Sign A5-4 (Section 344302),Sign A5-4 (Section 344302)
1500,344302,344302,PDX,,344302,,Sign A5-6 (Section 344302),Sign A5-6 (Section 344302)
1501,344302,344302,PDX,,344302,,Sign A5-7 (Section 344302),Sign A5-7 (Section 344302)
1502,344302,344302,PDX,,344302,,Sign A5-8 (Section 344302),Sign A5-8 (Section 344302)
1503,344302,344302,PDX,,344302,,Sign A5-9 (Section 344302),Sign A5-9 (Section 344302)
1504,344302,344302,PDX,,344302,,Sign A6-10 (Section 344302),Sign A6-10 (Section 344302)
1505,344302,344302,PDX,,344302,,Sign A6-11 (Section 344302),Sign A6-11 (Section 344302)
1506,344302,344302,PDX,,344302,,Sign A6-12 (Section 344302),Sign A6-12 (Section 344302)
1507,344302,344302,PDX,,344302,,Sign A6-2 (Section 344302),Sign A6-2 (Section 344302)
1508,344302,344302,PDX,,344302,,Sign A6-3 (Section 344302),Sign A6-3 (Section 344302)
1509,344302,344302,PDX,,344302,,Sign A6-7 (Section 344302),Sign A6-7 (Section 344302)
1510,344302,344302,PDX,,344302,,Sign A6-9 (Section 344302),Sign A6-9 (Section 344302)
1511,344302,344302,PDX,,344302,,Sign A7-2 (Section 344302),Sign A7-2 (Section 344302)
1512,344302,344302,PDX,,344302,,Sign A8-1 (Section 344302),Sign A8-1 (Section 344302)
1513,344302,344302,PDX,,344302,,Sign A8-2 (Section 344302),Sign A8-2 (Section 344302)
1514,344302,344302,PDX,,344302,,Sign B1-1 (Section 344302),Sign B1-1 (Section 344302)
1515,344302,344302,PDX,,344302,,Sign B6-11 (Section 344302),Sign B6-11 (Section 344302)
1516,344302,344302,PDX,,344302,,Sign B7-1 (Section 344302),Sign B7-1 (Section 344302)
1517,344302,344302,PDX,,344302,,Sign B8-1 (Section 344302),Sign B8-1 (Section 344302)
1518,344302,344302,PDX,,344302,,Sign CE-10 (Section 344302),Sign CE-10 (Section 344302)
1519,344302,344302,PDX,,344302,,Sign E6-6 (Section 344302),Sign E6-6 (Section 344302)
1520,344302,344302,PDX,,344302,,Sign E6-9 (Section 344302),Sign E6-9 (Section 344302)
1521,344302,344302,PDX,,344302,,Sign EA-15 (Section 344302),Sign EA-15 (Section 344302)
1522,344302,344302,PDX,,344302,,Sign G-3 (Section 344302),Sign G-3 (Section 344302)
1523,344302,344302,PDX,,344302,,Sign T-5 (Section 344302),Sign T-5 (Section 344302)
1524,344302,344302,PDX,,,,Sign UL-1 Section 344302),Sign UL-1 Section 344302)
1525,344302,344302,PDX,,344302,,Sign UL-2 (Section 344302),Sign UL-2 (Section 344302)
1526,344302,344302,PDX,,344302,,Sign V-2 (Section 344302),Sign V-2 (Section 344302)
1527,344302,344302,PDX,,344302,,Sign V-4 (Section 344302),Sign V-4 (Section 344302)
1528,344302,344302,PDX,,344302,,Sign V-5 (Section 344302),Sign V-5 (Section 344302)
1529,344302,344302,PDX,,344302,,Sign V-6 (Section 344302),Sign V-6 (Section 344302)
1530,344302,344302,PDX,,,,Sign13R-1 (Section344302),Sign13R-1 (Section344302)
1531,344302,344302,PDX,,,,SignA-1 (Section344302),SignA-1 (Section344302)
1532,347113,347113,PDX,,347113,,Pipe Bollards (Section 347113),Pipe Bollards (Section 347113)
1533,347115,347115,PDX,,347115,,Bollard - Bolt Down (Section 347115),Bollard - Bolt Down (Section 347115)
1534,347115,347115,PDX,,347115,,Guard Rail (Section 347115),Guard Rail (Section 347115)
1535,347115,347115,PDX,,347115,,Precast Concrete Wheel Stop (Section 347115),Precast Concrete Wheel Stop (Section 347115)
1536,354000,354000,PDX,,,,Boulders (Section354000),Boulders (Section354000)
1537,354000,354000,PDX,,,,GradeControlStructures (Section354000),GradeControlStructures (Section354000)
1538,354000,354000,PDX,,,,RiprapOutfall (Section354000),RiprapOutfall (Section354000)
1539,354000,354000,PDX,,,,StreambedCobble (Section354000),StreambedCobble (Section354000)
1540,354000,354000,PDX,,,,StreambedSediment (Section354000),StreambedSediment (Section354000)
1541,C-102,C-102,FAA,C-102,,,Inlet Protection (Item C-102),Inlet Protection (Item C-102)
1542,C-102,C-102,FAA,C-102,,,Installation and Removal of Silt Fence (Item C-102),Installation and Removal of Silt Fence (Item C-102)
1543,C-102,C-102,FAA,,,,InstallationandRemovalofSiltFence (ItemC-102),InstallationandRemovalofSiltFence (ItemC-102)
1544,C-105,C-105,FAA,C-105,,,Mobilization (Item C-105),Mobilization (Item C-105)
1545,C-105,C-105,FAA,,,,Mobilization (ItemC-105),Mobilization (ItemC-105)
1546,D-701,D-701,FAA,D-701,,,12-Inch RCP Pipe (Item D-701),12-Inch RCP Pipe (Item D-701)
1547,D-701,D-701,FAA,D-701,,,12-Inch STS (Item D-701),12-Inch STS (Item D-701)
1548,D-701,D-701,FAA,D-701,,,12-Inch STS Pipe (Item D-701),12-Inch STS Pipe (Item D-701)
1549,D-701,D-701,FAA,D-701,,,12-Inch Slide Gate (Item D-701),12-Inch Slide Gate (Item D-701)
1550,D-701,D-701,FAA,D-701,,,12-Inch Storm Sewer Pipe (Item D-701),12-Inch Storm Sewer Pipe (Item D-701)
1551,D-701,D-701,FAA,,,,12-inchSTS (ItemD-701),12-inchSTS (ItemD-701)
1552,D-701,D-701,FAA,,,,14-inchClass50DuctileIronPipeCulvert(ItemD-701),14-inchClass50DuctileIronPipeCulvert(ItemD-701)
1553,D-701,D-701,FAA,D-701,,,15-Inch STS (Item D-701),15-Inch STS (Item D-701)
1554,D-701,D-701,FAA,D-701,,,15-Inch Slide Gate (Item D-701),15-Inch Slide Gate (Item D-701)
1555,D-701,D-701,FAA,D-701,,,15-Inch Storm Sewer Pipe (Item D-701),15-Inch Storm Sewer Pipe (Item D-701)
1556,D-701,D-701,FAA,D-701,,,18-Inch STS (Item D-701),18-Inch STS (Item D-701)
1557,D-701,D-701,FAA,D-701,,,18-Inch STS Pipe (Item D-701),18-Inch STS Pipe (Item D-701)
1558,D-701,D-701,FAA,D-701,,,18-Inch Storm Sewer Pipe (Item D-701),18-Inch Storm Sewer Pipe (Item D-701)
1559,D-701,D-701,FAA,,,,18-inchClass50DuctileIronPipeCulvert (ItemD-701),18-inchClass50DuctileIronPipeCulvert (ItemD-701)
1560,D-701,D-701,FAA,D-701,,,24-Inch RCP Pipe (Item D-701),24-Inch RCP Pipe (Item D-701)
1561,D-701,D-701,FAA,D-701,,,24-Inch STS (Item D-701),24-Inch STS (Item D-701)
1562,D-701,D-701,FAA,D-701,,,24-Inch STS Pipe (Item D-701),24-Inch STS Pipe (Item D-701)
1563,D-701,D-701,FAA,,,,24-inchSTS (ItemD-701),24-inchSTS (ItemD-701)
1564,D-701,D-701,FAA,D-701,,,30-Inch STS (Item D-701),30-Inch STS (Item D-701)
1565,D-701,D-701,FAA,D-701,,,30-Inch STS Pipe (Item D-701),30-Inch STS Pipe (Item D-701)
1566,D-701,D-701,FAA,D-701,,,30-Inch Slide Gate (Item D-701),30-Inch Slide Gate (Item D-701)
1567,D-701,D-701,FAA,D-701,,,36-Inch STS (Item D-701),36-Inch STS (Item D-701)
1568,D-701,D-701,FAA,D-701,,,4-Inch STS Pipe (Item D-701),4-Inch STS Pipe (Item D-701)
1569,D-701,D-701,FAA,D-701,,,48-Inch STS Pipe (Item D-701),48-Inch STS Pipe (Item D-701)
1570,D-701,D-701,FAA,D-701,,,6-Inch STS Pipe (Item D-701),6-Inch STS Pipe (Item D-701)
1571,D-701,D-701,FAA,,,,6-inchSTS (ItemD-701),6-inchSTS (ItemD-701)
1572,D-701,D-701,FAA,,,,8'HX14'WCulvert (ItemD-701),8'HX14'WCulvert (ItemD-701)
1573,D-701,D-701,FAA,D-701,,,8-Inch STS (Item D-701),8-Inch STS (Item D-701)
1574,D-701,D-701,FAA,D-701,,,8-Inch STS Pipe (Item D-701),8-Inch STS Pipe (Item D-701)
1575,D-701,D-701,FAA,D-701,,,STS Drain Pipe (18-inch) (Item D-701),STS Drain Pipe (18-inch) (Item D-701)
1576,D-701,D-701,FAA,D-701,,,STS Drain Pipe (24-inch) (Item D-701),STS Drain Pipe (24-inch) (Item D-701)
1577,D-705,D-705,FAA,D-705,,,6-Inch Non-Perforated Pipe (Item D-705),6-Inch Non-Perforated Pipe (Item D-705)
1578,D-705,D-705,FAA,D-705,,,6-Inch Perforated Pipe (Item D-705),6-Inch Perforated Pipe (Item D-705)
1579,D-705,D-705,FAA,D-705,,,6-Inch Perforated Pipe Underdrains (Item D-705),6-Inch Perforated Pipe Underdrains (Item D-705)
1580,D-705,D-705,FAA,D-705,,,6-Inch Perforated Storm Sewer Pipe (Item D-705),6-Inch Perforated Storm Sewer Pipe (Item D-705)
1581,D-705,D-705,FAA,,,,6-InchPipeUnderdrains (ItemD-705),6-InchPipeUnderdrains (ItemD-705)
1582,D-705,D-705,FAA,D-705,,,Non-Perforated Underdrain Pipe (6-inch) (Item D-705),Non-Perforated Underdrain Pipe (6-inch) (Item D-705)
1583,D-705,D-705,FAA,D-705,,,Perforated Underdrain Pipe (6-inch) (Item D-705),Perforated Underdrain Pipe (6-inch) (Item D-705)
1584,D-751,D-751,FAA,D-751,,,48-Inch Diameter Manhole (Item D-751),48-Inch Diameter Manhole (Item D-751)
1585,D-751,D-751,FAA,D-751,,,"48-Inch Diameter Manhole, Type A (Item D-751)","48-Inch Diameter Manhole, Type A (Item D-751)"
1586,D-751,D-751,FAA,D-751,,,48-Inch Manhole (Item D-751),48-Inch Manhole (Item D-751)
1587,D-751,D-751,FAA,D-751,,,"48-Inch Manhole, Ditch Inlet (Item D-751)","48-Inch Manhole, Ditch Inlet (Item D-751)"
1588,D-751,D-751,FAA,D-751,,,"48-Inch Manhole, Type A (Item D-751)","48-Inch Manhole, Type A (Item D-751)"
1589,D-751,D-751,FAA,D-751,,,"48-Inch Manhole, Type B (Item D-751)","48-Inch Manhole, Type B (Item D-751)"
1590,D-751,D-751,FAA,D-751,,,48-Inch Manholes (Item D-751),48-Inch Manholes (Item D-751)
1591,D-751,D-751,FAA,D-751,,,60-Inch Manhole (Item D-751),60-Inch Manhole (Item D-751)
1592,D-751,D-751,FAA,D-751,,,60-Inch Manhole Catch Basin (Item D-751),60-Inch Manhole Catch Basin (Item D-751)
1593,D-751,D-751,FAA,D-751,,,"60-Inch Manhole, Type B (Item D-751)","60-Inch Manhole, Type B (Item D-751)"
1594,D-751,D-751,FAA,D-751,,,60-Inch Manholes (Item D-751),60-Inch Manholes (Item D-751)
1595,D-751,D-751,FAA,D-751,,,"72-Inch Diameter Manhole, Type A (Item D-751)","72-Inch Diameter Manhole, Type A (Item D-751)"
1596,D-751,D-751,FAA,D-751,,,72-Inch Manhole (Item D-751),72-Inch Manhole (Item D-751)
1597,D-751,D-751,FAA,D-751,,,"72-Inch Manhole, Type A (Item D-751)","72-Inch Manhole, Type A (Item D-751)"
1598,D-751,D-751,FAA,D-751,,,"72-Inch Manhole, Type B (Item D-751)","72-Inch Manhole, Type B (Item D-751)"
1599,D-751,D-751,FAA,D-751,,,84-Inch Diameter Manhole (Item D-751),84-Inch Diameter Manhole (Item D-751)
1600,D-751,D-751,FAA,D-751,,,"84-Inch Diameter Manhole, Type A (Item D-751)","84-Inch Diameter Manhole, Type A (Item D-751)"
1601,D-751,D-751,FAA,D-751,,,"84-Inch Manhole, Type A (Item D-751)","84-Inch Manhole, Type A (Item D-751)"
1602,D-751,D-751,FAA,D-751,,,"84-Inch Manhole, Type B (Item D-751)","84-Inch Manhole, Type B (Item D-751)"
1603,D-751,D-751,FAA,D-751,,,"96-Inch Diameter Manhole, Type A (Item D-751)","96-Inch Diameter Manhole, Type A (Item D-751)"
1604,D-751,D-751,FAA,D-751,,,Catch Basin (Item D-751),Catch Basin (Item D-751)
1605,D-751,D-751,FAA,D-751,,,Catch Basins (Item D-751),Catch Basins (Item D-751)
1606,D-751,D-751,FAA,,,,CatchBasins (ItemD-751),CatchBasins (ItemD-751)
1607,D-751,D-751,FAA,D-751,,,Connect to Existing Catch Basin/Manhole (Item D-751),Connect to Existing Catch Basin/Manhole (Item D-751)
1608,D-751,D-751,FAA,D-751,,,Manholes (Item D-751),Manholes (Item D-751)
1609,D-751,D-751,FAA,,,,Manholes (ItemD-751),Manholes (ItemD-751)
1610,D-751,D-751,FAA,D-751,,,Trench Drain (Item D-751),Trench Drain (Item D-751)
1611,D-751,D-751,FAA,D-751,,,Underdrain Cleanout (Item D-751),Underdrain Cleanout (Item D-751)
1612,D-752,D-752,FAA,,,,ReinforcingSteel (ItemD-752),ReinforcingSteel (ItemD-752)
1613,D-752,D-752,FAA,,,,StructuralConcrete (ItemD-752),StructuralConcrete (ItemD-752)
1614,D-752,D-752,FAA,,,,UnclassifiedExcavationforStructures (ItemD-752),UnclassifiedExcavationforStructures (ItemD-752)
1615,L-108,L-108,FAA,L-108,,,"#6 AWG, 5kV Cable (Item L-108)","#6 AWG, 5kV Cable (Item L-108)"
1616,L-108,L-108,FAA,L-108,,,Counterpoise Ground Rod (Item L-108),Counterpoise Ground Rod (Item L-108)
1617,L-108,L-108,FAA,L-108,,,"Counterpoise Ground Rod, 10-Foot Long (Item L-108)","Counterpoise Ground Rod, 10-Foot Long (Item L-108)"
1618,L-108,L-108,FAA,L-108,,,"Counterpoise Ground Rod, 10-Ft Long (Item L-108)","Counterpoise Ground Rod, 10-Ft Long (Item L-108)"
1619,L-108,L-108,FAA,L-108,,,Ground Rod for Counterpoise (Item L-108),Ground Rod for Counterpoise (Item L-108)
1620,L-108,L-108,FAA,,,,GroundRodforCounterpoise (ItemL-108),GroundRodforCounterpoise (ItemL-108)
1621,L-108,L-108,FAA,L-108,,,Heat Shrink for 5kV L-823 Primary Connector (Item L-108),Heat Shrink for 5kV L-823 Primary Connector (Item L-108)
1622,L-108,L-108,FAA,L-108,,,"No. 10 AWG, 600V, Cable Installed in Conduit (Item L-108)","No. 10 AWG, 600V, Cable Installed in Conduit (Item L-108)"
1623,L-108,L-108,FAA,L-108,,,"No. 12 AWG, 600V, Cable, Installed in Conduit (Item L-108)","No. 12 AWG, 600V, Cable, Installed in Conduit (Item L-108)"
1624,L-108,L-108,FAA,L-108,,,"No. 2/0 AWG, 600-Volt Conductor (Item L-108)","No. 2/0 AWG, 600-Volt Conductor (Item L-108)"
1625,L-108,L-108,FAA,L-108,,,No. 4 GND Conductor (Item L-108),No. 4 GND Conductor (Item L-108)
1626,L-108,L-108,FAA,L-108,,,No. 6 AWG Solid Wire for Counterpoise (Item L-108),No. 6 AWG Solid Wire for Counterpoise (Item L-108)
1627,L-108,L-108,FAA,L-108,,,"No. 6 AWG, Solid, Bare Copper Counterpoise Wire, Installed above the Duct Bank or Conduit, Including Connections/Terminations (Item L-108)","No. 6 AWG, Solid, Bare Copper Counterpoise Wire, Installed above the Duct Bank or Conduit, Including Connections/Terminations (Item L-108)"
1628,L-108,L-108,FAA,L-108,,,"No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)","No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)"
1629,L-108,L-108,FAA,L-108,,,"No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations (Item L-108)","No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations (Item L-108)"
1630,L-108,L-108,FAA,L-108,,,No. 8 AWG 5kV Cable (Item L-108),No. 8 AWG 5kV Cable (Item L-108)
1631,L-108,L-108,FAA,L-108,,,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)","No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)"
1632,L-108,L-108,FAA,L-108,,,"No. 8 AWG, 5kV, L-824, Type C Cable (Item L-108)","No. 8 AWG, 5kV, L-824, Type C Cable (Item L-108)"
1633,L-108,L-108,FAA,L-108,,,"No. 8 AWG, 5kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)","No. 8 AWG, 5kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)"
1634,L-108,L-108,FAA,L-108,,,"No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit (Item L-108)","No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit (Item L-108)"
1635,L-108,L-108,FAA,,,,"No.6AWG,Solid,BareCounterpoiseWire,InstalledAbovetheDuctBankorConduit,IncludingConnections/Terminations(ItemL-108)","No.6AWG,Solid,BareCounterpoiseWire,InstalledAbovetheDuctBankorConduit,IncludingConnections/Terminations(ItemL-108)"
1636,L-108,L-108,FAA,,,,"No.8AWG,5kV,L-824,TypeCCableInstalledinTrench,DuctBank,orConduit(ItemL-108)","No.8AWG,5kV,L-824,TypeCCableInstalledinTrench,DuctBank,orConduit(ItemL-108)"
1637,L-110,L-110,FAA,L-110,,,1 1/2-Inch GRSC (Item L-110),1 1/2-Inch GRSC (Item L-110)
1638,L-110,L-110,FAA,L-110,,,1-Inch GRSC (Item L-110),1-Inch GRSC (Item L-110)
1639,L-110,L-110,FAA,L-110,,,1-Inch GRSC Encased in P-610 in Existing AC (Item L-110),1-Inch GRSC Encased in P-610 in Existing AC (Item L-110)
1640,L-110,L-110,FAA,L-110,,,1-Inch IMC in Existing AC (Item L-110),1-Inch IMC in Existing AC (Item L-110)
1641,L-110,L-110,FAA,L-110,,,1.5-Inch GRSC Encased in P-610 in Existing AC (Item L-110),1.5-Inch GRSC Encased in P-610 in Existing AC (Item L-110)
1642,L-110,L-110,FAA,L-110,,,1.5-Inch IMC under New AC Shoulder (Item L-110),1.5-Inch IMC under New AC Shoulder (Item L-110)
1643,L-110,L-110,FAA,L-110,,,2-Inch GRSC (Item L-110),2-Inch GRSC (Item L-110)
1644,L-110,L-110,FAA,L-110,,,2-Inch PVC (Item L-110),2-Inch PVC (Item L-110)
1645,L-110,L-110,FAA,L-110,,,2-Inch PVC Direct Buried (Item L-110),2-Inch PVC Direct Buried (Item L-110)
1646,L-110,L-110,FAA,L-110,,,2-Inch PVC Direct Buried in Grass (Item L-110),2-Inch PVC Direct Buried in Grass (Item L-110)
1647,L-110,L-110,FAA,L-110,,,2-Inch PVC Direct Buried in Grass or under New AC Shoulder (Item L-110),2-Inch PVC Direct Buried in Grass or under New AC Shoulder (Item L-110)
1648,L-110,L-110,FAA,L-110,,,2-Inch PVC Encased in CLSM in New AC (Item L-110),2-Inch PVC Encased in CLSM in New AC (Item L-110)
1649,L-110,L-110,FAA,L-110,,,2-Inch PVC Encased in Concrete in New Structural AC (Item L-110),2-Inch PVC Encased in Concrete in New Structural AC (Item L-110)
1650,L-110,L-110,FAA,L-110,,,2-Inch PVC Encased in Concrete in new Structural AC (Item L-110),2-Inch PVC Encased in Concrete in new Structural AC (Item L-110)
1651,L-110,L-110,FAA,L-110,,,2-Inch PVC Encased in P-610 in Existing AC (Item L-110),2-Inch PVC Encased in P-610 in Existing AC (Item L-110)
1652,L-110,L-110,FAA,L-110,,,2-Inch PVC encased in P-610 in Existing AC (Item L-110),2-Inch PVC encased in P-610 in Existing AC (Item L-110)
1653,L-110,L-110,FAA,L-110,,,2-Inch PVC in CLSM (Item L-110),2-Inch PVC in CLSM (Item L-110)
1654,L-110,L-110,FAA,L-110,,,2-Inch PVC in Existing AC (Item L-110),2-Inch PVC in Existing AC (Item L-110)
1655,L-110,L-110,FAA,L-110,,,2-Inch PVC in Existing Structural AC (Item L-110),2-Inch PVC in Existing Structural AC (Item L-110)
1656,L-110,L-110,FAA,L-110,,,2-Inch PVC in New Shoulder and Direct Buried (Item L-110),2-Inch PVC in New Shoulder and Direct Buried (Item L-110)
1657,L-110,L-110,FAA,L-110,,,2-Inch PVC under New AC Shoulder (Item L-110),2-Inch PVC under New AC Shoulder (Item L-110)
1658,L-110,L-110,FAA,,,,2-InchPVCinGrassorinNewACshoulder(ItemL-110),2-InchPVCinGrassorinNewACshoulder(ItemL-110)
1659,L-110,L-110,FAA,,,,2-InchPVCinNewACStructuralPavement(ItemL-110),2-InchPVCinNewACStructuralPavement(ItemL-110)
1660,L-110,L-110,FAA,L-110,,,2-inch PVC Direct Buried in Grass (Item L-110),2-inch PVC Direct Buried in Grass (Item L-110)
1661,L-110,L-110,FAA,L-110,,,2-inch PVC in Existing ACP Shoulder (Item L-110),2-inch PVC in Existing ACP Shoulder (Item L-110)
1662,P-101,P-101,FAA,P-101,,,3-5 Inch Cold Milling (Item P-101),3-5 Inch Cold Milling (Item P-101)
1663,P-101,P-101,FAA,P-101,,,Asphalt Pavement Removal (Item P-101),Asphalt Pavement Removal (Item P-101)
1664,P-101,P-101,FAA,P-101,,,Asphalt Pavement Removal - 11-Inch Depth (Item P-101),Asphalt Pavement Removal - 11-Inch Depth (Item P-101)
1665,P-101,P-101,FAA,P-101,,,"Asphalt Pavement Removal - 12"" Depth (Item P-101)",Asphalt Pavement Removal - 12 Depth (Item P-101)
1666,P-101,P-101,FAA,P-101,,,"Asphalt Pavement Removal - 12"" Depth Asphalt Grindings (Item P-101)",Asphalt Pavement Removal - 12 Depth Asphalt Grindings (Item P-101)
1667,P-101,P-101,FAA,P-101,,,Asphalt Pavement Removal - 12-Inch Depth (Item P-101),Asphalt Pavement Removal - 12-Inch Depth (Item P-101)
1668,P-101,P-101,FAA,P-101,,,Asphalt Pavement Removal - 13.5-Inch Depth (Item P-101),Asphalt Pavement Removal - 13.5-Inch Depth (Item P-101)
