project_id,bid_schedule_id,pay_item_id,bidder_id,line_no,quantity,unit_code,unit_price,total_price,total_price_calc,source_sheet,row_index,parse_confidence
207006701881329,247919761799643,,87291211230064,0001,1.0,LS,170000.0,170000.0,170000.0,Bid Tabulation,8,0.95
207006701881329,247919761799643,,146948468913677,0001,1.0,LS,150000.0,150000.0,150000.0,Bid Tabulation,8,0.95
207006701881329,247919761799643,,37638004524146,0001,1.0,LS,152000.0,152000.0,152000.0,Bid Tabulation,8,0.95
207006701881329,247919761799643,,274266078181820,0001,1.0,LS,216000.0,216000.0,216000.0,Bid Tabulation,8,0.95
207006701881329,247919761799643,,87291211230064,0002,1.0,LS,90000.0,90000.0,90000.0,Bid Tabulation,9,0.95
207006701881329,247919761799643,,146948468913677,0002,1.0,LS,200000.0,200000.0,200000.0,Bid Tabulation,9,0.95
207006701881329,247919761799643,,37638004524146,0002,1.0,LS,135000.0,135000.0,135000.0,Bid Tabulation,9,0.95
207006701881329,247919761799643,,274266078181820,0002,1.0,LS,162000.0,162000.0,162000.0,Bid Tabulation,9,0.95
207006701881329,247919761799643,,87291211230064,0003,1.0,LS,170000.0,170000.0,170000.0,Bid Tabulation,10,0.95
207006701881329,247919761799643,,146948468913677,0003,1.0,LS,75000.0,75000.0,75000.0,Bid Tabulation,10,0.95
207006701881329,247919761799643,,37638004524146,0003,1.0,LS,25000.0,25000.0,25000.0,Bid Tabulation,10,0.95
207006701881329,247919761799643,,274266078181820,0003,1.0,LS,50000.0,50000.0,50000.0,Bid Tabulation,10,0.95
207006701881329,247919761799643,,87291211230064,0004,12.0,EACH,250.0,3000.0,3000.0,Bid Tabulation,11,0.95
207006701881329,247919761799643,,146948468913677,0004,12.0,EACH,95.0,1140.0,1140.0,Bid Tabulation,11,0.95
207006701881329,247919761799643,,37638004524146,0004,12.0,EACH,88.0,1056.0,1056.0,Bid Tabulation,11,0.95
207006701881329,247919761799643,,274266078181820,0004,12.0,EACH,100.0,1200.0,1200.0,Bid Tabulation,11,0.95
207006701881329,247919761799643,,87291211230064,0005,1.0,LS,20000.0,20000.0,20000.0,Bid Tabulation,12,0.95
207006701881329,247919761799643,,146948468913677,0005,1.0,LS,20000.0,20000.0,20000.0,Bid Tabulation,12,0.95
207006701881329,247919761799643,,37638004524146,0005,1.0,LS,33500.0,33500.0,33500.0,Bid Tabulation,12,0.95
207006701881329,247919761799643,,274266078181820,0005,1.0,LS,90000.0,90000.0,90000.0,Bid Tabulation,12,0.95
207006701881329,247919761799643,,87291211230064,0006,6.0,EACH,500.0,3000.0,3000.0,Bid Tabulation,13,0.95
207006701881329,247919761799643,,146948468913677,0006,6.0,EACH,750.0,4500.0,4500.0,Bid Tabulation,13,0.95
